metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9686008097041634,0.9151152943769827,0.9224934565461247,0.9655704454641609,0.9200865471764299,0.9123925825418363,0.9277805118110237,0.9370972799773799
std,0.011912475652818368,0.019112478511226053,0.01828579408944107,0.01888508520706193,0.012813618233229126,0.011278661657366398,0.031215687343678248,0.029585495642290172
