checkpoint_path,tried_checkpoint_paths,adj_found,alpha_found,adj_state_key,alpha_state_key,adj_shape,shape_matches_expected,raw_min,raw_max,raw_abs_max,tanh_min,tanh_max,tanh_abs_max,alpha_value,overlap_top_mean_joint_evidence,overlap_high_scale_override,overlap_wrong_class_drift,warning_count,next_step
/home/ljh/ViLMIL/ViLa-MIL-main/results_stage19/rce_v4_csg_smoke_s1/s_0_checkpoint.pt,"[""/home/ljh/ViLMIL/ViLa-MIL-main/results_stage19/rce_v4_csg_smoke_s1/s_0_checkpoint.pt""]",True,True,rce_cross_scale_graph_adj,rce_cross_scale_graph_alpha,"(2, 12, 12)",True,-0.0026166841853410006,0.002605026587843895,0.0026166841853410006,-0.0026166781317442656,0.0026050207670778036,0.0026166781317442656,0.05033520981669426,3,0,2,0,Step21 non-testing fold0 pilot: adjacency exists and basic stats look normal for smoke inspection.
