fold,epoch,train_loss,train_acc,train_auc,train_f1,val_loss,val_acc,val_auc,val_f1,duration_seconds
1,1,0.5148462338604887,0.7724137931034483,0.8173281103681135,0.7365487054548459,0.5226267629578855,0.7783505154639175,0.8825757575757577,0.7084338191604628,13.06
1,2,0.36283283587401616,0.8482758620689655,0.9118558672628232,0.8268562744246635,0.3800501390716197,0.845360824742268,0.9235321969696969,0.8277698863636364,13.15
1,3,0.2822690623380084,0.8724137931034482,0.9454622192326462,0.8574351615646258,0.5562080817872054,0.8092783505154639,0.9159564393939394,0.802861772541265,12.01
1,4,0.23622924501128986,0.9,0.9613025758714833,0.887978687978688,0.526524025354945,0.8041237113402062,0.9058948863636364,0.7935014005602241,12.18
1,5,0.17892096503291252,0.9258620689655173,0.9790026246719159,0.9170544002075303,0.9040062112600435,0.8298969072164948,0.9026988636363638,0.8227329364529974,12.49
1,6,0.20206872959820754,0.9258620689655173,0.9754547013281631,0.9172613301219847,0.6339705934679398,0.8350515463917526,0.8932291666666667,0.8233151183970856,12.12
1,7,0.14082725885942451,0.943103448275862,0.9862699323388596,0.9368131233266537,0.7444881698963494,0.8195876288659794,0.8974313446969697,0.8012004098960621,12.13
1,8,0.1288932728091543,0.9568965517241379,0.9890924438465292,0.9518961221639446,0.7415105019989555,0.8195876288659794,0.8902698863636364,0.8083382730685635,12.74
1,9,0.1292900442921049,0.946551724137931,0.9888154684182066,0.9403511914832914,1.057265169912049,0.768041237113402,0.8854166666666666,0.7652910337410942,12.64
1,10,0.17008531888575518,0.946551724137931,0.9811261029557234,0.9404980557623894,0.8310707214139477,0.8195876288659794,0.9024621212121213,0.8072938839222363,11.66
1,11,0.06267094814482882,0.9741379310344828,0.9974412746145426,0.9712786924212062,1.3209145799557624,0.8247422680412371,0.8944128787878788,0.8143018018018018,12.16
1,12,0.0961631637918945,0.9724137931034482,0.9943022197602185,0.9693267756094981,1.3373400208878097,0.8041237113402062,0.8803858901515152,0.7935014005602241,11.61
2,1,0.5394520429547779,0.7620689655172413,0.797715373631604,0.7203588797585108,0.3909340584704643,0.788659793814433,0.9046891526618874,0.7440386162510056,13.21
2,2,0.3865235947760722,0.8413793103448276,0.8956581522026549,0.8194833488951137,0.33932034485340257,0.8505154639175257,0.9377130097543777,0.8207994903647078,13.46
2,3,0.3084946096136734,0.8793103448275862,0.9343302131260245,0.8648018648018647,0.4088510513893911,0.8556701030927836,0.9364202609002233,0.8242753623188406,12.93
2,4,0.2585668864179215,0.8793103448275862,0.9552197366333492,0.8648018648018647,0.20791090675787782,0.9072164948453608,0.9759078622634858,0.8994239631336405,12.96
2,5,0.21439710043360266,0.9189655172413793,0.9688375905653392,0.909787374865558,0.35975839439503343,0.8556701030927836,0.9666235750381948,0.8499115826702033,11.74
2,6,0.1873466943023334,0.9310344827586207,0.974562377703739,0.922937925170068,0.29706716579661857,0.9020618556701031,0.9606299212598426,0.8859070789612158,12.58
2,7,0.18231379832877198,0.9362068965517242,0.9807102437992489,0.9291541079723087,0.3128380475018978,0.8917525773195876,0.9586320366670583,0.8702341137123746,12.15
2,8,0.12509525902938812,0.9482758620689655,0.9889206198106721,0.9419101543720956,0.3087253612313895,0.9072164948453608,0.97743565636385,0.9016891891891892,11.65
2,9,0.18065775519851948,0.943103448275862,0.9790575916230367,0.9365028812564069,0.2315043745317728,0.9175257731958762,0.9710894347161828,0.9116575591985427,12.76
2,10,0.09463987981648489,0.9655172413793104,0.9934422761647892,0.961751012279244,0.37814472993843723,0.9278350515463918,0.9485250910800329,0.9170332355816226,13.14
2,11,0.12691215456387034,0.946551724137931,0.9900179808556772,0.9403511914832914,0.2850081908497877,0.8865979381443299,0.9582794687977436,0.8696236559139785,12.23
2,12,0.11467532114802177,0.9603448275862069,0.9904410598127875,0.9557444323908291,0.4002995001208335,0.8814432989690721,0.9516982019038666,0.8578754578754579,12.29
2,13,0.16868479344508885,0.9534482758620689,0.9821116928446771,0.9481757259865972,0.20201105371550393,0.9226804123711341,0.973204841932072,0.9122092497058557,11.94
2,14,0.10698668975432084,0.9551724137931035,0.9926225606853879,0.9500337967687639,0.5674920905061484,0.8762886597938144,0.9527559055118111,0.8538606403013183,11.36
2,15,0.10457988414927788,0.9568965517241379,0.9936802580781638,0.9518961221639446,0.34469834043555886,0.9226804123711341,0.9741450229169115,0.9164441381686622,12.4
2,16,0.12298507223014447,0.9517241379310345,0.989938653551219,0.9463218573166217,0.4081289788729839,0.9020618556701031,0.9723821835703373,0.8970017045295777,11.64
2,17,0.07673078344925098,0.9741379310344828,0.9961129620815485,0.9710654884444874,0.4498226869235148,0.9072164948453608,0.9487601363262428,0.8974027500293806,12.12
2,18,0.1954928976803918,0.9379310344827586,0.9801681738854513,0.9309852451213707,0.255305100921215,0.9329896907216495,0.973204841932072,0.9261601522471088,12.6
2,19,0.037469079815375006,0.9862068965517241,0.9990216299116822,0.984663387804749,0.503822593100625,0.8814432989690721,0.956222822893407,0.8710814480945364,12.6
2,20,0.08115565643484386,0.9672413793103448,0.9958088740811253,0.9637069019460609,0.49159243643400413,0.8865979381443299,0.9672111881537195,0.8647312373225151,11.76
2,21,0.01702784500667635,0.9982758620689656,0.9999206726955419,0.998080582443948,0.4379585501844903,0.9226804123711341,0.9759666235750383,0.9129029361587502,12.46
2,22,0.004789498802730563,0.9982758620689656,1.0,0.9980852461614138,0.6468185608372155,0.9278350515463918,0.9778469855447174,0.9183894230769231,13.21
2,23,0.10397359796372595,0.9775862068965517,0.9972632079961923,0.9750475717713245,0.3040954354746009,0.8814432989690721,0.9583969914208484,0.8684357953707799,13.3
2,24,0.133937175809753,0.9568965517241379,0.9899650959860383,0.9518961221639446,0.5754771381132978,0.8969072164948454,0.9627453284757315,0.8895719489981786,12.13
2,25,0.17192676216341166,0.9586206896551724,0.9837643450208895,0.9539901634142471,0.28384621913525243,0.9226804123711341,0.9756728170172758,0.9122092497058557,13.08
2,26,0.018033868709380278,0.9948275862068966,0.9998413453910837,0.9942557384842412,0.4530604656276448,0.9123711340206185,0.9782583147255847,0.8996806083650191,11.65
2,27,0.0018622560950726024,1.0,1.0,1.0,0.45378257893903534,0.9226804123711341,0.978669643906452,0.9129029361587502,12.4
2,28,0.0007538882987104574,1.0,1.0,1.0,0.47115300700721074,0.9329896907216495,0.9792572570219766,0.9250898505955386,12.49
3,1,0.5238589119539687,0.7814113597246127,0.8236411108473771,0.748562841399709,0.3883320683127014,0.8186528497409327,0.8964447625864949,0.7810301792602677,13.69
3,2,0.3836997386391574,0.8399311531841652,0.9041195242239629,0.8207628847512614,0.37190320180361314,0.8186528497409327,0.9214984490575041,0.7762726459775444,12.41
3,3,0.34688333017868106,0.8571428571428572,0.9192314792836986,0.8415994113724679,0.34492352197305903,0.8756476683937824,0.9183965640658553,0.8574242797340557,13.4
3,4,0.27182374527906217,0.8846815834767642,0.9503718648627264,0.8715132110969914,0.38757507212984693,0.8393782383419689,0.9178000477213076,0.7995846313603323,12.05
