fold,visual_ratio_mean,visual_ratio_median,visual_ratio_gt_0_5_percent,concept_ratio_mean,concept_ratio_median,csg_ratio_mean,csg_ratio_median,full_margin_mean,concept_margin_mean,visual_margin_mean,csg_margin_mean,delta_visual_ratio_vs_step58C,delta_concept_ratio_vs_step58C,delta_csg_ratio_vs_step58C
0,0.3145767334901449,0.2970646768808365,0.12886597938144329,0.685423264222354,0.7029353380203247,0.0026288816155373,0.0025542508810758,8.25800490010645,3.8640787269651273,4.391943156258347,0.0233136763983434,-0.004608658639253194,0.004608653293749709,0.0018718157299007
1,0.4065079219428073,0.3629636317491531,0.23195876288659795,0.5934920762935605,0.6370363235473633,0.0003561397686061,0.0001055681605066,7.2973290902284,3.831013931287933,3.469106670891501,0.0040015160566983,0.13812065646940475,-0.13812066158267777,-3.404036601460002e-05
2,0.4042678091656441,0.3708547949790954,0.29381443298969073,0.5957321896164957,0.6291452050209045,0.0020499674183812,0.0010284096933901,5.944961682730114,3.363010981110568,2.5839576509963607,0.0008318583329793,0.09749014563432457,-0.09749015150159679,-0.006095364860399399
3,0.3741389412452211,0.3364042043685913,0.19689119170984457,0.6258610612061357,0.6635957956314087,0.0014732727701241,0.0012909969082102,7.788628444191397,4.0656364532332345,3.723955389633389,0.010045043489874,0.0346267239378833,-0.034626720058176796,0.0005565982828785999
4,0.1884353304079159,0.1257570832967758,0.06735751295336788,0.8115646703641649,0.874242901802063,0.0008245948320927,0.0007370111416094,5.323982763784537,3.978872191411844,1.3414265589856114,4.4946117239758144e-05,-0.18057500251564026,0.18057500002809213,-0.00039552939460980006
