fold,test_auc,test_acc,test_f1,val_auc,val_acc,balanced_acc,sensitivity,specificity,pr_auc
1,0.97265625,0.9072164948453608,0.8966619318181819,0.9314630681818181,0.8865979381443299,0.8966619318181819,0.8636363636363636,0.9296875,0.9530347316679608
2,0.948626893939394,0.8814432989690721,0.8653875162156455,0.9924785521212833,0.9329896907216495,0.8587831439393939,0.7878787878787878,0.9296875,0.9244005628924903
3,0.9950640498295922,0.9690721649484536,0.9660364145658263,0.9495347172512526,0.8808290155440415,0.9693265953696086,0.9701492537313433,0.968503937007874,0.9914438074040071
4,0.9551419708900024,0.917098445595855,0.9049495198227038,0.9451204963015987,0.917098445595855,0.8933428775948461,0.8181818181818182,0.968503937007874,0.9244529425194746
5,0.9513242662848962,0.8756476683937824,0.8574242797340557,0.9833096590909092,0.9123711340206185,0.8472918157957527,0.7575757575757576,0.937007874015748,0.9073780233149786
