,folds,test_auc,test_acc,test_f1
0,0,0.9790482954545454,0.9175257731958762,0.9059735853628983
1,1,0.9685132575757576,0.9175257731958762,0.9051808406647117
2,2,0.9676812786461393,0.9484536082474226,0.9417067307692308
3,3,0.9601527081842041,0.917098445595855,0.9023526435618519
4,4,0.9539489382009068,0.927461139896373,0.919983416252073
