fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.9790482954545454,0.9175257731958762,0.9059735853628983,0.9683948863636364,0.9381443298969072
2,0.9685132575757576,0.9175257731958762,0.9051808406647117,0.9886003055588201,0.9639175257731959
3,0.9676812786461393,0.9484536082474226,0.9417067307692308,0.9638511095204009,0.9222797927461139
4,0.9601527081842041,0.917098445595855,0.9023526435618519,0.9613457408732999,0.9378238341968912
5,0.9539489382009068,0.927461139896373,0.919983416252073,0.9878077651515151,0.9432989690721649
