metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9600075187769098,0.9035291601668943,0.9132151060306608,0.9616708784504464,0.9028421917123403,0.8699683401175939,0.9357160433070867,0.9329697362697352
std,0.01782357326508913,0.027685835393695683,0.025154316672066936,0.015111227228562896,0.02521328340501601,0.03154433913884809,0.028955822646932007,0.022379404244702802
