metric,test_auc,test_f1,test_acc,val_auc
mean,0.9513123359580054,0.8807703983346116,0.8927461139896373,0.9472083035075161
std,0.015722020882980442,0.02841023151914006,0.024962050715950063,0.012138631268512293
