fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.9820075757575758,0.9226804123711341,0.9148001756697408,0.9679214015151515,0.9278350515463918
2,0.9584517045454546,0.8814432989690721,0.8740508651593417,0.9795510635797391,0.9536082474226804
3,0.9739099776707015,0.9484536082474226,0.9430015277941004,0.960510617990933,0.9326424870466321
4,0.9648055356716774,0.9222797927461139,0.915134992524844,0.9578859460749224,0.927461139896373
5,0.9606895728942972,0.9326424870466321,0.9259554375092224,0.9786931818181819,0.9484536082474226
