metric,test_auc,test_f1,test_acc,val_auc
mean,0.9679728733079414,0.9145885997314499,0.9214999198760749,0.9689124421957855
std,0.008785820716191719,0.022716296863091835,0.022168413396911158,0.008966599810580997
