,folds,test_auc,test_acc,test_f1
0,0,0.9820075757575758,0.9226804123711341,0.9148001756697408
1,1,0.9584517045454546,0.8814432989690721,0.8740508651593417
2,2,0.9739099776707015,0.9484536082474226,0.9430015277941004
3,3,0.9648055356716774,0.9222797927461139,0.915134992524844
4,4,0.9606895728942972,0.9326424870466321,0.9259554375092224
