,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,0,0.9711174242424242,0.9226804123711341,0.9122092497058557,0.9482125946969697,0.9047111742424243,0.8484848484848485,0.9609375,0.9519808785046288
1,1,0.9401041666666667,0.8917525773195877,0.8789912971158701,0.9871900340815607,0.8776041666666667,0.8333333333333334,0.921875,0.8902268197973038
2,2,0.9898930544129745,0.9175257731958762,0.9025737602008789,0.9552612741589119,0.8805970149253731,0.7611940298507462,1.0,0.9820709848135628
3,3,0.9701741827726079,0.9067357512953368,0.8901467240070833,0.9349797184442854,0.8709138630398473,0.7575757575757576,0.984251968503937,0.9475386938547653
4,4,0.9486995943688857,0.9119170984455959,0.9055800166911279,0.9535984848484849,0.9221546170365068,0.9545454545454546,0.889763779527559,0.9062036016429302
