metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9637784090909091,0.9122092497058557,0.9226804123711341,0.9442471590909092,0.9047111742424243,0.8484848484848485,0.9609375,0.9470061847209943
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
