slide_id,fold,label,pred,correct,n_low,n_high,low_avg_attention_entropy,proto_attention_entropy_mean,proto_attention_entropy_std,proto_top1_pairwise_dist_mean,proto_top1_pairwise_dist_median,proto_top1_unique_ratio,low_top3_score_sum,low_top5_score_sum,low_top10_score_sum
25029737B2,0,1,1,1,239,3259,3.647866258440346,3.60969982646375,0.37225492366542334,0.0,0.0,0.0625,0.30758023262023926,0.39777231216430664,0.5501865148544312
25030334B2,0,1,1,1,228,3202,3.515349698440151,3.476228810385021,0.3810114992201121,0.0,0.0,0.0625,0.3422330617904663,0.45019832253456116,0.5912349224090576
25030750B2,0,1,1,1,336,5104,4.756778412963705,4.7221387882761725,0.3405419804825051,0.0,0.0,0.0625,0.1666599065065384,0.22124221920967102,0.3317183554172516
25030988B4,0,1,1,1,144,2083,3.4814061029564143,3.4349686970607305,0.451576990610048,0.0,0.0,0.0625,0.3758031129837036,0.476115882396698,0.6312708854675293
25030998B2,0,1,1,1,226,3001,3.3422184076305443,3.303403070752277,0.37161456367881446,0.0,0.0,0.0625,0.3305225372314453,0.46102219820022583,0.6745424866676331
25031267B2,0,1,1,1,162,2345,4.396272510604444,4.375381005824928,0.2014884823520335,0.0,0.0,0.0625,0.14945422112941742,0.20875854790210724,0.32112595438957214
25031411B3,0,1,1,1,45,537,2.341214841865799,2.3017252995102195,0.3735832269106565,0.0,0.0,0.0625,0.6323564052581787,0.7675527334213257,0.8805409669876099
25031706B,0,1,1,1,144,2044,4.340058143802004,4.320013664389185,0.19408192856944517,0.0,0.0,0.0625,0.15886099636554718,0.22579175233840942,0.3510757386684418
25032179B3,0,1,1,1,47,604,3.2161535291769052,3.2017837423529967,0.13444331855106126,1351.6110420120463,0.0,0.125,0.24922490119934082,0.4009443521499634,0.6268985271453857
25032789B2,0,1,1,1,254,3767,4.73015504211158,4.700863398252764,0.2900137528555622,0.0,0.0,0.0625,0.15998971462249756,0.22332842648029327,0.318135529756546
25033447B4,0,1,0,0,75,1054,2.5620329266119506,2.508349700388287,0.5245733868843226,0.0,0.0,0.0625,0.6246685981750488,0.7255241870880127,0.8097317218780518
25034327B2,0,1,1,1,336,5068,4.967494751270593,4.942860863220474,0.24120603487897319,0.0,0.0,0.0625,0.12197291851043701,0.1697712242603302,0.25653114914894104
25034940B11,0,1,1,1,188,2700,3.48347786648379,3.4465552164026407,0.34765208299108563,0.0,0.0,0.0625,0.24124830961227417,0.3796918988227844,0.6161330938339233
25034940B12,0,1,1,1,110,1455,3.173818995323167,3.131543179269812,0.41056975227287523,0.0,0.0,0.0625,0.4463295340538025,0.525258481502533,0.6815168857574463
25035354B3,0,1,1,1,241,3318,3.147805859841866,3.060116708918674,0.8470460560882036,0.0,0.0,0.0625,0.5821665525436401,0.6728671193122864,0.7312689423561096
25044694B,0,1,1,1,290,4237,4.576845810692973,4.548653709419348,0.2729517345447074,0.0,0.0,0.0625,0.14999525249004364,0.21125739812850952,0.3304566740989685
25045625B3,0,1,1,1,154,2225,4.273847258788525,4.251606896876911,0.21375554351051596,0.0,0.0,0.0625,0.15756164491176605,0.23797516524791718,0.36878469586372375
25045625B1,0,1,1,1,153,2202,4.05355496380683,4.0194814292389385,0.33902267120131846,0.0,0.0,0.0625,0.2557346522808075,0.3277769386768341,0.4541352689266205
25045801B2,0,1,1,1,136,1735,4.269177664171657,4.247361425320875,0.21007675309599344,0.0,0.0,0.0625,0.1592693030834198,0.2330958992242813,0.3840869963169098
25045829B2,0,1,1,1,298,4354,4.526445715930248,4.502661899827629,0.22972481448179902,0.0,0.0,0.0625,0.14416928589344025,0.20114322006702423,0.31505417823791504
25046631B2,0,1,1,1,240,3437,3.997745496472348,3.945443874544165,0.526340734491874,0.0,0.0,0.0625,0.30952778458595276,0.3812611699104309,0.5204413533210754
25047538B2,0,1,1,1,122,1719,3.836128563677519,3.8122961710707526,0.23037016810246044,0.0,0.0,0.0625,0.23012767732143402,0.3063281774520874,0.4657965302467346
25049999B2,0,1,1,1,201,2832,3.9044493232889383,3.8808581830248663,0.22542496860151695,0.0,0.0,0.0625,0.18170912563800812,0.26918894052505493,0.4456629455089569
25050888B2,0,1,1,1,108,1540,3.3996424931876885,3.3598980914237604,0.3815971366172324,0.0,0.0,0.0625,0.3820434808731079,0.4833943843841553,0.6463778614997864
25051008B4,0,1,1,1,153,1989,2.5685914892243638,2.5053261339018533,0.5987977036637357,0.0,0.0,0.0625,0.6018845438957214,0.762997031211853,0.8616495728492737
25054693B2,0,1,1,1,269,3966,4.1063399470338435,4.05581056877055,0.49470589267702375,0.0,0.0,0.0625,0.2748063802719116,0.3911077380180359,0.514831006526947
25055778B2,0,1,1,1,345,4815,4.08947379538668,4.047216020471854,0.41178592952557436,0.0,0.0,0.0625,0.23883384466171265,0.3203195333480835,0.47222700715065
25055784B2,0,1,1,1,254,3530,3.9709042179586795,3.9417573578048675,0.27524701780671484,0.0,0.0,0.0625,0.1684090793132782,0.25209543108940125,0.43285804986953735
25057854B3,0,1,1,1,102,1408,2.9828340879199366,2.9148230791450054,0.6737286930224943,0.0,0.0,0.0625,0.5319228172302246,0.580629289150238,0.65831458568573
25057865B1,0,1,0,0,310,4598,4.34288622158793,4.312117569645194,0.2981036971825957,0.0,0.0,0.0625,0.19003793597221375,0.2625492811203003,0.3684057295322418
25059686B2,0,1,1,1,291,4295,4.225860283168302,4.189922660053186,0.3455301048422122,0.0,0.0,0.0625,0.1961066722869873,0.2993645668029785,0.43264979124069214
25062891B4,0,1,1,1,55,714,2.929986397240656,2.891358534462473,0.3782600676827342,0.0,0.0,0.0625,0.47925567626953125,0.5652183294296265,0.7290342450141907
25063642B,0,1,1,1,131,1913,4.02784945844109,4.0019166262292,0.25142032766154604,0.0,0.0,0.0625,0.23070216178894043,0.31446313858032227,0.42053988575935364
2461703-B3,1,0,0,1,253,3694,2.664675800616341,2.582400712667013,0.635758443609944,0.0,0.0,0.0625,0.6013663411140442,0.6972271800041199,0.811198890209198
2461861-B2,1,0,0,1,62,890,2.5788843764657026,2.541672596804294,0.2759962006584779,2048.0,2048.0,0.125,0.5140230655670166,0.6561024188995361,0.8486722707748413
2462885-B2,1,0,0,1,272,3661,2.908123155279264,2.8418328742905077,0.4922094829811384,0.0,0.0,0.0625,0.46913856267929077,0.6437967419624329,0.7889906167984009
2462987-B2,1,0,0,1,139,2010,2.669068712556875,2.5951096399764,0.5738194012612486,0.0,0.0,0.0625,0.5925437808036804,0.6665396690368652,0.8073229789733887
2463135-B,1,0,0,1,307,4547,2.861765939988193,2.7854843906552906,0.5756037909771448,0.0,0.0,0.0625,0.5119681358337402,0.6428271532058716,0.8036938309669495
2463187-B2,1,0,0,1,110,1511,1.6402545256097625,1.5615823921758796,0.6166316457588623,0.0,0.0,0.0625,0.7584877610206604,0.8111759424209595,0.9242130517959595
2463404-B2,1,0,0,1,217,2935,2.9745403134110564,2.908302653351334,0.5060226474244611,0.0,0.0,0.0625,0.5143102407455444,0.6195182800292969,0.744023323059082
2463643-B,1,0,0,1,241,3440,1.8930906545587942,1.8138069710384397,0.5918249979119354,0.0,0.0,0.0625,0.7951258420944214,0.8703364729881287,0.9262025952339172
2464438-B5,1,0,0,1,98,1244,2.050052095434213,1.981483711507989,0.5014870972952031,30628.827391491464,57429.0513590465,0.125,0.7602968215942383,0.8413582444190979,0.9354872703552246
2464929-B,1,0,1,0,291,4295,3.4095518619963583,3.3578036407268836,0.38641896476585114,0.0,0.0,0.0625,0.33564209938049316,0.46397140622138977,0.6355630159378052
2465263-B2,1,0,0,1,163,2322,2.6982834541580774,2.643139708123593,0.3988316810689164,0.0,0.0,0.0625,0.4603552520275116,0.6203012466430664,0.8697558641433716
2465636-B,1,0,0,1,230,3335,2.982813786026985,2.9305865917994787,0.38001195499136653,0.0,0.0,0.0625,0.37189796566963196,0.5531445145606995,0.7917407751083374
2465989-B2,1,0,0,1,205,2922,1.3268505544409979,1.2152908541740683,0.8430508771352729,0.0,0.0,0.0625,0.8766652941703796,0.9016699194908142,0.9359977841377258
2466580-B5,1,0,0,1,102,1408,2.680634975936766,2.6271007804819897,0.4062311393424982,0.0,0.0,0.0625,0.564102828502655,0.6606079339981079,0.7924022078514099
2466581-B1,1,0,0,1,300,4444,2.491390081492865,2.3877053577721723,0.8359591822536709,0.0,0.0,0.0625,0.6189612150192261,0.7070167064666748,0.8168854117393494
2466866-B,1,0,0,1,206,2678,2.275576864043678,2.176851247073012,0.731094515979249,0.0,0.0,0.0625,0.727818489074707,0.8343120813369751,0.8904873132705688
2466884-B2,1,0,0,1,136,1821,1.7772760337176534,1.7139487982862587,0.47128860876442646,0.0,0.0,0.0625,0.7974774837493896,0.8773263096809387,0.9567785263061523
2466899-B2,1,0,1,0,218,2867,2.295696150674341,2.2356201228520387,0.442163092089728,0.0,0.0,0.0625,0.5949341058731079,0.8144396543502808,0.935093343257904
2468698-B2,1,0,0,1,276,3932,2.015973900299464,1.9081023943927584,0.8278059792502046,0.0,0.0,0.0625,0.7788076996803284,0.8452543616294861,0.8939148783683777
2469024-B,1,0,0,1,115,1556,1.9245926143618903,1.8521255506032281,0.5373015431488979,0.0,0.0,0.0625,0.7790164351463318,0.8581688404083252,0.9373337030410767
2469505-B2,1,0,0,1,252,3503,3.180258568526848,3.1211979888889525,0.4493421652120827,0.0,0.0,0.0625,0.4154864549636841,0.5349459648132324,0.7012952566146851
2469969-B2,1,0,0,1,176,2451,2.2188330865256334,2.159332931876956,0.4617659716498381,0.0,0.0,0.0625,0.6712373495101929,0.7538989782333374,0.8726100921630859
2470260-B,1,0,0,1,287,4280,3.101190394556254,3.028493176114105,0.5470755581597319,0.0,0.0,0.0625,0.4266205430030823,0.5896387100219727,0.781944215297699
2471072-B2,1,0,0,1,263,3844,2.063969688349083,1.9625345886269612,0.7964735979813748,0.0,0.0,0.0625,0.7416923642158508,0.7904078960418701,0.8598476648330688
2472465-B2,1,0,0,1,249,3586,3.2125670782749136,3.142717618431677,0.5421757674636534,0.0,0.0,0.0625,0.4478040933609009,0.5635286569595337,0.7026059031486511
2472471-B2,1,0,0,1,190,2694,2.563363189763012,2.495209737419607,0.5193203651350365,0.0,0.0,0.0625,0.5924275517463684,0.7101150751113892,0.8469573855400085
2473272-B3,1,0,0,1,247,3338,2.094238077798524,2.007174388884435,0.6571959404788493,0.0,0.0,0.0625,0.7285081148147583,0.8439326882362366,0.9096452593803406
2473394-B2,1,0,0,1,295,4135,2.4305774079778515,2.362952580810554,0.5226310648131086,0.0,0.0,0.0625,0.5852194428443909,0.7277066707611084,0.8674023151397705
2474124-B2,1,0,0,1,209,3104,2.9828805187157945,2.917360168924528,0.47699027916468173,0.0,0.0,0.0625,0.42910510301589966,0.583961546421051,0.7918494939804077
2474718-B4,1,0,0,1,154,2123,2.8809709433511674,2.81879097733431,0.45624939299001416,0.0,0.0,0.0625,0.4447028934955597,0.5762330293655396,0.8253635764122009
2475159-B,1,0,0,1,178,2588,2.5285902575286303,2.465899761900361,0.4844863711763878,0.0,0.0,0.0625,0.5828475952148438,0.6864157915115356,0.8436585068702698
2476250-B2,1,0,0,1,79,1047,2.495618311117185,2.4520671359442465,0.3165108011515026,0.0,0.0,0.0625,0.5545910596847534,0.7007395029067993,0.8840315341949463
2476295-B3,1,0,0,1,249,3732,3.3551559520706453,3.2957624779139447,0.4493407829094583,0.0,0.0,0.0625,0.36324766278266907,0.5043239593505859,0.6681826114654541
2476681-B2,1,0,1,0,172,2291,2.4214935891268623,2.371111472567206,0.3831193615689857,0.0,0.0,0.0625,0.5685198307037354,0.7127056121826172,0.8879462480545044
2476856-B2,1,0,0,1,260,3535,2.6965668451080553,2.609692390419232,0.7015267886160584,0.0,0.0,0.0625,0.5784164667129517,0.6513108611106873,0.7663331031799316
2477285-B2,1,0,0,1,221,3146,2.643605851585094,2.5577429536381038,0.6804988575285796,0.0,0.0,0.0625,0.6455115079879761,0.6986828446388245,0.7913191914558411
2477299-B2,1,0,0,1,396,5990,2.6975660481521797,2.584140616268756,0.9519413844677926,0.0,0.0,0.0625,0.6061354279518127,0.6719824075698853,0.7560294270515442
2477473-B2,1,0,0,1,280,4199,2.8311422286630767,2.756105092974946,0.5756763167664781,0.0,0.0,0.0625,0.5077387690544128,0.6470256447792053,0.8037158250808716
2477941-B2,1,0,0,1,272,3942,2.5289220269677997,2.4567477360178787,0.5592346052285121,0.0,0.0,0.0625,0.5985258221626282,0.7086454033851624,0.8491100072860718
2481723-B2,1,0,0,1,214,3045,2.7212196267365876,2.644858739676412,0.6195852728174202,0.0,0.0,0.0625,0.5501641035079956,0.6619107127189636,0.7746009826660156
2482461-B2,1,0,0,1,266,3947,2.6906188073628217,2.6113711019443953,0.6178828396795719,0.0,0.0,0.0625,0.5838808417320251,0.6672852635383606,0.7922409772872925
2482962-B2,1,0,0,1,105,1333,2.379032189971856,2.3174290674208793,0.4546286223359464,0.0,0.0,0.0625,0.578243613243103,0.7728899121284485,0.8995026350021362
2483014-B4,1,0,0,1,281,3930,2.0772201462708977,1.9604401357275996,0.8955721569904136,0.0,0.0,0.0625,0.8009057641029358,0.8348348736763,0.8853374123573303
2483215-B5,1,0,0,1,228,3269,2.260226684576949,2.163896569076035,0.7806302853158343,0.0,0.0,0.0625,0.6555708050727844,0.7187412977218628,0.8285068869590759
2483220-B1,1,0,0,1,286,3900,1.2203678174696977,1.0662925942559478,1.2108721416130759,0.0,0.0,0.0625,0.8453500270843506,0.8601245880126953,0.8858705759048462
2483868-B4,1,0,0,1,244,3630,3.7335837810242185,3.6830741625387895,0.38004878996788916,0.0,0.0,0.0625,0.2650739252567291,0.3598352074623108,0.5264444351196289
2483973-B1,1,0,0,1,300,4402,3.131892766435721,3.0679805623745695,0.4758645885804307,0.0,0.0,0.0625,0.37628087401390076,0.5604661107063293,0.7630270719528198
2484004-B2,1,0,0,1,309,4442,3.0006493013522753,2.9264671722793976,0.5611170053288809,0.0,0.0,0.0625,0.4773607850074768,0.6274580955505371,0.7687660455703735
2484734-B4,1,0,0,1,190,2582,2.715849487909952,2.6661903202904016,0.37324153594733295,0.0,0.0,0.0625,0.49369189143180847,0.6442379355430603,0.8162958025932312
2485318-B2,1,0,0,1,116,1626,2.38915694479545,2.309024570858968,0.6235510673870505,0.0,0.0,0.0625,0.662407398223877,0.7356856465339661,0.8423961997032166
2485322-B2,1,0,0,1,95,1214,2.705196141966284,2.649229415388083,0.40973164244164423,0.0,0.0,0.0625,0.4859033226966858,0.6905940771102905,0.8358549475669861
2485328-B2,1,0,0,1,191,2630,3.362755746628586,3.301115894413213,0.48470288521393773,0.0,0.0,0.0625,0.3881016671657562,0.4889906346797943,0.6605411171913147
2485517-B2,1,0,0,1,84,1068,2.328635045822905,2.2655483221117514,0.49732147942364313,0.0,0.0,0.0625,0.6017804741859436,0.7083097100257874,0.8595182299613953
2485805-B,1,0,1,0,362,5106,2.6536652951870288,2.5586420777765655,0.7420269634922626,0.0,0.0,0.0625,0.6173163056373596,0.7049415111541748,0.8152746558189392
2486104-B1,1,0,0,1,111,1420,2.0646667795790536,1.9938768571081629,0.5211332167470977,0.0,0.0,0.0625,0.7356119155883789,0.8410991430282593,0.919237494468689
2486191-B,1,0,0,1,252,3667,2.8565358716677505,2.792996499739157,0.4760715660958585,0.0,0.0,0.0625,0.462878555059433,0.6193209886550903,0.8147402405738831
2487656-B4,1,0,0,1,196,2661,2.6176445930156036,2.5522852849177435,0.4800693054394605,0.0,0.0,0.0625,0.5217940807342529,0.7266137599945068,0.8643070459365845
2488767-B,1,0,0,1,477,7110,2.8827925372062064,2.7994432739139747,0.6406489868092428,0.0,0.0,0.0625,0.5330608487129211,0.6576127409934998,0.7993031144142151
2488932-B4,1,0,0,1,377,5478,3.3380946255369244,3.263763482097526,0.5585970966735122,0.0,0.0,0.0625,0.35806331038475037,0.5384181141853333,0.7120382189750671
2489331-B2,1,0,0,1,221,3091,2.438341446534017,2.350425429210386,0.6823090176683094,0.0,0.0,0.0625,0.6510553956031799,0.7385977506637573,0.8405752778053284
25012175B4,1,0,0,1,122,1586,2.448291334818179,2.3784705142273306,0.5167475689636926,0.0,0.0,0.0625,0.6111150979995728,0.7728959321975708,0.8709779977798462
25012915B2,1,0,0,1,308,4380,2.858098058048257,2.7906097702558084,0.502306518453813,0.0,0.0,0.0625,0.47298216819763184,0.636109471321106,0.8144096732139587
25013062B3,1,0,0,1,143,2113,2.4191511580909357,2.347176662313375,0.533527454830491,0.0,0.0,0.0625,0.6104484796524048,0.7597074508666992,0.8880422711372375
25013162B2,1,0,0,1,177,2510,0.8752624357743364,0.7510304914153079,0.9368087598440364,0.0,0.0,0.0625,0.8963417410850525,0.9193235039710999,0.9444509744644165
25013352B2,1,0,0,1,445,6447,3.6738837349141082,3.606537071195658,0.534483291909412,0.0,0.0,0.0625,0.34769949316978455,0.4363296627998352,0.5862995386123657
25014217B2,1,0,1,0,46,571,1.6240216892924138,1.5604346191226952,0.4663522354896728,0.0,0.0,0.0625,0.8002595901489258,0.9174095392227173,0.9652521014213562
25014265B2,1,0,0,1,199,2711,2.1449233733951636,2.0548985088477467,0.687212962754107,0.0,0.0,0.0625,0.70667564868927,0.8155645728111267,0.897678017616272
25015101B2,1,0,0,1,205,2961,1.2522988365354037,1.1341072492911182,0.8978370550867634,0.0,0.0,0.0625,0.8935813903808594,0.9208009243011475,0.9401686787605286
25015190B2,1,0,0,1,241,3479,2.315207295560682,2.2188785706494816,0.7640401134360424,0.0,0.0,0.0625,0.6757145524024963,0.738894522190094,0.8305278420448303
25015425B2,1,0,0,1,329,4334,2.3447573038872966,2.233740489585621,0.9050636254033239,0.0,0.0,0.0625,0.6667534708976746,0.7395380735397339,0.8209457397460938
25016915B2,1,0,0,1,193,2497,2.0848734679957706,2.029927127266033,0.4057611065477921,0.0,0.0,0.0625,0.6627278327941895,0.8454856276512146,0.9534235000610352
25017322B2,1,0,0,1,333,4954,3.1106074004472752,3.0505085035865194,0.4466970108447017,0.0,0.0,0.0625,0.418089896440506,0.5471424460411072,0.7412102222442627
25017338B3,1,0,0,1,309,4511,3.0364476134449276,2.968443223534493,0.5020170145522699,0.0,0.0,0.0625,0.44094109535217285,0.5721079707145691,0.7732272744178772
25017372B2,1,0,1,0,152,1867,2.9165697546474347,2.8434322645942425,0.5714097340240961,0.0,0.0,0.0625,0.5068117380142212,0.6051356196403503,0.7461190223693848
25017539B2,1,0,1,0,275,4009,2.9589582427717005,2.89574543308823,0.467514985225875,0.0,0.0,0.0625,0.43321865797042847,0.5800822973251343,0.7796239256858826
25017589B6,1,0,0,1,153,2176,2.7125479976161944,2.647877697869384,0.4778986859665246,0.0,0.0,0.0625,0.48685702681541443,0.6880217790603638,0.8431661128997803
25017738B2,1,0,0,1,334,4902,3.1283042550711313,3.04954552211703,0.6209516125990031,0.0,0.0,0.0625,0.48145297169685364,0.6216049790382385,0.7236583828926086
25017748B2,1,0,0,1,192,2671,3.191380640169548,3.1350773383271955,0.422268207072941,0.0,0.0,0.0625,0.37506526708602905,0.5201769471168518,0.7361555099487305
25017767B2,1,0,0,1,210,2984,2.6559254595333344,2.5796428843107417,0.5791183148814711,0.0,0.0,0.0625,0.62544846534729,0.6986280679702759,0.8153975009918213
25018002B2,1,0,0,1,249,3688,2.7261523620248065,2.652668099053174,0.5707027370300245,0.0,0.0,0.0625,0.5769515037536621,0.6634049415588379,0.8006381988525391
25019081B3,1,0,0,1,301,4444,2.4446906277965166,2.3679879076645474,0.5833275994978896,0.0,0.0,0.0625,0.6189370155334473,0.7634709477424622,0.8655071258544922
25019283B2,1,0,0,1,166,2178,2.3358033332683528,2.2673655174371588,0.5110487560471162,0.0,0.0,0.0625,0.6524238586425781,0.7682956457138062,0.8992626070976257
25019457B2,1,0,0,1,192,2629,2.5598279252721317,2.4850692342356258,0.5647950270233453,0.0,0.0,0.0625,0.6271599531173706,0.7311298251152039,0.8507751822471619
25019621B2,1,0,1,0,124,1765,2.165046599452487,2.0923981505563325,0.539653819253532,0.0,0.0,0.0625,0.7037625312805176,0.8057169318199158,0.9171015620231628
25019716B2,1,0,0,1,186,2594,2.84660390533935,2.7709612826512227,0.5944358557250526,0.0,0.0,0.0625,0.5549978017807007,0.6455868482589722,0.7646926641464233
25020257B2,1,0,0,1,287,4243,2.0193427450767314,1.9024302722694575,0.9339376141327259,0.0,0.0,0.0625,0.7650484442710876,0.8036710023880005,0.8527672290802002
25020573B3,1,0,0,1,286,4278,1.6227872203651819,1.4880607005183322,1.0728557974706228,0.0,0.0,0.0625,0.7950929999351501,0.8310611844062805,0.8895029425621033
25020714B2,1,0,0,1,515,7718,3.705935135361555,3.6274208845376705,0.6131799958967002,0.0,0.0,0.0625,0.3358496427536011,0.46731433272361755,0.6391278505325317
25021120B4,1,0,0,1,281,4056,2.874949570421893,2.8025400294931586,0.5451978920679256,0.0,0.0,0.0625,0.4909090995788574,0.6760180592536926,0.8002446889877319
25021291B2,1,0,0,1,267,3862,3.083512168619118,3.0272041712564253,0.4166263373357892,23625.40192008646,0.0,0.125,0.4032531976699829,0.5435037612915039,0.7524339556694031
25021662B2,1,0,0,1,243,3524,3.2936283096834247,3.228340942581425,0.49741767141086424,0.0,0.0,0.0625,0.40129727125167847,0.5589383840560913,0.706218421459198
25021894B3,1,0,0,1,195,2791,2.7054517708301518,2.6276805259802636,0.59750511922892,0.0,0.0,0.0625,0.5637975931167603,0.686859130859375,0.8103695511817932
25021918B4,1,0,0,1,288,4212,2.3510415834003364,2.261045531618459,0.687697279692403,0.0,0.0,0.0625,0.7072006464004517,0.7876508831977844,0.8711393475532532
25022019B2,1,0,0,1,112,1494,1.7976673743795155,1.7277928314160538,0.5185124165113009,3041.124844527104,5792.618751480198,0.125,0.7965766787528992,0.8787092566490173,0.9457197189331055
25022262B2,1,0,0,1,242,3520,3.4124772240019086,3.3563002678325975,0.42508341367273045,0.0,0.0,0.0625,0.34850263595581055,0.500711977481842,0.6539705991744995
25022406B2,1,0,0,1,217,3157,3.4733794252566983,3.429325349489781,0.32554001690578394,0.0,0.0,0.0625,0.278833270072937,0.41518330574035645,0.6237707138061523
25023184B2,1,0,0,1,394,5792,3.563486132363365,3.5015813370820212,0.48133579514203034,0.0,0.0,0.0625,0.3487650752067566,0.48557791113853455,0.6427590847015381
25023934B2,1,0,0,1,359,5427,2.6557960458262446,2.562568305609193,0.7612214007355245,0.0,0.0,0.0625,0.6100023984909058,0.6675325036048889,0.7718330025672913
25025240B,1,0,1,0,146,2110,1.7938331404422438,1.720236054568395,0.5626097356073758,0.0,0.0,0.0625,0.7608658671379089,0.8310539126396179,0.9378013014793396
25025510B1,1,0,0,1,336,5062,1.4340166701204955,1.2956072814660267,1.0754965480435026,0.0,0.0,0.0625,0.8645035624504089,0.8851862549781799,0.9098179936408997
25025575B2,1,0,0,1,385,5776,3.41227408327493,3.3455050353967213,0.5098555873972761,0.0,0.0,0.0625,0.36343255639076233,0.510310173034668,0.7019623517990112
25025960B2,1,0,0,1,195,2649,3.4046559943195063,3.3516909298104816,0.3914657417961999,0.0,0.0,0.0625,0.35213524103164673,0.4448131322860718,0.6238488554954529
25026103B3,1,0,0,1,174,2557,2.0200597291227886,1.9456075234739494,0.5496213961078277,0.0,0.0,0.0625,0.7844799757003784,0.8607454299926758,0.9156831502914429
25026180B2,1,0,0,1,415,6279,3.50305355079262,3.429501705010022,0.5687368938463617,0.0,0.0,0.0625,0.3870426416397095,0.46854379773139954,0.6453542113304138
25026798B2,1,0,0,1,410,5921,3.387992478256852,3.3144066537019183,0.5738562866047956,2150.4,4096.0,0.125,0.43032974004745483,0.5395731329917908,0.6967911124229431
25027122B2,1,0,1,0,247,3580,3.644842404771153,3.600000285054608,0.33647596167309535,0.0,0.0,0.0625,0.2869797348976135,0.39179760217666626,0.5629638433456421
25027167B2,1,0,0,1,239,3488,2.950162083887461,2.8853225905875584,0.4873364582258967,0.0,0.0,0.0625,0.4990840554237366,0.6015340089797974,0.7612025141716003
25012148B3,1,0,0,1,239,3493,2.2092591881236054,2.1094992274288993,0.778767613250279,0.0,0.0,0.0625,0.7123479843139648,0.7908011674880981,0.8614084720611572
2490547B2,1,0,0,1,189,2521,3.0452743536546025,2.978009179689714,0.5052964854725829,0.0,0.0,0.0625,0.46480393409729004,0.6092623472213745,0.7725276350975037
2490750B4,1,0,0,1,79,1097,2.56076039681071,2.512391196084879,0.35870155059816144,0.0,0.0,0.0625,0.5476782321929932,0.6918757557868958,0.8622260689735413
2490820B3,1,0,0,1,134,1844,2.0938614802036284,2.034906470867198,0.4246222240839068,0.0,0.0,0.0625,0.6566763520240784,0.8827946782112122,0.9500079154968262
2490963B2,1,0,0,1,258,3611,3.4222764946112223,3.367522668798457,0.404179287916053,0.0,0.0,0.0625,0.31103479862213135,0.43344923853874207,0.632866621017456
2490972B8,1,0,0,1,191,2801,2.667796998462603,2.6015918213022085,0.5180370054378627,0.0,0.0,0.0625,0.5607948899269104,0.6489001512527466,0.7990773320198059
2491560B2,1,0,0,1,128,1611,2.1839422855865718,2.113727430906393,0.5128305550991513,2976.6536916477203,0.0,0.125,0.6912638545036316,0.8244757056236267,0.9262841939926147
25002073B3,1,0,0,1,172,2331,2.690674960188618,2.6195666124190753,0.52810502474234,0.0,0.0,0.0625,0.5598265528678894,0.6990458369255066,0.8390623331069946
25002238B,1,0,0,1,343,4907,1.4973884949083456,1.3732135614114416,0.9758915697508318,0.0,0.0,0.0625,0.8185219764709473,0.8772726655006409,0.9217888712882996
25002328B2,1,0,0,1,87,1120,2.234644981201655,2.158428844554578,0.6268591485868172,0.0,0.0,0.0625,0.6524357199668884,0.7217967510223389,0.8100974559783936
25002472B2,1,0,0,1,363,5416,4.149243074782084,4.094340535348353,0.4262867967250699,0.0,0.0,0.0625,0.23977935314178467,0.3373078405857086,0.48318907618522644
25002504B2,1,0,0,1,346,5058,2.664928078078942,2.587913801590573,0.5842014557521739,0.0,0.0,0.0625,0.5871062278747559,0.7114603519439697,0.8203654885292053
25002663B5,1,0,0,1,341,5073,2.065671619616355,1.9464445732371574,0.9741615944294316,0.0,0.0,0.0625,0.7187528014183044,0.7686627507209778,0.8301761150360107
25002788B2,1,0,0,1,211,3013,2.508500470868542,2.4193693079988803,0.67755125554231,0.0,0.0,0.0625,0.6336619257926941,0.7481827139854431,0.8506505489349365
25002789B2,1,0,0,1,249,3576,2.507421420838871,2.4118625617458207,0.7295808113349159,0.0,0.0,0.0625,0.6843849420547485,0.7545755505561829,0.8535492420196533
25002897B2,1,0,0,1,177,2569,2.4135304971230256,2.3327015469698478,0.6163352559561696,0.0,0.0,0.0625,0.6449700593948364,0.7530210018157959,0.869739294052124
25002906B2,1,0,0,1,186,2697,2.8477787762152245,2.784343466996132,0.4909960135565432,0.0,0.0,0.0625,0.5281102061271667,0.6219254732131958,0.7529017329216003
25002907B3,1,0,0,1,189,2681,2.71072674043645,2.6346034313064624,0.594824548221533,0.0,0.0,0.0625,0.5777849555015564,0.6813434958457947,0.7994006276130676
25003038B2,1,0,0,1,392,5702,3.7680659613473995,3.6996468473662665,0.5441910869530333,0.0,0.0,0.0625,0.3366140127182007,0.4350373446941376,0.5761684775352478
25009124B2,1,0,0,1,223,3331,2.8927198136996495,2.8216343943833855,0.5622834291767955,0.0,0.0,0.0625,0.5188018679618835,0.6162512302398682,0.7532737255096436
25009578B4,1,0,0,1,287,4092,2.7701791146257784,2.682589558017489,0.6706384326345062,0.0,0.0,0.0625,0.5762751698493958,0.6678949594497681,0.811602771282196
2463367-B2,1,1,1,1,301,4380,3.1479845093030416,3.0780210801554,0.5312560042147711,0.0,0.0,0.0625,0.43392711877822876,0.5860263109207153,0.7362669706344604
