slide_id,fold,label,pred,correct,n_low,n_high,low_avg_attention_entropy,proto_attention_entropy_mean,proto_attention_entropy_std,proto_top1_pairwise_dist_mean,proto_top1_pairwise_dist_median,proto_top1_unique_ratio,low_top3_score_sum,low_top5_score_sum,low_top10_score_sum
25017948B3,0,0,0,1,288,4183,4.3455225844626675,4.305911848411519,0.3855338693215259,0.0,0.0,0.0625,0.2248680591583252,0.3034811317920685,0.4338933825492859
25019384B2,0,0,0,1,226,3241,3.673889351215321,3.6220464790803453,0.5105190310908436,0.0,0.0,0.0625,0.3733481168746948,0.45379289984703064,0.592705488204956
25021171B2,0,0,0,1,136,1875,4.324132629172891,4.30677296029492,0.16658995348674382,0.0,0.0,0.0625,0.1438235342502594,0.2055257111787796,0.329194575548172
25021260B2,0,0,0,1,260,3839,4.130063171544792,4.086489824075004,0.425132572640017,0.0,0.0,0.0625,0.2565508484840393,0.3664514124393463,0.4927404224872589
25021622B4,0,0,0,1,139,1976,4.021640165141344,3.992136208092818,0.28555978934961257,0.0,0.0,0.0625,0.22054174542427063,0.2953011095523834,0.44942155480384827
25021640B3,0,0,1,0,392,5874,4.823844407766272,4.797004362571712,0.2619110097656524,0.0,0.0,0.0625,0.1342681348323822,0.19373933970928192,0.28163719177246094
25022278B2,0,0,0,1,201,2839,4.402504204459704,4.378472242485879,0.2321969634106559,0.0,0.0,0.0625,0.16585934162139893,0.2284400761127472,0.3496885895729065
25023687B2,0,0,0,1,234,3293,4.0474375634370965,3.9921754544976333,0.5531044872874923,0.0,0.0,0.0625,0.3414756953716278,0.4031226933002472,0.5016807913780212
25023690B3,0,0,0,1,170,2315,4.232879106536214,4.20510584514772,0.27006000528025714,0.0,0.0,0.0625,0.1812451183795929,0.2721572816371918,0.4176748991012573
25023930B2,0,0,0,1,138,1892,4.00899182559012,3.982599111365357,0.2543283216420693,0.0,0.0,0.0625,0.2174101173877716,0.29251277446746826,0.4503970146179199
25023936B2,0,0,1,0,235,3380,4.303994893594826,4.273352550682928,0.296971208712431,0.0,0.0,0.0625,0.19511301815509796,0.26127755641937256,0.3741016685962677
25023977B2,0,0,1,0,200,2514,3.439467822061032,3.378839517474388,0.5739668435594024,0.0,0.0,0.0625,0.38426607847213745,0.5193189382553101,0.7117767930030823
25024310B3,0,0,0,1,405,5984,4.648718421218726,4.614764717210293,0.32476273400343797,0.0,0.0,0.0625,0.137281596660614,0.19249291718006134,0.31025511026382446
25024688B2,0,0,0,1,171,2465,4.027133540807634,3.9907046958731476,0.3551233030713622,0.0,0.0,0.0625,0.24566102027893066,0.3349619209766388,0.4979666471481323
25024983B2,0,0,0,1,291,4255,4.4734736282693115,4.438491043566094,0.3333563681937955,0.0,0.0,0.0625,0.16061219573020935,0.2335699051618576,0.3737013638019562
25025506B,0,0,0,1,218,3046,4.209982465631909,4.175706430287678,0.3346904843489977,0.0,0.0,0.0625,0.21608275175094604,0.28453510999679565,0.4194710850715637
25025510B3,0,0,0,1,325,4841,4.509746907292527,4.4637286430166885,0.46583297541282537,0.0,0.0,0.0625,0.23995989561080933,0.3068615198135376,0.4067477285861969
25027135B3,0,0,0,1,196,2843,4.483972705133265,4.456573769158042,0.2667404079513219,0.0,0.0,0.0625,0.15606850385665894,0.23221689462661743,0.36133018136024475
25027290B2,0,0,0,1,420,6087,4.465337810208692,4.418888572952533,0.45540256866400375,14150.850105912366,0.0,0.125,0.21708106994628906,0.2877454459667206,0.4152187705039978
2490860B2,0,0,0,1,291,4208,4.4842427805299705,4.449640117362817,0.3356552248265852,0.0,0.0,0.0625,0.1590072065591812,0.22827598452568054,0.3797729015350342
2490964B2,0,0,0,1,113,1439,3.739987041399265,3.7104872564737983,0.2868001923866123,0.0,0.0,0.0625,0.27220478653907776,0.36494341492652893,0.5301527380943298
2490978B2,0,0,0,1,138,1934,3.946991205054344,3.913807955799307,0.32454943643268147,0.0,0.0,0.0625,0.25471702218055725,0.3542616069316864,0.5049136281013489
25001929B3,0,0,1,0,179,2411,3.960190875485254,3.921283623614862,0.3655665955243514,0.0,0.0,0.0625,0.22293628752231598,0.3376375734806061,0.5326876044273376
25009756B2,0,0,0,1,236,3381,4.03451176198311,3.98339276784086,0.5024681494995027,0.0,0.0,0.0625,0.3101465404033661,0.4002506136894226,0.5313652157783508
25015064B,0,0,0,1,74,1022,3.7375742234868974,3.7204378692026188,0.16214169290503985,0.0,0.0,0.0625,0.19109699130058289,0.28759029507637024,0.4811471402645111
2482883-B2,0,1,1,1,390,5651,4.920796677941956,4.891967851288186,0.27996745884329277,0.0,0.0,0.0625,0.12503400444984436,0.1754455715417862,0.2758360803127289
2483850-B2,0,1,1,1,163,2419,4.165787965349839,4.13959663849381,0.25143770192178067,0.0,0.0,0.0625,0.1781754344701767,0.25172990560531616,0.4068357050418854
2485632-B,0,1,1,1,148,2029,4.225093295473107,4.2047985712788005,0.1934734324349918,0.0,0.0,0.0625,0.1314558982849121,0.20819193124771118,0.350664883852005
2487053-B2,0,1,1,1,202,2933,4.400090822761165,4.372178618538815,0.2720438839734848,0.0,0.0,0.0625,0.17958953976631165,0.25333815813064575,0.3671816885471344
25013629B6,0,1,1,1,375,5266,3.5624258819478514,3.4814685502775298,0.7795018262818404,0.0,0.0,0.0625,0.41870126128196716,0.5887895226478577,0.6990341544151306
25015052B3,0,1,1,1,280,4110,4.204826148201805,4.151400045005316,0.5310931730841089,0.0,0.0,0.0625,0.2819982171058655,0.3898296654224396,0.5201890468597412
25015191B3,0,1,1,1,149,2172,3.506708386250973,3.4679352620577943,0.38054937473501915,0.0,0.0,0.0625,0.3368348479270935,0.4375115633010864,0.5988574028015137
25016027B,0,1,1,1,172,2444,4.15154841230761,4.12582188926983,0.24646620073241596,0.0,0.0,0.0625,0.1664021611213684,0.25053441524505615,0.4182984530925751
25016031B2,0,1,1,1,240,3474,4.465193651155179,4.439119547399511,0.25230971254506535,0.0,0.0,0.0625,0.1731157749891281,0.2289961278438568,0.3381510376930237
25017355B4,0,1,1,1,142,1808,3.6237794802144787,3.5848329024625443,0.3758869833300228,0.0,0.0,0.0625,0.3065783679485321,0.4264454245567322,0.5997059345245361
25017923B,0,1,1,1,119,1532,3.528666703797067,3.4908491163868023,0.36392422017645104,0.0,0.0,0.0625,0.3353489935398102,0.47260499000549316,0.610753059387207
25019273B,0,1,0,0,379,5410,5.001118313324637,4.969498740675336,0.312938270635931,0.0,0.0,0.0625,0.1422574371099472,0.18467862904071808,0.2667771875858307
25020556B4,0,1,0,0,152,2208,3.77348024574935,3.7368247249672177,0.35519488482334155,0.0,0.0,0.0625,0.2737549841403961,0.40090250968933105,0.5672473907470703
25021277B4,0,1,1,1,89,1059,3.3507323232192956,3.318796677122007,0.3116108536512211,0.0,0.0,0.0625,0.33704912662506104,0.44502386450767517,0.6278847455978394
25022013B,0,1,1,1,169,2339,3.6115801076570113,3.5745466235936636,0.35733454941107473,0.0,0.0,0.0625,0.30691206455230713,0.39758092164993286,0.5906561017036438
25023687B4,0,1,1,1,64,882,3.2075721854338903,3.1760803631982344,0.3018169663037002,0.0,0.0,0.0625,0.38566845655441284,0.5253094434738159,0.6850446462631226
25023961B2,0,1,1,1,49,622,2.1556605169377803,2.117496730430642,0.3627139051075721,0.0,0.0,0.0625,0.7111897468566895,0.8050693273544312,0.9185892939567566
25023972B3,0,1,1,1,267,3897,4.5619918004927635,4.534663333999554,0.2631591004278528,0.0,0.0,0.0625,0.15860716998577118,0.2165203094482422,0.313975065946579
25024855B4,0,1,1,1,157,1867,3.8176160001898443,3.7767656475795213,0.39722165072939913,0.0,0.0,0.0625,0.29684650897979736,0.43424251675605774,0.5622355341911316
25025076B,0,1,0,0,270,3951,4.5295805488885605,4.502092415414394,0.26597314368655073,10647.700386262988,0.0,0.125,0.14552605152130127,0.22376568615436554,0.3394661545753479
25025087B,0,1,1,1,170,2204,3.183699804290299,3.130299654820532,0.5174734291635421,0.0,0.0,0.0625,0.4411934018135071,0.5755681991577148,0.7450465559959412
25025954B3,0,1,1,1,40,435,2.932021041323351,2.905894034644763,0.251774573453053,0.0,0.0,0.0625,0.4104295074939728,0.5395629405975342,0.7253387570381165
25026144B2,0,1,1,1,282,4093,4.33324319288391,4.2878974021866965,0.4579164921085983,0.0,0.0,0.0625,0.24908988177776337,0.31234705448150635,0.4281768798828125
25026499B3,0,1,1,1,296,4304,3.5256227516820084,3.4717262746504436,0.523199819798591,0.0,0.0,0.0625,0.32877156138420105,0.4938139319419861,0.6844807267189026
25026782B3,0,1,1,1,205,2791,4.210352875157283,4.184708240932253,0.2459650025543883,0.0,0.0,0.0625,0.15396010875701904,0.22125548124313354,0.37523913383483887
25027131B2,0,1,1,1,315,4565,4.445325854017605,4.407451000202547,0.36982030732292115,0.0,0.0,0.0625,0.1874878704547882,0.2746398150920868,0.4155932068824768
25027181B3,0,1,1,1,185,2519,3.3947589853583406,3.348443647074966,0.4490364577435766,0.0,0.0,0.0625,0.343466192483902,0.4878428876399994,0.6791521310806274
25027723B4,0,1,1,1,248,3532,4.356631945183383,4.326258229157774,0.2962053249152534,0.0,0.0,0.0625,0.20105552673339844,0.26471999287605286,0.37877357006073
25028014B7,0,1,1,1,97,1311,3.2822816504249293,3.2544992729058206,0.26281856542151033,0.0,0.0,0.0625,0.3210451900959015,0.4624330997467041,0.661902904510498
25028514B,0,1,1,1,128,1741,3.4219334947165665,3.373528683232838,0.4740385007853494,0.0,0.0,0.0625,0.4265497326850891,0.49536287784576416,0.621015727519989
25028738B2,0,1,1,1,212,3080,4.417029334068664,4.3893270672174225,0.26812335036524315,0.0,0.0,0.0625,0.15505392849445343,0.22735486924648285,0.3585056662559509
25029425B2,0,1,1,1,281,4198,4.918369039745249,4.898687125942205,0.1894366098795874,0.0,0.0,0.0625,0.08895864337682724,0.1361294388771057,0.22895047068595886
25029425B,0,1,1,1,361,5429,4.843759946817709,4.816386016669661,0.2638050973177236,0.0,0.0,0.0625,0.12616810202598572,0.1750781238079071,0.270082950592041
