slide_id,fold,prototype_id,anchor_rank,anchor_score,coord_x,coord_y
2460641-B2,0,7,3,0.012098395265638828,95942.0,37762.0
2460641-B2,0,8,1,0.02844182401895523,44624.0,74834.0
2460641-B2,0,8,2,0.021392591297626495,44624.0,66642.0
2460641-B2,0,8,3,0.020403532311320305,32336.0,50258.0
2460641-B2,0,9,1,0.026524944230914116,44624.0,74834.0
2460641-B2,0,9,2,0.020062897354364395,32336.0,50258.0
2460641-B2,0,9,3,0.020021026954054832,44624.0,66642.0
2460641-B2,0,10,1,0.014863437041640282,44624.0,74834.0
2460641-B2,0,10,2,0.012432873249053955,44624.0,66642.0
2460641-B2,0,10,3,0.01228372287005186,32336.0,50258.0
2460641-B2,0,11,1,0.029353583231568336,44624.0,74834.0
2460641-B2,0,11,2,0.022151244804263115,44624.0,66642.0
2460641-B2,0,11,3,0.02153635025024414,32336.0,50258.0
2460641-B2,0,12,1,0.023567453026771545,44624.0,74834.0
2460641-B2,0,12,2,0.01834537461400032,44624.0,66642.0
2460641-B2,0,12,3,0.01766856200993061,32336.0,50258.0
2460641-B2,0,13,1,0.02772919274866581,44624.0,74834.0
2460641-B2,0,13,2,0.021196087822318077,44624.0,66642.0
2460641-B2,0,13,3,0.02056793123483658,32336.0,50258.0
2460641-B2,0,14,1,0.016879554837942123,44624.0,74834.0
2460641-B2,0,14,2,0.014277896843850613,44624.0,66642.0
2460641-B2,0,14,3,0.013439351692795753,32336.0,50258.0
2460641-B2,0,15,1,0.025860657915472984,44624.0,74834.0
2460641-B2,0,15,2,0.020444361492991447,44624.0,66642.0
2460641-B2,0,15,3,0.01927788369357586,32336.0,50258.0
2460960-B,0,0,1,0.0354667529463768,45168.0,50737.0
2460960-B,0,0,2,0.033898480236530304,41072.0,50737.0
2460960-B,0,0,3,0.02567676082253456,96598.0,39840.0
2460960-B,0,1,1,0.04669037461280823,45168.0,50737.0
2460960-B,0,1,2,0.044000547379255295,41072.0,50737.0
2460960-B,0,1,3,0.03183712810277939,32880.0,38449.0
2460960-B,0,2,1,0.09828338772058487,45168.0,50737.0
2460960-B,0,2,2,0.08868476748466492,41072.0,50737.0
2460960-B,0,2,3,0.05557230859994888,96598.0,39840.0
2460960-B,0,3,1,0.06314092129468918,45168.0,50737.0
2460960-B,0,3,2,0.05775507912039757,41072.0,50737.0
2460960-B,0,3,3,0.04007962718605995,96598.0,39840.0
2460960-B,0,4,1,0.0725269466638565,45168.0,50737.0
2460960-B,0,4,2,0.06815706938505173,41072.0,50737.0
2460960-B,0,4,3,0.04498065635561943,96598.0,39840.0
2460960-B,0,5,1,0.07901928573846817,45168.0,50737.0
2460960-B,0,5,2,0.07204263657331467,41072.0,50737.0
2460960-B,0,5,3,0.046596575528383255,96598.0,39840.0
2460960-B,0,6,1,0.08937333524227142,45168.0,50737.0
2460960-B,0,6,2,0.0823722705245018,41072.0,50737.0
2460960-B,0,6,3,0.05172621086239815,96598.0,39840.0
2460960-B,0,7,1,0.03299668803811073,45168.0,50737.0
2460960-B,0,7,2,0.03162739425897598,41072.0,50737.0
2460960-B,0,7,3,0.024138210341334343,96598.0,39840.0
2460960-B,0,8,1,0.08556969463825226,45168.0,50737.0
2460960-B,0,8,2,0.07926332205533981,41072.0,50737.0
2460960-B,0,8,3,0.05016937479376793,96598.0,39840.0
2460960-B,0,9,1,0.07879845798015594,45168.0,50737.0
2460960-B,0,9,2,0.07334943860769272,41072.0,50737.0
2460960-B,0,9,3,0.047785867005586624,96598.0,39840.0
2460960-B,0,10,1,0.033077798783779144,45168.0,50737.0
2460960-B,0,10,2,0.030682826414704323,41072.0,50737.0
2460960-B,0,10,3,0.023422595113515854,96598.0,39840.0
2460960-B,0,11,1,0.09177155792713165,45168.0,50737.0
2460960-B,0,11,2,0.08216629177331924,41072.0,50737.0
2460960-B,0,11,3,0.053030826151371,96598.0,39840.0
2460960-B,0,12,1,0.0651962161064148,45168.0,50737.0
2460960-B,0,12,2,0.05959639325737953,41072.0,50737.0
2460960-B,0,12,3,0.04159113019704819,96598.0,39840.0
2460960-B,0,13,1,0.08485965430736542,45168.0,50737.0
2460960-B,0,13,2,0.07887644320726395,41072.0,50737.0
2460960-B,0,13,3,0.051256924867630005,96598.0,39840.0
2460960-B,0,14,1,0.040980562567710876,45168.0,50737.0
2460960-B,0,14,2,0.03904948756098747,41072.0,50737.0
2460960-B,0,14,3,0.028673266991972923,96598.0,39840.0
2460960-B,0,15,1,0.07828113436698914,45168.0,50737.0
2460960-B,0,15,2,0.07203856110572815,41072.0,50737.0
2460960-B,0,15,3,0.046915531158447266,96598.0,39840.0
2461671-B2,0,0,1,0.030815137550234795,24160.0,68176.0
2461671-B2,0,0,2,0.02172878570854664,40544.0,51792.0
2461671-B2,0,0,3,0.020665964111685753,20064.0,55888.0
2461671-B2,0,1,1,0.03974344953894615,24160.0,68176.0
2461671-B2,0,1,2,0.02759418822824955,40544.0,51792.0
2461671-B2,0,1,3,0.02569328434765339,20064.0,55888.0
