slide_id,fold,prototype_id,anchor_rank,anchor_score,coord_x,coord_y
2469496-B,0,10,2,0.04264853522181511,42576.0,53824.0
2469496-B,0,10,3,0.03435849770903587,107524.0,27058.0
2469496-B,0,11,1,0.12865428626537323,46672.0,16960.0
2469496-B,0,11,2,0.10787273943424225,42576.0,53824.0
2469496-B,0,11,3,0.07473277300596237,107524.0,27058.0
2469496-B,0,12,1,0.09235942363739014,46672.0,16960.0
2469496-B,0,12,2,0.08267373591661453,42576.0,53824.0
2469496-B,0,12,3,0.05988985300064087,107524.0,27058.0
2469496-B,0,13,1,0.12198220938444138,46672.0,16960.0
2469496-B,0,13,2,0.10123247653245926,42576.0,53824.0
2469496-B,0,13,3,0.07123661041259766,107524.0,27058.0
2469496-B,0,14,1,0.05911058932542801,46672.0,16960.0
2469496-B,0,14,2,0.05375632271170616,42576.0,53824.0
2469496-B,0,14,3,0.04070678725838661,107524.0,27058.0
2469496-B,0,15,1,0.10837090015411377,46672.0,16960.0
2469496-B,0,15,2,0.09506051242351532,42576.0,53824.0
2469496-B,0,15,3,0.06577293574810028,107524.0,27058.0
2469569-B2,0,0,1,0.07078005373477936,56176.0,20049.0
2469569-B2,0,0,2,0.054457809776067734,56176.0,24145.0
2469569-B2,0,0,3,0.03686738759279251,52080.0,20049.0
2469569-B2,0,1,1,0.0892549455165863,56176.0,20049.0
2469569-B2,0,1,2,0.06502914428710938,56176.0,24145.0
2469569-B2,0,1,3,0.04128805547952652,52080.0,20049.0
2469569-B2,0,2,1,0.1642838418483734,56176.0,20049.0
2469569-B2,0,2,2,0.10290639847517014,56176.0,24145.0
2469569-B2,0,2,3,0.05127472057938576,52080.0,20049.0
2469569-B2,0,3,1,0.11112963408231735,56176.0,20049.0
2469569-B2,0,3,2,0.0781160518527031,56176.0,24145.0
2469569-B2,0,3,3,0.045002810657024384,52080.0,20049.0
2469569-B2,0,4,1,0.12704916298389435,56176.0,20049.0
2469569-B2,0,4,2,0.08509483188390732,56176.0,24145.0
2469569-B2,0,4,3,0.04756316542625427,52080.0,20049.0
2469569-B2,0,5,1,0.1365920901298523,56176.0,20049.0
2469569-B2,0,5,2,0.08986854553222656,56176.0,24145.0
2469569-B2,0,5,3,0.04806726053357124,52080.0,20049.0
2469569-B2,0,6,1,0.15200035274028778,56176.0,20049.0
2469569-B2,0,6,2,0.09679538756608963,56176.0,24145.0
2469569-B2,0,6,3,0.05132303014397621,52080.0,20049.0
2469569-B2,0,7,1,0.0673949271440506,56176.0,20049.0
2469569-B2,0,7,2,0.05269310995936394,56176.0,24145.0
2469569-B2,0,7,3,0.03686102107167244,52080.0,20049.0
2469569-B2,0,8,1,0.144914448261261,56176.0,20049.0
2469569-B2,0,8,2,0.09513051807880402,56176.0,24145.0
2469569-B2,0,8,3,0.049853984266519547,52080.0,20049.0
2469569-B2,0,9,1,0.13822206854820251,56176.0,20049.0
2469569-B2,0,9,2,0.09007325023412704,56176.0,24145.0
2469569-B2,0,9,3,0.04938238859176636,52080.0,20049.0
2469569-B2,0,10,1,0.06685246527194977,56176.0,20049.0
2469569-B2,0,10,2,0.0514504499733448,56176.0,24145.0
2469569-B2,0,10,3,0.03570643439888954,52080.0,20049.0
2469569-B2,0,11,1,0.15509217977523804,56176.0,20049.0
2469569-B2,0,11,2,0.09851058572530746,56176.0,24145.0
2469569-B2,0,11,3,0.05036500096321106,52080.0,20049.0
2469569-B2,0,12,1,0.11545627564191818,56176.0,20049.0
2469569-B2,0,12,2,0.08005977421998978,56176.0,24145.0
2469569-B2,0,12,3,0.04637773707509041,52080.0,20049.0
2469569-B2,0,13,1,0.1484401822090149,56176.0,20049.0
2469569-B2,0,13,2,0.09469158202409744,56176.0,24145.0
2469569-B2,0,13,3,0.049875419586896896,52080.0,20049.0
2469569-B2,0,14,1,0.0806843712925911,56176.0,20049.0
2469569-B2,0,14,2,0.06094895675778389,56176.0,24145.0
2469569-B2,0,14,3,0.039019625633955,52080.0,20049.0
2469569-B2,0,15,1,0.13514171540737152,56176.0,20049.0
2469569-B2,0,15,2,0.09024935960769653,56176.0,24145.0
2469569-B2,0,15,3,0.04815793037414551,52080.0,20049.0
2469849-B2,0,0,1,0.07824063301086426,44816.0,15873.0
2469849-B2,0,0,2,0.0572333037853241,103206.0,17153.0
2469849-B2,0,0,3,0.04043712094426155,107302.0,21249.0
2469849-B2,0,1,1,0.1042596623301506,44816.0,15873.0
2469849-B2,0,1,2,0.0731903612613678,103206.0,17153.0
2469849-B2,0,1,3,0.04895007610321045,107302.0,21249.0
2469849-B2,0,2,1,0.21305176615715027,44816.0,15873.0
2469849-B2,0,2,2,0.11829282343387604,103206.0,17153.0
2469849-B2,0,2,3,0.06292135268449783,107302.0,21249.0
2469849-B2,0,3,1,0.13536740839481354,44816.0,15873.0
2469849-B2,0,3,2,0.08633613586425781,103206.0,17153.0
2469849-B2,0,3,3,0.053180113434791565,107302.0,21249.0
2469849-B2,0,4,1,0.16139701008796692,44816.0,15873.0
2469849-B2,0,4,2,0.09790582209825516,103206.0,17153.0
2469849-B2,0,4,3,0.057827334851026535,107302.0,21249.0
2469849-B2,0,5,1,0.1683758795261383,44816.0,15873.0
2469849-B2,0,5,2,0.10219372063875198,103206.0,17153.0
2469849-B2,0,5,3,0.06049996241927147,107302.0,21249.0
2469849-B2,0,6,1,0.19294852018356323,44816.0,15873.0
2469849-B2,0,6,2,0.11142581701278687,103206.0,17153.0
2469849-B2,0,6,3,0.06453550606966019,107302.0,21249.0
2469849-B2,0,7,1,0.07318949699401855,44816.0,15873.0
2469849-B2,0,7,2,0.05408192798495293,103206.0,17153.0
2469849-B2,0,7,3,0.039088375866413116,107302.0,21249.0
2469849-B2,0,8,1,0.18304269015789032,44816.0,15873.0
2469849-B2,0,8,2,0.10624289512634277,103206.0,17153.0
2469849-B2,0,8,3,0.06191334128379822,107302.0,21249.0
2469849-B2,0,9,1,0.17324833571910858,44816.0,15873.0
2469849-B2,0,9,2,0.10345105081796646,103206.0,17153.0
2469849-B2,0,9,3,0.0609135702252388,107302.0,21249.0
2469849-B2,0,10,1,0.070685014128685,44816.0,15873.0
2469849-B2,0,10,2,0.05394493043422699,103206.0,17153.0
2469849-B2,0,10,3,0.03856130316853523,107302.0,21249.0
2469849-B2,0,11,1,0.19620098173618317,44816.0,15873.0
2469849-B2,0,11,2,0.11303821951150894,103206.0,17153.0
2469849-B2,0,11,3,0.06426611542701721,107302.0,21249.0
2469849-B2,0,12,1,0.1433243304491043,44816.0,15873.0
2469849-B2,0,12,2,0.0900111272931099,103206.0,17153.0
2469849-B2,0,12,3,0.05571326985955238,107302.0,21249.0
2469849-B2,0,13,1,0.18695446848869324,44816.0,15873.0
2469849-B2,0,13,2,0.10814014822244644,103206.0,17153.0
2469849-B2,0,13,3,0.06380054354667664,107302.0,21249.0
2469849-B2,0,14,1,0.0925549864768982,44816.0,15873.0
2469849-B2,0,14,2,0.06346248835325241,103206.0,17153.0
2469849-B2,0,14,3,0.04296943172812462,107302.0,21249.0
2469849-B2,0,15,1,0.16615666449069977,44816.0,15873.0
2469849-B2,0,15,2,0.10071120411157608,103206.0,17153.0
2469849-B2,0,15,3,0.06023877486586571,107302.0,21249.0
2469927-B2,0,0,1,0.09075163304805756,93088.0,67588.0
2469927-B2,0,0,2,0.04312765598297119,109472.0,67588.0
2469927-B2,0,0,3,0.037662044167518616,135712.0,6928.0
2469927-B2,0,1,1,0.12719827890396118,93088.0,67588.0
2469927-B2,0,1,2,0.055480506271123886,109472.0,67588.0
2469927-B2,0,1,3,0.043504808098077774,135712.0,6928.0
2469927-B2,0,2,1,0.3050549030303955,93088.0,67588.0
2469927-B2,0,2,2,0.08708103001117706,109472.0,67588.0
2469927-B2,0,2,3,0.07267000526189804,135712.0,6928.0
2469927-B2,0,3,1,0.17880268394947052,93088.0,67588.0
2469927-B2,0,3,2,0.06849227845668793,109472.0,67588.0
2469927-B2,0,3,3,0.05459200590848923,135712.0,6928.0
2469927-B2,0,4,1,0.21948178112506866,93088.0,67588.0
2469927-B2,0,4,2,0.07635566592216492,109472.0,67588.0
2469927-B2,0,4,3,0.06026766449213028,135712.0,6928.0
2469927-B2,0,5,1,0.230600506067276,93088.0,67588.0
2469927-B2,0,5,2,0.08027882128953934,109472.0,67588.0
2469927-B2,0,5,3,0.060283709317445755,135712.0,6928.0
2469927-B2,0,6,1,0.27264299988746643,93088.0,67588.0
2469927-B2,0,6,2,0.08490637689828873,109472.0,67588.0
2469927-B2,0,6,3,0.06645023077726364,135712.0,6928.0
2469927-B2,0,7,1,0.07938015460968018,93088.0,67588.0
2469927-B2,0,7,2,0.041369203478097916,109472.0,67588.0
2469927-B2,0,7,3,0.03232255205512047,135712.0,6928.0
2469927-B2,0,8,1,0.26273295283317566,93088.0,67588.0
2469927-B2,0,8,2,0.0818907767534256,109472.0,67588.0
2469927-B2,0,8,3,0.06531010568141937,135712.0,6928.0
2469927-B2,0,9,1,0.2375921756029129,93088.0,67588.0
2469927-B2,0,9,2,0.08347222208976746,109472.0,67588.0
2469927-B2,0,9,3,0.061174169182777405,135712.0,6928.0
2469927-B2,0,10,1,0.07672115415334702,93088.0,67588.0
2469927-B2,0,10,2,0.040708500891923904,109472.0,67588.0
2469927-B2,0,10,3,0.033683937042951584,135712.0,6928.0
2469927-B2,0,11,1,0.28974276781082153,93088.0,67588.0
2469927-B2,0,11,2,0.08315568417310715,109472.0,67588.0
2469927-B2,0,11,3,0.06852581351995468,135712.0,6928.0
2469927-B2,0,12,1,0.19348923861980438,93088.0,67588.0
2469927-B2,0,12,2,0.0701550617814064,109472.0,67588.0
2469927-B2,0,12,3,0.05369500443339348,135712.0,6928.0
2469927-B2,0,13,1,0.2677556872367859,93088.0,67588.0
2469927-B2,0,13,2,0.08082468807697296,109472.0,67588.0
2469927-B2,0,13,3,0.06786416471004486,135712.0,6928.0
2469927-B2,0,14,1,0.10343249887228012,93088.0,67588.0
2469927-B2,0,14,2,0.04917922616004944,109472.0,67588.0
2469927-B2,0,14,3,0.04248344898223877,135712.0,6928.0
2469927-B2,0,15,1,0.23715272545814514,93088.0,67588.0
2469927-B2,0,15,2,0.0779043510556221,109472.0,67588.0
2469927-B2,0,15,3,0.06416430324316025,135712.0,6928.0
2471237-B2,0,0,1,0.025831762701272964,52960.0,43728.0
2471237-B2,0,0,2,0.018910052254796028,118552.0,52288.0
2471237-B2,0,0,3,0.017252683639526367,114456.0,56384.0
2471237-B2,0,1,1,0.03280515968799591,52960.0,43728.0
2471237-B2,0,1,2,0.023101981729269028,118552.0,52288.0
2471237-B2,0,1,3,0.020991457626223564,114456.0,56384.0
2471237-B2,0,2,1,0.06799769401550293,52960.0,43728.0
2471237-B2,0,2,2,0.04100619629025459,118552.0,52288.0
2471237-B2,0,2,3,0.03634157031774521,114456.0,56384.0
2471237-B2,0,3,1,0.0429200641810894,52960.0,43728.0
2471237-B2,0,3,2,0.028606895357370377,118552.0,52288.0
2471237-B2,0,3,3,0.026109280064702034,114456.0,56384.0
2471237-B2,0,4,1,0.05201815441250801,52960.0,43728.0
2471237-B2,0,4,2,0.03290950879454613,118552.0,52288.0
2471237-B2,0,4,3,0.029257187619805336,114456.0,56384.0
2471237-B2,0,5,1,0.05532103776931763,52960.0,43728.0
2471237-B2,0,5,2,0.03462066128849983,118552.0,52288.0
2471237-B2,0,5,3,0.030498838052153587,114456.0,56384.0
2471237-B2,0,6,1,0.06197137385606766,52960.0,43728.0
2471237-B2,0,6,2,0.03866061940789223,118552.0,52288.0
2471237-B2,0,6,3,0.03363475203514099,114456.0,56384.0
2471237-B2,0,7,1,0.023109467700123787,52960.0,43728.0
2471237-B2,0,7,2,0.017611779272556305,118552.0,52288.0
2471237-B2,0,7,3,0.016235902905464172,114456.0,56384.0
2471237-B2,0,8,1,0.05922048166394234,52960.0,43728.0
2471237-B2,0,8,2,0.03699558973312378,118552.0,52288.0
2471237-B2,0,8,3,0.03264865279197693,114456.0,56384.0
2471237-B2,0,9,1,0.05508939176797867,52960.0,43728.0
2471237-B2,0,9,2,0.035248108208179474,118552.0,52288.0
2471237-B2,0,9,3,0.03096388466656208,114456.0,56384.0
2471237-B2,0,10,1,0.02317746914923191,52960.0,43728.0
2471237-B2,0,10,2,0.01698318123817444,118552.0,52288.0
2471237-B2,0,10,3,0.016070324927568436,114456.0,56384.0
2471237-B2,0,11,1,0.06320096552371979,52960.0,43728.0
2471237-B2,0,11,2,0.039287544786930084,118552.0,52288.0
2471237-B2,0,11,3,0.034094396978616714,114456.0,56384.0
2471237-B2,0,12,1,0.04434046149253845,52960.0,43728.0
2471237-B2,0,12,2,0.030033808201551437,118552.0,52288.0
2471237-B2,0,12,3,0.027092505246400833,114456.0,56384.0
2471237-B2,0,13,1,0.060555364936590195,52960.0,43728.0
2471237-B2,0,13,2,0.03754827007651329,118552.0,52288.0
2471237-B2,0,13,3,0.03217782452702522,114456.0,56384.0
2471237-B2,0,14,1,0.028695710003376007,52960.0,43728.0
2471237-B2,0,14,2,0.020938152447342873,118552.0,52288.0
2471237-B2,0,14,3,0.019198471680283546,114456.0,56384.0
2471237-B2,0,15,1,0.05307825654745102,52960.0,43728.0
2471237-B2,0,15,2,0.0340285561978817,118552.0,52288.0
2471237-B2,0,15,3,0.030032332986593246,114456.0,56384.0
2471452-B2,0,0,1,0.0984901636838913,20112.0,29235.0
2471452-B2,0,0,2,0.07582028955221176,102240.0,39345.0
2471452-B2,0,0,3,0.06826609373092651,20112.0,37427.0
2471452-B2,0,1,1,0.12192900478839874,20112.0,29235.0
2471452-B2,0,1,2,0.08769785612821579,102240.0,39345.0
2471452-B2,0,1,3,0.07842452079057693,20112.0,37427.0
2471452-B2,0,2,1,0.20437119901180267,20112.0,29235.0
2471452-B2,0,2,2,0.13320039212703705,102240.0,39345.0
2471452-B2,0,2,3,0.10665511339902878,20112.0,37427.0
2471452-B2,0,3,1,0.15290376543998718,20112.0,29235.0
2471452-B2,0,3,2,0.10537596791982651,102240.0,39345.0
2471452-B2,0,3,3,0.09484147280454636,20112.0,37427.0
2471452-B2,0,4,1,0.17312689125537872,20112.0,29235.0
2471452-B2,0,4,2,0.11475315690040588,102240.0,39345.0
2471452-B2,0,4,3,0.09935056418180466,20112.0,37427.0
2471452-B2,0,5,1,0.1770065277814865,20112.0,29235.0
2471452-B2,0,5,2,0.12043669074773788,102240.0,39345.0
2471452-B2,0,5,3,0.09937147051095963,20112.0,37427.0
2471452-B2,0,6,1,0.19678527116775513,20112.0,29235.0
2471452-B2,0,6,2,0.12773562967777252,102240.0,39345.0
2471452-B2,0,6,3,0.10526357591152191,20112.0,37427.0
2471452-B2,0,7,1,0.09176456183195114,20112.0,29235.0
2471452-B2,0,7,2,0.07078220695257187,102240.0,39345.0
2471452-B2,0,7,3,0.06463322043418884,20112.0,37427.0
2471452-B2,0,8,1,0.18973851203918457,20112.0,29235.0
2471452-B2,0,8,2,0.12558844685554504,102240.0,39345.0
2471452-B2,0,8,3,0.10521943122148514,20112.0,37427.0
2471452-B2,0,9,1,0.17967529594898224,20112.0,29235.0
2471452-B2,0,9,2,0.12024111300706863,102240.0,39345.0
2471452-B2,0,9,3,0.10157206654548645,20112.0,37427.0
2471452-B2,0,10,1,0.08911304920911789,20112.0,29235.0
2471452-B2,0,10,2,0.06963801383972168,102240.0,39345.0
2471452-B2,0,10,3,0.06292147934436798,20112.0,37427.0
2471452-B2,0,11,1,0.19636918604373932,20112.0,29235.0
2471452-B2,0,11,2,0.12847349047660828,102240.0,39345.0
2471452-B2,0,11,3,0.10424485057592392,20112.0,37427.0
2471452-B2,0,12,1,0.15763984620571136,20112.0,29235.0
2471452-B2,0,12,2,0.10729570686817169,102240.0,39345.0
2471452-B2,0,12,3,0.09441909193992615,20112.0,37427.0
2471452-B2,0,13,1,0.18917295336723328,20112.0,29235.0
2471452-B2,0,13,2,0.12593424320220947,102240.0,39345.0
2471452-B2,0,13,3,0.10402762144804001,20112.0,37427.0
2471452-B2,0,14,1,0.11027782410383224,20112.0,29235.0
2471452-B2,0,14,2,0.08305671066045761,102240.0,39345.0
2471452-B2,0,14,3,0.0751250833272934,20112.0,37427.0
2471452-B2,0,15,1,0.17631755769252777,20112.0,29235.0
2471452-B2,0,15,2,0.119906485080719,102240.0,39345.0
2471452-B2,0,15,3,0.09916478395462036,20112.0,37427.0
2471884-B2,0,0,1,0.0707164779305458,35344.0,40963.0
2471884-B2,0,0,2,0.050929080694913864,77377.0,37604.0
2471884-B2,0,0,3,0.04558759927749634,77377.0,41700.0
2471884-B2,0,1,1,0.08897735178470612,35344.0,40963.0
2471884-B2,0,1,2,0.05969157814979553,77377.0,37604.0
2471884-B2,0,1,3,0.05346984043717384,77377.0,41700.0
2471884-B2,0,2,1,0.17689275741577148,35344.0,40963.0
2471884-B2,0,2,2,0.09802845865488052,77377.0,37604.0
2471884-B2,0,2,3,0.08060552924871445,77377.0,41700.0
2471884-B2,0,3,1,0.11976319551467896,35344.0,40963.0
2471884-B2,0,3,2,0.07528630644083023,77377.0,37604.0
2471884-B2,0,3,3,0.06453217566013336,77377.0,41700.0
2471884-B2,0,4,1,0.13830149173736572,35344.0,40963.0
2471884-B2,0,4,2,0.08373194187879562,77377.0,37604.0
2471884-B2,0,4,3,0.070102758705616,77377.0,41700.0
2471884-B2,0,5,1,0.14783114194869995,35344.0,40963.0
2471884-B2,0,5,2,0.08439742773771286,77377.0,37604.0
2471884-B2,0,5,3,0.06965578347444534,77377.0,41700.0
2471884-B2,0,6,1,0.16383646428585052,35344.0,40963.0
2471884-B2,0,6,2,0.09428955614566803,77377.0,37604.0
2471884-B2,0,6,3,0.07710569351911545,77377.0,41700.0
2471884-B2,0,7,1,0.06350588798522949,35344.0,40963.0
2471884-B2,0,7,2,0.046897899359464645,77377.0,37604.0
2471884-B2,0,7,3,0.041700635105371475,77377.0,41700.0
2471884-B2,0,8,1,0.15963955223560333,35344.0,40963.0
2471884-B2,0,8,2,0.09196106344461441,77377.0,37604.0
2471884-B2,0,8,3,0.07684953510761261,77377.0,41700.0
2471884-B2,0,9,1,0.14882397651672363,35344.0,40963.0
2471884-B2,0,9,2,0.087420254945755,77377.0,37604.0
2471884-B2,0,9,3,0.07334394007921219,77377.0,41700.0
2471884-B2,0,10,1,0.06465303152799606,35344.0,40963.0
2471884-B2,0,10,2,0.045000046491622925,77377.0,37604.0
2471884-B2,0,10,3,0.040847133845090866,77377.0,41700.0
2471884-B2,0,11,1,0.16705642640590668,35344.0,40963.0
2471884-B2,0,11,2,0.09520499408245087,77377.0,37604.0
2471884-B2,0,11,3,0.07998067885637283,77377.0,41700.0
2471884-B2,0,12,1,0.12228301167488098,35344.0,40963.0
2471884-B2,0,12,2,0.07496984302997589,77377.0,37604.0
2471884-B2,0,12,3,0.06448055803775787,77377.0,41700.0
2471884-B2,0,13,1,0.15888497233390808,35344.0,40963.0
2471884-B2,0,13,2,0.09103753417730331,77377.0,37604.0
2471884-B2,0,13,3,0.07628213614225388,77377.0,41700.0
2471884-B2,0,14,1,0.07988660037517548,35344.0,40963.0
2471884-B2,0,14,2,0.05631047114729881,77377.0,37604.0
2471884-B2,0,14,3,0.04881061986088753,77377.0,41700.0
2471884-B2,0,15,1,0.1442568451166153,35344.0,40963.0
2471884-B2,0,15,2,0.08553017675876617,77377.0,37604.0
2471884-B2,0,15,3,0.07297395169734955,77377.0,41700.0
2471957-B,0,0,1,0.04165426641702652,78021.0,35712.0
2471957-B,0,0,2,0.04160871356725693,28320.0,39248.0
2471957-B,0,0,3,0.03675874322652817,20128.0,22864.0
2471957-B,0,1,1,0.04901914671063423,78021.0,35712.0
2471957-B,0,1,2,0.048773977905511856,28320.0,39248.0
2471957-B,0,1,3,0.0439920611679554,20128.0,22864.0
2471957-B,0,2,1,0.07225161790847778,28320.0,39248.0
2471957-B,0,2,2,0.07147538661956787,78021.0,35712.0
2471957-B,0,2,3,0.06156235933303833,20128.0,22864.0
2471957-B,0,3,1,0.057346001267433167,28320.0,39248.0
2471957-B,0,3,2,0.055210601538419724,78021.0,35712.0
2471957-B,0,3,3,0.04877942055463791,20128.0,22864.0
2471957-B,0,4,1,0.06237916275858879,28320.0,39248.0
2471957-B,0,4,2,0.06190401688218117,78021.0,35712.0
2471957-B,0,4,3,0.05226966738700867,20128.0,22864.0
2471957-B,0,5,1,0.06346461921930313,28320.0,39248.0
2471957-B,0,5,2,0.061788465827703476,78021.0,35712.0
2471957-B,0,5,3,0.052048925310373306,24224.0,39248.0
2471957-B,0,6,1,0.07045723497867584,28320.0,39248.0
2471957-B,0,6,2,0.06838934123516083,78021.0,35712.0
2471957-B,0,6,3,0.05787145718932152,20128.0,22864.0
2471957-B,0,7,1,0.03999151661992073,28320.0,39248.0
2471957-B,0,7,2,0.03952464461326599,78021.0,35712.0
2471957-B,0,7,3,0.03577395901083946,20128.0,22864.0
2471957-B,0,8,1,0.06891216337680817,28320.0,39248.0
2471957-B,0,8,2,0.06550724059343338,78021.0,35712.0
2471957-B,0,8,3,0.055356286466121674,20128.0,22864.0
2471957-B,0,9,1,0.06565339863300323,28320.0,39248.0
2471957-B,0,9,2,0.06275512278079987,78021.0,35712.0
2471957-B,0,9,3,0.054672352969646454,20128.0,22864.0
2471957-B,0,10,1,0.039535291492938995,28320.0,39248.0
2471957-B,0,10,2,0.03792266547679901,78021.0,35712.0
2471957-B,0,10,3,0.03416437655687332,24224.0,39248.0
2471957-B,0,11,1,0.07241091877222061,28320.0,39248.0
2471957-B,0,11,2,0.07076927274465561,78021.0,35712.0
2471957-B,0,11,3,0.05951327830553055,20128.0,22864.0
2471957-B,0,12,1,0.057961028069257736,28320.0,39248.0
2471957-B,0,12,2,0.057290218770504,78021.0,35712.0
2471957-B,0,12,3,0.0504581443965435,20128.0,22864.0
2471957-B,0,13,1,0.06820469349622726,28320.0,39248.0
2471957-B,0,13,2,0.06634284555912018,78021.0,35712.0
2471957-B,0,13,3,0.05660935491323471,20128.0,22864.0
2471957-B,0,14,1,0.04489809647202492,28320.0,39248.0
2471957-B,0,14,2,0.04392040893435478,78021.0,35712.0
2471957-B,0,14,3,0.03934726119041443,20128.0,22864.0
2471957-B,0,15,1,0.0654740184545517,28320.0,39248.0
2471957-B,0,15,2,0.06289549171924591,78021.0,35712.0
2471957-B,0,15,3,0.055514704436063766,20128.0,22864.0
2471959-B2,0,0,1,0.07587656378746033,35073.0,56963.0
2471959-B2,0,0,2,0.06406459212303162,39169.0,48771.0
2471959-B2,0,0,3,0.0554090216755867,35073.0,61059.0
2471959-B2,0,1,1,0.09444011747837067,35073.0,56963.0
2471959-B2,0,1,2,0.0806385949254036,39169.0,48771.0
2471959-B2,0,1,3,0.06666015833616257,35073.0,61059.0
2471959-B2,0,2,1,0.17735755443572998,35073.0,56963.0
2471959-B2,0,2,2,0.13658180832862854,39169.0,48771.0
2471959-B2,0,2,3,0.1034584790468216,35073.0,61059.0
2471959-B2,0,3,1,0.12244901806116104,35073.0,56963.0
2471959-B2,0,3,2,0.09925147891044617,39169.0,48771.0
2471959-B2,0,3,3,0.07928255945444107,35073.0,61059.0
2471959-B2,0,4,1,0.1419227570295334,35073.0,56963.0
2471959-B2,0,4,2,0.11136537790298462,39169.0,48771.0
2471959-B2,0,4,3,0.08797810971736908,35073.0,61059.0
2471959-B2,0,5,1,0.14688611030578613,35073.0,56963.0
2471959-B2,0,5,2,0.1167515441775322,39169.0,48771.0
2471959-B2,0,5,3,0.09191413968801498,35073.0,61059.0
2471959-B2,0,6,1,0.16482163965702057,35073.0,56963.0
2471959-B2,0,6,2,0.12739425897598267,39169.0,48771.0
2471959-B2,0,6,3,0.09953740984201431,35073.0,61059.0
2471959-B2,0,7,1,0.0697467029094696,35073.0,56963.0
2471959-B2,0,7,2,0.059709981083869934,39169.0,48771.0
2471959-B2,0,7,3,0.052201610058546066,35073.0,61059.0
2471959-B2,0,8,1,0.15853968262672424,35073.0,56963.0
2471959-B2,0,8,2,0.12461281567811966,39169.0,48771.0
2471959-B2,0,8,3,0.09751658886671066,35073.0,61059.0
2471959-B2,0,9,1,0.1498478353023529,35073.0,56963.0
2471959-B2,0,9,2,0.11718299239873886,39169.0,48771.0
2471959-B2,0,9,3,0.09136327356100082,35073.0,61059.0
2471959-B2,0,10,1,0.06946216523647308,35073.0,56963.0
2471959-B2,0,10,2,0.06114255264401436,39169.0,48771.0
2471959-B2,0,10,3,0.05185655876994133,35073.0,61059.0
2471959-B2,0,11,1,0.16781966388225555,35073.0,56963.0
2471959-B2,0,11,2,0.1322941780090332,39169.0,48771.0
2471959-B2,0,11,3,0.10093726217746735,35073.0,61059.0
2471959-B2,0,12,1,0.12580104172229767,35073.0,56963.0
2471959-B2,0,12,2,0.1043919175863266,39169.0,48771.0
2471959-B2,0,12,3,0.08168327808380127,35073.0,61059.0
2471959-B2,0,13,1,0.16083307564258575,35073.0,56963.0
2471959-B2,0,13,2,0.12499705702066422,39169.0,48771.0
2471959-B2,0,13,3,0.09776116162538528,35073.0,61059.0
2471959-B2,0,14,1,0.08497585356235504,35073.0,56963.0
2471959-B2,0,14,2,0.07143609970808029,39169.0,48771.0
2471959-B2,0,14,3,0.06064093858003616,35073.0,61059.0
2471959-B2,0,15,1,0.14661532640457153,35073.0,56963.0
2471959-B2,0,15,2,0.1165517121553421,39169.0,48771.0
2471959-B2,0,15,3,0.09049297869205475,35073.0,61059.0
2471963-B,0,0,1,0.1340360790491104,17088.0,26210.0
2471963-B,0,0,2,0.10835887491703033,17088.0,30306.0
2471963-B,0,0,3,0.03956887871026993,84707.0,19025.0
2471963-B,0,1,1,0.1883288025856018,17088.0,26210.0
2471963-B,0,1,2,0.1490279883146286,17088.0,30306.0
2471963-B,0,1,3,0.04711328446865082,84707.0,19025.0
2471963-B,0,2,1,0.39871546626091003,17088.0,26210.0
2471963-B,0,2,2,0.27444058656692505,17088.0,30306.0
2471963-B,0,2,3,0.050269339233636856,84707.0,19025.0
2471963-B,0,3,1,0.2650158405303955,17088.0,26210.0
2471963-B,0,3,2,0.20027336478233337,17088.0,30306.0
2471963-B,0,3,3,0.05047593265771866,84707.0,19025.0
2471963-B,0,4,1,0.31563904881477356,17088.0,26210.0
2471963-B,0,4,2,0.22764532268047333,17088.0,30306.0
2471963-B,0,4,3,0.052299726754426956,84707.0,19025.0
2471963-B,0,5,1,0.3315162658691406,17088.0,26210.0
2471963-B,0,5,2,0.2352181077003479,17088.0,30306.0
2471963-B,0,5,3,0.05349518731236458,84707.0,19025.0
2471963-B,0,6,1,0.3759097456932068,17088.0,26210.0
2471963-B,0,6,2,0.2587100863456726,17088.0,30306.0
2471963-B,0,6,3,0.05175034701824188,84707.0,19025.0
2471963-B,0,7,1,0.11871950328350067,17088.0,26210.0
2471963-B,0,7,2,0.09494128078222275,17088.0,30306.0
2471963-B,0,7,3,0.03800294175744057,84707.0,19025.0
2471963-B,0,8,1,0.3613661527633667,17088.0,26210.0
2471963-B,0,8,2,0.25464189052581787,17088.0,30306.0
2471963-B,0,8,3,0.051180724054574966,84707.0,19025.0
2471963-B,0,9,1,0.33472326397895813,17088.0,26210.0
2471963-B,0,9,2,0.24325819313526154,17088.0,30306.0
2471963-B,0,9,3,0.0529131144285202,84707.0,19025.0
2471963-B,0,10,1,0.11818639934062958,17088.0,26210.0
2471963-B,0,10,2,0.0944247767329216,17088.0,30306.0
2471963-B,0,10,3,0.03849024325609207,84707.0,19025.0
2471963-B,0,11,1,0.3769676387310028,17088.0,26210.0
2471963-B,0,11,2,0.26916956901550293,17088.0,30306.0
2471963-B,0,11,3,0.05062754824757576,84707.0,19025.0
2471963-B,0,12,1,0.27629801630973816,17088.0,26210.0
2471963-B,0,12,2,0.2088577002286911,17088.0,30306.0
