slide_id,fold,top_m,anchor_rank,anchor_score,coord_x,coord_y
2461700-B2,0,5,1,0.15443752706050873,91431.0,33282.0
2461700-B2,0,5,2,0.12018907070159912,87335.0,25090.0
2461700-B2,0,5,3,0.08889912813901901,91431.0,25090.0
2461700-B2,0,5,4,0.06008429080247879,87335.0,29186.0
2461700-B2,0,5,5,0.045478373765945435,87335.0,33282.0
2461700-B2,0,10,1,0.15443752706050873,91431.0,33282.0
2461700-B2,0,10,2,0.12018907070159912,87335.0,25090.0
2461700-B2,0,10,3,0.08889912813901901,91431.0,25090.0
2461700-B2,0,10,4,0.06008429080247879,87335.0,29186.0
2461700-B2,0,10,5,0.045478373765945435,87335.0,33282.0
2461700-B2,0,10,6,0.04537881538271904,91431.0,29186.0
2461700-B2,0,10,7,0.04453866556286812,83239.0,29186.0
2461700-B2,0,10,8,0.04436151683330536,13360.0,27249.0
2461700-B2,0,10,9,0.03460925444960594,25648.0,14961.0
2461700-B2,0,10,10,0.03260631114244461,99623.0,29186.0
2462478-B2,0,3,1,0.059668563306331635,118629.0,27568.0
2462478-B2,0,3,2,0.049110330641269684,37553.0,56608.0
2462478-B2,0,3,3,0.048075806349515915,33457.0,52512.0
2462478-B2,0,5,1,0.059668563306331635,118629.0,27568.0
2462478-B2,0,5,2,0.049110330641269684,37553.0,56608.0
2462478-B2,0,5,3,0.048075806349515915,33457.0,52512.0
2462478-B2,0,5,4,0.04755651205778122,52737.0,30320.0
2462478-B2,0,5,5,0.0447014719247818,44545.0,34416.0
2462478-B2,0,10,1,0.059668563306331635,118629.0,27568.0
2462478-B2,0,10,2,0.049110330641269684,37553.0,56608.0
2462478-B2,0,10,3,0.048075806349515915,33457.0,52512.0
2462478-B2,0,10,4,0.04755651205778122,52737.0,30320.0
2462478-B2,0,10,5,0.0447014719247818,44545.0,34416.0
2462478-B2,0,10,6,0.03996556997299194,33457.0,48416.0
2462478-B2,0,10,7,0.037353917956352234,48641.0,22128.0
2462478-B2,0,10,8,0.0367407351732254,40449.0,38512.0
2462478-B2,0,10,9,0.03326566144824028,100005.0,45136.0
2462478-B2,0,10,10,0.030252980068325996,36353.0,38512.0
2462598-B,0,3,1,0.08995022624731064,113600.0,51410.0
2462598-B,0,3,2,0.05113576352596283,32512.0,50578.0
2462598-B,0,3,3,0.04824046418070793,113600.0,47314.0
2462598-B,0,5,1,0.08995022624731064,113600.0,51410.0
2462598-B,0,5,2,0.05113576352596283,32512.0,50578.0
2462598-B,0,5,3,0.04824046418070793,113600.0,47314.0
2462598-B,0,5,4,0.044146303087472916,105408.0,39122.0
2462598-B,0,5,5,0.04212938994169235,36608.0,54674.0
2462598-B,0,10,1,0.08995022624731064,113600.0,51410.0
2462598-B,0,10,2,0.05113576352596283,32512.0,50578.0
2462598-B,0,10,3,0.04824046418070793,113600.0,47314.0
2462598-B,0,10,4,0.044146303087472916,105408.0,39122.0
2462598-B,0,10,5,0.04212938994169235,36608.0,54674.0
2462598-B,0,10,6,0.04076231271028519,105408.0,47314.0
2462598-B,0,10,7,0.0394778735935688,117696.0,39122.0
2462598-B,0,10,8,0.03761463612318039,44800.0,42386.0
2462598-B,0,10,9,0.03400484845042229,32512.0,42386.0
2462598-B,0,10,10,0.032768286764621735,36608.0,42386.0
2462637-B2,0,3,1,0.15230746567249298,40576.0,67169.0
2462637-B2,0,3,2,0.04807336628437042,40576.0,46689.0
2462637-B2,0,3,3,0.03727136179804802,103765.0,39872.0
2462637-B2,0,5,1,0.15230746567249298,40576.0,67169.0
2462637-B2,0,5,2,0.04807336628437042,40576.0,46689.0
2462637-B2,0,5,3,0.03727136179804802,103765.0,39872.0
2462637-B2,0,5,4,0.03198448568582535,36480.0,42593.0
2462637-B2,0,5,5,0.029406588524580002,44672.0,42593.0
2462637-B2,0,10,1,0.15230746567249298,40576.0,67169.0
2462637-B2,0,10,2,0.04807336628437042,40576.0,46689.0
2462637-B2,0,10,3,0.03727136179804802,103765.0,39872.0
2462637-B2,0,10,4,0.03198448568582535,36480.0,42593.0
2462637-B2,0,10,5,0.029406588524580002,44672.0,42593.0
2462637-B2,0,10,6,0.028275828808546066,111957.0,48064.0
2462637-B2,0,10,7,0.028211846947669983,24192.0,58977.0
2462637-B2,0,10,8,0.027249690145254135,40576.0,50785.0
2462637-B2,0,10,9,0.025128556415438652,107861.0,43968.0
2462637-B2,0,10,10,0.02240540087223053,24192.0,42593.0
2463127-B3,0,3,1,0.08019428700208664,81810.0,19440.0
2463127-B3,0,3,2,0.0685155838727951,19984.0,22000.0
2463127-B3,0,3,3,0.04259417951107025,90002.0,52208.0
2463127-B3,0,5,1,0.08019428700208664,81810.0,19440.0
2463127-B3,0,5,2,0.0685155838727951,19984.0,22000.0
2463127-B3,0,5,3,0.04259417951107025,90002.0,52208.0
2463127-B3,0,5,4,0.03509518876671791,77714.0,19440.0
2463127-B3,0,5,5,0.026056790724396706,85906.0,19440.0
2463127-B3,0,10,1,0.08019428700208664,81810.0,19440.0
2463127-B3,0,10,2,0.0685155838727951,19984.0,22000.0
2463127-B3,0,10,3,0.04259417951107025,90002.0,52208.0
2463127-B3,0,10,4,0.03509518876671791,77714.0,19440.0
2463127-B3,0,10,5,0.026056790724396706,85906.0,19440.0
2463127-B3,0,10,6,0.02383096143603325,32272.0,54768.0
2463127-B3,0,10,7,0.021509431302547455,19984.0,17904.0
2463127-B3,0,10,8,0.020441468805074692,24080.0,26096.0
2463127-B3,0,10,9,0.01926613599061966,90002.0,48112.0
2463127-B3,0,10,10,0.018831459805369377,81810.0,15344.0
2463647-B2,0,3,1,0.15141722559928894,79510.0,34080.0
2463647-B2,0,3,2,0.09590459614992142,20032.0,31632.0
2463647-B2,0,3,3,0.08139364421367645,32320.0,43920.0
2463647-B2,0,5,1,0.15141722559928894,79510.0,34080.0
2463647-B2,0,5,2,0.09590459614992142,20032.0,31632.0
2463647-B2,0,5,3,0.08139364421367645,32320.0,43920.0
2463647-B2,0,5,4,0.036217100918293,83606.0,29984.0
2463647-B2,0,5,5,0.035695064812898636,20032.0,35728.0
2463647-B2,0,10,1,0.15141722559928894,79510.0,34080.0
2463647-B2,0,10,2,0.09590459614992142,20032.0,31632.0
2463647-B2,0,10,3,0.08139364421367645,32320.0,43920.0
2463647-B2,0,10,4,0.036217100918293,83606.0,29984.0
2463647-B2,0,10,5,0.035695064812898636,20032.0,35728.0
2463647-B2,0,10,6,0.0309070385992527,20032.0,39824.0
2463647-B2,0,10,7,0.02963772602379322,24128.0,31632.0
2463647-B2,0,10,8,0.025954928249120712,91798.0,21792.0
2463647-B2,0,10,9,0.025424014776945114,87702.0,21792.0
2463647-B2,0,10,10,0.02416713908314705,83606.0,25888.0
2463656-B2,0,3,1,0.11637699604034424,83313.0,28689.0
2463656-B2,0,3,2,0.11526530981063843,36528.0,36226.0
2463656-B2,0,3,3,0.07452070713043213,24240.0,28034.0
2463656-B2,0,5,1,0.11637699604034424,83313.0,28689.0
2463656-B2,0,5,2,0.11526530981063843,36528.0,36226.0
2463656-B2,0,5,3,0.07452070713043213,24240.0,28034.0
2463656-B2,0,5,4,0.05267249792814255,28336.0,23938.0
2463656-B2,0,5,5,0.04672178253531456,87409.0,24593.0
2463656-B2,0,10,1,0.11637699604034424,83313.0,28689.0
2463656-B2,0,10,2,0.11526530981063843,36528.0,36226.0
2463656-B2,0,10,3,0.07452070713043213,24240.0,28034.0
2463656-B2,0,10,4,0.05267249792814255,28336.0,23938.0
2463656-B2,0,10,5,0.04672178253531456,87409.0,24593.0
2463656-B2,0,10,6,0.03744417056441307,99697.0,32785.0
2463656-B2,0,10,7,0.02760361135005951,24240.0,32130.0
2463656-B2,0,10,8,0.02540121227502823,87409.0,32785.0
2463656-B2,0,10,9,0.025003816932439804,32432.0,28034.0
2463656-B2,0,10,10,0.02456635609269142,91505.0,28689.0
2464548-B,0,3,1,0.08208353072404861,138196.0,38368.0
2464548-B,0,3,2,0.0664241686463356,40656.0,33809.0
2464548-B,0,3,3,0.038122791796922684,138196.0,42464.0
2464548-B,0,5,1,0.08208353072404861,138196.0,38368.0
2464548-B,0,5,2,0.0664241686463356,40656.0,33809.0
2464548-B,0,5,3,0.038122791796922684,138196.0,42464.0
2464548-B,0,5,4,0.028607314452528954,32464.0,42001.0
2464548-B,0,5,5,0.02798018790781498,134100.0,50656.0
2464548-B,0,10,1,0.08208353072404861,138196.0,38368.0
2464548-B,0,10,2,0.0664241686463356,40656.0,33809.0
2464548-B,0,10,3,0.038122791796922684,138196.0,42464.0
2464548-B,0,10,4,0.028607314452528954,32464.0,42001.0
2464548-B,0,10,5,0.02798018790781498,134100.0,50656.0
2464548-B,0,10,6,0.020024016499519348,44752.0,42001.0
2464548-B,0,10,7,0.020011013373732567,105428.0,38368.0
2464548-B,0,10,8,0.018658051267266273,52944.0,58385.0
2464548-B,0,10,9,0.018574073910713196,65232.0,66577.0
2464548-B,0,10,10,0.018198641017079353,57040.0,29713.0
2465243-B2,0,3,1,0.06136312335729599,24656.0,62480.0
2465243-B2,0,3,2,0.037062570452690125,146404.0,66883.0
2465243-B2,0,3,3,0.028375351801514626,24656.0,25616.0
2465243-B2,0,5,1,0.06136312335729599,24656.0,62480.0
2465243-B2,0,5,2,0.037062570452690125,146404.0,66883.0
2465243-B2,0,5,3,0.028375351801514626,24656.0,25616.0
2465243-B2,0,5,4,0.027780655771493912,150500.0,66883.0
2465243-B2,0,5,5,0.024705028161406517,41040.0,50192.0
2465243-B2,0,10,1,0.06136312335729599,24656.0,62480.0
2465243-B2,0,10,2,0.037062570452690125,146404.0,66883.0
2465243-B2,0,10,3,0.028375351801514626,24656.0,25616.0
2465243-B2,0,10,4,0.027780655771493912,150500.0,66883.0
2465243-B2,0,10,5,0.024705028161406517,41040.0,50192.0
2465243-B2,0,10,6,0.021392861381173134,32848.0,29712.0
2465243-B2,0,10,7,0.01959206722676754,28752.0,42000.0
2465243-B2,0,10,8,0.019214153289794922,36944.0,62480.0
2465243-B2,0,10,9,0.017905963584780693,28752.0,29712.0
2465243-B2,0,10,10,0.016989052295684814,41040.0,54288.0
2465396-B2,0,3,1,0.07795912027359009,16016.0,45584.0
2465396-B2,0,3,2,0.05365237593650818,32400.0,41488.0
2465396-B2,0,3,3,0.047739896923303604,36496.0,33296.0
2465396-B2,0,5,1,0.07795912027359009,16016.0,45584.0
2465396-B2,0,5,2,0.05365237593650818,32400.0,41488.0
2465396-B2,0,5,3,0.047739896923303604,36496.0,33296.0
2465396-B2,0,5,4,0.047713764011859894,24208.0,41488.0
2465396-B2,0,5,5,0.0397355891764164,11920.0,61968.0
2465396-B2,0,10,1,0.07795912027359009,16016.0,45584.0
2465396-B2,0,10,2,0.05365237593650818,32400.0,41488.0
2465396-B2,0,10,3,0.047739896923303604,36496.0,33296.0
2465396-B2,0,10,4,0.047713764011859894,24208.0,41488.0
2465396-B2,0,10,5,0.0397355891764164,11920.0,61968.0
2465396-B2,0,10,6,0.03094192035496235,28304.0,37392.0
2465396-B2,0,10,7,0.03013233095407486,52880.0,41488.0
2465396-B2,0,10,8,0.027986476197838783,7824.0,61968.0
2465396-B2,0,10,9,0.027475837618112564,20112.0,61968.0
2465396-B2,0,10,10,0.02710815891623497,90291.0,32976.0
2465397-B,0,3,1,0.14176729321479797,44624.0,41936.0
2465397-B,0,3,2,0.08532431721687317,40528.0,17360.0
2465397-B,0,3,3,0.05906545743346214,32336.0,33744.0
2465397-B,0,5,1,0.14176729321479797,44624.0,41936.0
2465397-B,0,5,2,0.08532431721687317,40528.0,17360.0
2465397-B,0,5,3,0.05906545743346214,32336.0,33744.0
2465397-B,0,5,4,0.03958721458911896,44624.0,21456.0
2465397-B,0,5,5,0.039105527102947235,32336.0,41936.0
2465397-B,0,10,1,0.14176729321479797,44624.0,41936.0
2465397-B,0,10,2,0.08532431721687317,40528.0,17360.0
2465397-B,0,10,3,0.05906545743346214,32336.0,33744.0
2465397-B,0,10,4,0.03958721458911896,44624.0,21456.0
2465397-B,0,10,5,0.039105527102947235,32336.0,41936.0
2465397-B,0,10,6,0.02762933075428009,79925.0,29968.0
2465397-B,0,10,7,0.02597651258111,44624.0,17360.0
2465397-B,0,10,8,0.023144401609897614,108597.0,38160.0
2465397-B,0,10,9,0.02293885499238968,28240.0,33744.0
2465397-B,0,10,10,0.022036362439393997,44624.0,29648.0
2465568-B2,0,3,1,0.10752610117197037,83988.0,11728.0
2465568-B2,0,3,2,0.05476129800081253,24480.0,12672.0
2465568-B2,0,3,3,0.05247172713279724,32672.0,24960.0
2465568-B2,0,5,1,0.10752610117197037,83988.0,11728.0
2465568-B2,0,5,2,0.05476129800081253,24480.0,12672.0
2465568-B2,0,5,3,0.05247172713279724,32672.0,24960.0
2465568-B2,0,5,4,0.03888509050011635,83988.0,15824.0
2465568-B2,0,5,5,0.03313204646110535,88084.0,44496.0
2465568-B2,0,10,1,0.10752610117197037,83988.0,11728.0
2465568-B2,0,10,2,0.05476129800081253,24480.0,12672.0
2465568-B2,0,10,3,0.05247172713279724,32672.0,24960.0
2465568-B2,0,10,4,0.03888509050011635,83988.0,15824.0
2465568-B2,0,10,5,0.03313204646110535,88084.0,44496.0
2465568-B2,0,10,6,0.028589662164449692,32672.0,33152.0
2465568-B2,0,10,7,0.026752253994345665,28576.0,29056.0
2465568-B2,0,10,8,0.025586621835827827,75796.0,15824.0
2465568-B2,0,10,9,0.024055764079093933,16288.0,12672.0
2465568-B2,0,10,10,0.01887764409184456,28576.0,57728.0
2465608-B2,0,3,1,0.18209438025951385,135363.0,224.0
2465608-B2,0,3,2,0.15022478997707367,139459.0,224.0
2465608-B2,0,3,3,0.0879528746008873,140099.0,60592.0
2465608-B2,0,5,1,0.18209438025951385,135363.0,224.0
2465608-B2,0,5,2,0.15022478997707367,139459.0,224.0
2465608-B2,0,5,3,0.0879528746008873,140099.0,60592.0
2465608-B2,0,5,4,0.05665845423936844,136003.0,64688.0
2465608-B2,0,5,5,0.020751837641000748,140099.0,64688.0
2465608-B2,0,10,1,0.18209438025951385,135363.0,224.0
2465608-B2,0,10,2,0.15022478997707367,139459.0,224.0
2465608-B2,0,10,3,0.0879528746008873,140099.0,60592.0
2465608-B2,0,10,4,0.05665845423936844,136003.0,64688.0
2465608-B2,0,10,5,0.020751837641000748,140099.0,64688.0
2465608-B2,0,10,6,0.020569831132888794,48816.0,29632.0
2465608-B2,0,10,7,0.019647561013698578,28336.0,37824.0
2465608-B2,0,10,8,0.017736393958330154,103970.0,31616.0
2465608-B2,0,10,9,0.015798963606357574,120354.0,31616.0
2465608-B2,0,10,10,0.015229551121592522,32432.0,33728.0
2466264-B2,0,3,1,0.1295049488544464,122249.0,5392.0
2466264-B2,0,3,2,0.06048693507909775,28416.0,29505.0
2466264-B2,0,3,3,0.04676070809364319,36608.0,54081.0
2466264-B2,0,5,1,0.1295049488544464,122249.0,5392.0
2466264-B2,0,5,2,0.06048693507909775,28416.0,29505.0
2466264-B2,0,5,3,0.04676070809364319,36608.0,54081.0
2466264-B2,0,5,4,0.046520259231328964,123401.0,70120.0
2466264-B2,0,5,5,0.04629964753985405,36608.0,41793.0
2466264-B2,0,10,1,0.1295049488544464,122249.0,5392.0
2466264-B2,0,10,2,0.06048693507909775,28416.0,29505.0
2466264-B2,0,10,3,0.04676070809364319,36608.0,54081.0
2466264-B2,0,10,4,0.046520259231328964,123401.0,70120.0
2466264-B2,0,10,5,0.04629964753985405,36608.0,41793.0
2466264-B2,0,10,6,0.04441436752676964,122249.0,9488.0
2466264-B2,0,10,7,0.032715342938899994,24320.0,45889.0
2466264-B2,0,10,8,0.026703722774982452,122249.0,13584.0
2466264-B2,0,10,9,0.02646951749920845,109222.0,67857.0
2466264-B2,0,10,10,0.02486352249979973,44800.0,58177.0
2466923-B2,0,3,1,0.1152430921792984,15888.0,45521.0
2466923-B2,0,3,2,0.09162318706512451,15888.0,49617.0
2466923-B2,0,3,3,0.055829085409641266,11792.0,45521.0
2466923-B2,0,5,1,0.1152430921792984,15888.0,45521.0
2466923-B2,0,5,2,0.09162318706512451,15888.0,49617.0
2466923-B2,0,5,3,0.055829085409641266,11792.0,45521.0
2466923-B2,0,5,4,0.05279719829559326,11792.0,49617.0
2466923-B2,0,5,5,0.04958847165107727,83120.0,35345.0
2466923-B2,0,10,1,0.1152430921792984,15888.0,45521.0
2466923-B2,0,10,2,0.09162318706512451,15888.0,49617.0
2466923-B2,0,10,3,0.055829085409641266,11792.0,45521.0
2466923-B2,0,10,4,0.05279719829559326,11792.0,49617.0
2466923-B2,0,10,5,0.04958847165107727,83120.0,35345.0
2466923-B2,0,10,6,0.032185547053813934,11792.0,61905.0
2466923-B2,0,10,7,0.030018549412488937,7696.0,41425.0
2466923-B2,0,10,8,0.030011745169758797,79024.0,47633.0
2466923-B2,0,10,9,0.028289828449487686,74928.0,43537.0
2466923-B2,0,10,10,0.025515876710414886,74928.0,31249.0
2468673-B2,0,3,1,0.18024909496307373,97441.0,16337.0
2468673-B2,0,3,2,0.07648414373397827,118610.0,8928.0
2468673-B2,0,3,3,0.06683412194252014,122706.0,8928.0
2468673-B2,0,5,1,0.18024909496307373,97441.0,16337.0
2468673-B2,0,5,2,0.07648414373397827,118610.0,8928.0
2468673-B2,0,5,3,0.06683412194252014,122706.0,8928.0
2468673-B2,0,5,4,0.056707125157117844,81057.0,36817.0
2468673-B2,0,5,5,0.04653284326195717,89249.0,32721.0
2468673-B2,0,10,1,0.18024909496307373,97441.0,16337.0
2468673-B2,0,10,2,0.07648414373397827,118610.0,8928.0
2468673-B2,0,10,3,0.06683412194252014,122706.0,8928.0
2468673-B2,0,10,4,0.056707125157117844,81057.0,36817.0
2468673-B2,0,10,5,0.04653284326195717,89249.0,32721.0
2468673-B2,0,10,6,0.02696065977215767,99890.0,63193.0
2468673-B2,0,10,7,0.026355553418397903,93345.0,24529.0
2468673-B2,0,10,8,0.02591644413769245,28368.0,50306.0
2468673-B2,0,10,9,0.02421792782843113,85153.0,20433.0
2468673-B2,0,10,10,0.020711474120616913,93345.0,16337.0
2468796-B3,0,3,1,0.12895381450653076,58864.0,33329.0
2468796-B3,0,3,2,0.11163671314716339,126994.0,27008.0
2468796-B3,0,3,3,0.05957382172346115,54768.0,33329.0
2468796-B3,0,5,1,0.12895381450653076,58864.0,33329.0
2468796-B3,0,5,2,0.11163671314716339,126994.0,27008.0
2468796-B3,0,5,3,0.05957382172346115,54768.0,33329.0
2468796-B3,0,5,4,0.05471889674663544,42480.0,33329.0
2468796-B3,0,5,5,0.03394132852554321,122898.0,18816.0
2468796-B3,0,10,1,0.12895381450653076,58864.0,33329.0
2468796-B3,0,10,2,0.11163671314716339,126994.0,27008.0
2468796-B3,0,10,3,0.05957382172346115,54768.0,33329.0
2468796-B3,0,10,4,0.05471889674663544,42480.0,33329.0
2468796-B3,0,10,5,0.03394132852554321,122898.0,18816.0
2468796-B3,0,10,6,0.028516236692667007,67056.0,41521.0
2468796-B3,0,10,7,0.028018785640597343,135186.0,31104.0
2468796-B3,0,10,8,0.0278825331479311,50672.0,25137.0
2468796-B3,0,10,9,0.02729533240199089,114706.0,27008.0
2468796-B3,0,10,10,0.017867792397737503,38384.0,41521.0
2469004-B2,0,3,1,0.10663206875324249,56992.0,38930.0
2469004-B2,0,3,2,0.08336988836526871,65184.0,55314.0
2469004-B2,0,3,3,0.07006417214870453,77472.0,38930.0
2469004-B2,0,5,1,0.10663206875324249,56992.0,38930.0
2469004-B2,0,5,2,0.08336988836526871,65184.0,55314.0
2469004-B2,0,5,3,0.07006417214870453,77472.0,38930.0
2469004-B2,0,5,4,0.053933218121528625,69280.0,43026.0
2469004-B2,0,5,5,0.04742705449461937,146768.0,29938.0
2469004-B2,0,10,1,0.10663206875324249,56992.0,38930.0
2469004-B2,0,10,2,0.08336988836526871,65184.0,55314.0
2469004-B2,0,10,3,0.07006417214870453,77472.0,38930.0
2469004-B2,0,10,4,0.053933218121528625,69280.0,43026.0
2469004-B2,0,10,5,0.04742705449461937,146768.0,29938.0
2469004-B2,0,10,6,0.042542923241853714,81568.0,38930.0
2469004-B2,0,10,7,0.03107329085469246,77472.0,34834.0
2469004-B2,0,10,8,0.025233473628759384,65184.0,51218.0
2469004-B2,0,10,9,0.024837329983711243,130384.0,34034.0
2469004-B2,0,10,10,0.02168082818388939,36512.0,47122.0
2469029-B2,0,3,1,0.07358001172542572,95957.0,35280.0
2469029-B2,0,3,2,0.05844555050134659,36560.0,45073.0
2469029-B2,0,3,3,0.04593128338456154,95957.0,10704.0
2469029-B2,0,5,1,0.07358001172542572,95957.0,35280.0
2469029-B2,0,5,2,0.05844555050134659,36560.0,45073.0
