slide_id,fold,top_m,sigma,high_prior_mean,high_prior_std,high_prior_max,high_prior_p90,high_prior_effective_ratio_0.1,high_prior_effective_ratio_0.3,high_prior_effective_ratio_0.5
2460641-B2,0,10,4096.0,0.15416582006382357,0.2122772797777623,1.0,0.4997867830592671,0.390487040729137,0.2210196525206494,0.09968669894616919
2460641-B2,0,10,8192.0,0.32317021857714806,0.2656786110205231,1.0,0.7442309415889535,0.7257191683281117,0.46026772999145543,0.2557675875818855
2460960-B,0,3,1024.0,0.0028435841385829196,0.036229467289590825,1.0,1.4064260728043075e-16,0.006121199755152009,0.004080799836768007,0.0020403999183840034
2460960-B,0,3,2048.0,0.009295582792527943,0.06562936517596336,1.0,9.212248423478271e-05,0.023668639053254437,0.009997959600081615,0.005100999795960008
2460960-B,0,3,4096.0,0.02732802013191522,0.10096609729394336,1.0,0.05397546484883415,0.07610691695572332,0.028973678841052845,0.01285451948581922
2460960-B,0,3,8192.0,0.09357725169911722,0.18021638496500939,1.0,0.2987081736221733,0.2503570699857172,0.09895939604162415,0.053662517853499285
2460960-B,0,5,1024.0,0.004110603601955664,0.040515467646616274,1.0,1.6913739446257062e-10,0.010201999591920016,0.005305039787798408,0.0022444399102224035
2460960-B,0,5,2048.0,0.013384023726477467,0.07511838925037172,1.0,0.002156911798249675,0.034482758620689655,0.014486839420526422,0.006121199755152009
2460960-B,0,5,4096.0,0.034789533037907557,0.10840305342002886,1.0,0.10478074955155224,0.10446847582126097,0.029993878800244848,0.014486839420526422
2460960-B,0,5,8192.0,0.10780517663372269,0.19082216125315463,1.0,0.34878747573995245,0.2874923485003061,0.11446643542134258,0.0636604774535809
2460960-B,0,10,1024.0,0.006046189698273019,0.043829347830296295,1.0,2.7539425643540533e-05,0.019587839216486432,0.005713119771475209,0.0022444399102224035
2460960-B,0,10,2048.0,0.019788483342325264,0.08163913612744962,1.0,0.030147051204081034,0.05876351764945929,0.01693531932258723,0.00632523974699041
2460960-B,0,10,4096.0,0.050158124466442876,0.12066943595747641,1.0,0.17085174096254527,0.15017343399306263,0.05121403795143848,0.015098959396041623
2460960-B,0,10,8192.0,0.1446455485608377,0.20456996436272867,1.0,0.41878004745871983,0.3958375841664966,0.17669863293205468,0.07406651703733932
2461671-B2,0,3,1024.0,0.0028195178959701892,0.033076829983577166,1.0,7.681204685202094e-15,0.0063433599345201555,0.003887865766318805,0.0014323715981174544
2461671-B2,0,3,2048.0,0.01095991535355525,0.0652725830732355,1.0,0.0002084585811961615,0.030079803560466543,0.014528340495191324,0.0063433599345201555
2461671-B2,0,3,4096.0,0.038479205602782014,0.12390484221563132,1.0,0.09311418358185312,0.0984243912420708,0.05136075301821158,0.021690198485778595
2461671-B2,0,3,8192.0,0.10568673665306672,0.21319275584712555,1.0,0.4432757117004754,0.23511356660527932,0.14692040106404747,0.0826683036627788
2461671-B2,0,5,1024.0,0.003953896158654743,0.03656945487346669,1.0,1.8905472803181613e-08,0.01002660118682218,0.004297114794352364,0.0014323715981174544
2461671-B2,0,5,2048.0,0.015361482276602799,0.07169355757884864,1.0,0.008166765713822827,0.045017393083691425,0.01821158174749335,0.0063433599345201555
2461671-B2,0,5,4096.0,0.054661545340191506,0.13262992851611882,1.0,0.2004595657391593,0.15285451197053407,0.0679353386535707,0.021690198485778595
2461671-B2,0,5,8192.0,0.14972389126599836,0.20797902539548196,1.0,0.4432757058002271,0.4057704112952732,0.1761817065684469,0.0826683036627788
2461671-B2,0,10,1024.0,0.005873646344190966,0.040214372533551146,1.0,6.84540773011661e-05,0.017597708205443013,0.004910988336402701,0.0014323715981174544
2461671-B2,0,10,2048.0,0.022393804985018497,0.07945312213260525,1.0,0.048577231583269265,0.0708000818498056,0.020871700429711478,0.006547984448536935
2461671-B2,0,10,4096.0,0.07080421969175058,0.14245892205236269,1.0,0.24085783748140976,0.21178637200736647,0.07325557601800696,0.027828933906281973
2461671-B2,0,10,8192.0,0.1802266648752686,0.212931632227179,1.0,0.49086671487225597,0.5082872928176796,0.22201759770820545,0.09760589318600368
2461677-B2,0,3,1024.0,0.012287288667801662,0.06808823526565388,1.0,0.002411156214321004,0.03078817733990148,0.013546798029556651,0.0049261083743842365
2461677-B2,0,3,2048.0,0.04556354441056495,0.12736384428835862,1.0,0.1374815391985322,0.12315270935960591,0.05541871921182266,0.02586206896551724
2461677-B2,0,3,4096.0,0.1472051696621102,0.2160666571079263,1.0,0.46813555180043726,0.3793103448275862,0.18719211822660098,0.09113300492610837
2461677-B2,0,3,8192.0,0.35255656827305115,0.2598176175982144,1.0,0.7614953739070948,0.8165024630541872,0.5135467980295566,0.24507389162561577
2461677-B2,0,5,1024.0,0.015793334161684974,0.07187528057096379,1.0,0.01118180669956651,0.046798029556650245,0.014778325123152709,0.0049261083743842365
2461677-B2,0,5,2048.0,0.057499216671855695,0.13994641620903023,1.0,0.19911484792486495,0.15763546798029557,0.06896551724137931,0.03078817733990148
2461677-B2,0,5,4096.0,0.17989539253321812,0.23651691664370592,1.0,0.5697829556186972,0.437192118226601,0.23029556650246305,0.1206896551724138
2461677-B2,0,5,8192.0,0.4237493884604903,0.25713973928860484,1.0,0.7654297246193089,0.9027093596059114,0.604679802955665,0.39408866995073893
2461677-B2,0,10,1024.0,0.01980176769738074,0.07367315898641423,1.0,0.04842411031042519,0.05788177339901478,0.014778325123152709,0.0049261083743842365
2461677-B2,0,10,2048.0,0.07287788813505906,0.14735986937572057,1.0,0.2339695622104771,0.2019704433497537,0.08374384236453201,0.034482758620689655
2461677-B2,0,10,4096.0,0.20378415943685524,0.23319465892467092,1.0,0.5745927781373079,0.520935960591133,0.2660098522167488,0.1354679802955665
2461677-B2,0,10,8192.0,0.42553279401864447,0.25835241553012034,1.0,0.8030477498705909,0.895320197044335,0.625615763546798,0.39532019704433496
2461700-B2,0,3,1024.0,0.013732363094386305,0.07488918762128964,1.0,0.0015034391929775615,0.03313253012048193,0.018072289156626505,0.007028112449799197
2461700-B2,0,3,2048.0,0.053219092229648435,0.15416107229526835,1.0,0.1929695576267615,0.12751004016064257,0.06827309236947791,0.04116465863453815
2461700-B2,0,3,4096.0,0.14055851864877902,0.25631832533985266,1.0,0.6003910579092508,0.28313253012048195,0.1857429718875502,0.12550200803212852
2461700-B2,0,3,8192.0,0.2584221728422693,0.32787080344785136,1.0,0.8044898494433412,0.45481927710843373,0.37248995983935745,0.2660642570281124
2461700-B2,0,5,1024.0,0.018015480645006347,0.0794046454602641,1.0,0.010824961369779597,0.05321285140562249,0.019076305220883535,0.007028112449799197
2461700-B2,0,5,2048.0,0.06673868426569339,0.17439107947962856,1.0,0.27769117072267424,0.15160642570281124,0.09738955823293173,0.05321285140562249
2461700-B2,0,5,4096.0,0.14167644838035612,0.25629983828668634,1.0,0.58689802333648,0.28714859437751006,0.1817269076305221,0.12449799196787148
2461700-B2,0,5,8192.0,0.2587587258667993,0.32645903631291207,1.0,0.8005612455999256,0.45481927710843373,0.3755020080321285,0.2640562248995984
2461700-B2,0,10,1024.0,0.024515609174262258,0.08350996417048773,1.0,0.07765485739338344,0.08634538152610442,0.019076305220883535,0.007028112449799197
2461700-B2,0,10,2048.0,0.08735668739909441,0.1865480761125555,1.0,0.3387860422181878,0.20783132530120482,0.10843373493975904,0.06726907630522089
2461700-B2,0,10,4096.0,0.15933565841805597,0.24792891300066486,1.0,0.5896608466133106,0.3273092369477912,0.19076305220883535,0.1214859437751004
2461700-B2,0,10,8192.0,0.28642919094995717,0.30930686896740417,1.0,0.7988645134413837,0.45481927710843373,0.3785140562248996,0.26907630522088355
2462478-B2,0,3,1024.0,0.008014619844480115,0.05942907739149174,1.0,4.1396295464357495e-07,0.019221291276490884,0.011335633316904879,0.0034499753573188764
2462478-B2,0,3,2048.0,0.029470040269295672,0.11835421313787495,1.0,0.02193395159513099,0.06702809265648102,0.03942828979793001,0.024149827501232134
2462478-B2,0,3,4096.0,0.07310825264111427,0.187605158740476,1.0,0.3110603964400399,0.14687037949728932,0.10251355347461803,0.0625924100542139
2462478-B2,0,3,8192.0,0.17246179280472013,0.24908405441537104,1.0,0.5757744785166068,0.397732873336619,0.22621981271562347,0.12715623459832429
2462478-B2,0,5,1024.0,0.012802640651988204,0.07269853238976083,1.0,0.0011263208153760276,0.032035485460818136,0.016264169541646133,0.004435682602267127
2462478-B2,0,5,2048.0,0.04852887868089006,0.14134978548816593,1.0,0.14761221293816604,0.11779201577131591,0.06012814194184327,0.03302119270576639
2462478-B2,0,5,4096.0,0.1290608143946919,0.21692586433625935,1.0,0.49898739361851385,0.2907836372597339,0.18235584031542632,0.10004928536224741
2462478-B2,0,5,8192.0,0.3174996177575166,0.28244658367401726,1.0,0.7374148200977175,0.665352390340069,0.46278955150320356,0.29472646623952686
2462478-B2,0,10,1024.0,0.021152828825754897,0.08781010907744637,1.0,0.014597768965649413,0.05372104484967965,0.029078363725973385,0.006899950714637753
2462478-B2,0,10,2048.0,0.07758383435424203,0.17403033324743902,1.0,0.31219767472014076,0.19073435189748644,0.10251355347461803,0.056185312962050274
2462478-B2,0,10,4096.0,0.1682354740630517,0.23556343007526395,1.0,0.5506676929373826,0.38393297190734355,0.24987678659438148,0.12814194184327254
2462478-B2,0,10,8192.0,0.3373592584993223,0.30528126457472443,1.0,0.8467558174104322,0.7210448496796451,0.4287826515524889,0.2966978807294234
2462598-B,0,3,1024.0,0.004818593993253563,0.04293232970377462,1.0,5.250448985536713e-09,0.012026239067055394,0.006924198250728863,0.002551020408163265
2462598-B,0,3,2048.0,0.017913542650950007,0.08752046144149306,1.0,0.006283126445311532,0.04701166180758017,0.02077259475218659,0.010932944606413994
2462598-B,0,3,4096.0,0.05346140835218046,0.14382972718265402,1.0,0.1835921423416447,0.14176384839650147,0.0630466472303207,0.028425655976676383
2462598-B,0,3,8192.0,0.15972279794563002,0.22760641796590794,1.0,0.5101884835356774,0.391399416909621,0.19169096209912537,0.10349854227405247
2462598-B,0,5,1024.0,0.0070112020283318996,0.04841760876273386,1.0,2.372386974886325e-05,0.01858600583090379,0.007653061224489796,0.002551020408163265
2462598-B,0,5,2048.0,0.025934088870131686,0.09700410670765741,1.0,0.043237768472080704,0.07215743440233237,0.02988338192419825,0.010932944606413994
2462598-B,0,5,4096.0,0.07680515160644019,0.16055800308455495,1.0,0.289969621909524,0.2131924198250729,0.09548104956268222,0.03644314868804665
2462598-B,0,5,8192.0,0.21360711178280795,0.24552285415421413,1.0,0.5821667406622787,0.5072886297376094,0.2846209912536443,0.14941690962099125
2462598-B,0,10,1024.0,0.011709350286564392,0.05686253737675568,1.0,0.004644631997275698,0.03534985422740525,0.009475218658892129,0.002551020408163265
2462598-B,0,10,2048.0,0.04330688610871391,0.11023878759390125,1.0,0.15053003112459123,0.14103498542274054,0.04591836734693878,0.010932944606413994
2462598-B,0,10,4096.0,0.12209418431269753,0.18997726186176894,1.0,0.41403753334565585,0.33527696793002915,0.1716472303206997,0.060495626822157436
2462598-B,0,10,8192.0,0.2681348734087108,0.2634781987756882,1.0,0.6705684524509193,0.5998542274052479,0.3870262390670554,0.21428571428571427
2462637-B2,0,3,1024.0,0.00219538996445136,0.028275450099841063,1.0,7.2271744160919905e-12,0.006211180124223602,0.002070393374741201,0.0010351966873706005
2462637-B2,0,3,2048.0,0.008485869002002537,0.0542888545109763,1.0,0.0010616170165975677,0.024844720496894408,0.005952380952380952,0.004140786749482402
2462637-B2,0,3,4096.0,0.031356885965882535,0.10197006697073994,1.0,0.08456987164455333,0.08980331262939958,0.02303312629399586,0.013198757763975156
2462637-B2,0,3,8192.0,0.111398573004647,0.1798296899496686,1.0,0.32168822176689715,0.30952380952380953,0.11024844720496894,0.05253623188405797
2462637-B2,0,5,1024.0,0.002850235907482901,0.029367373470271296,1.0,9.237449661970594e-09,0.008799171842650104,0.002070393374741201,0.0010351966873706005
2462637-B2,0,5,2048.0,0.011014099092305106,0.05724184861356911,1.0,0.004323078386736459,0.03778467908902691,0.005952380952380952,0.004140786749482402
2462637-B2,0,5,4096.0,0.041034461334379095,0.1142468339338338,1.0,0.13098437906698118,0.1172360248447205,0.041666666666666664,0.013198757763975156
2462637-B2,0,5,8192.0,0.14765311378741353,0.20863190560606118,1.0,0.507001943107631,0.37939958592132506,0.17184265010351968,0.10222567287784678
2462637-B2,0,10,1024.0,0.004246886430271134,0.031239108244388462,1.0,0.0002211655066083138,0.014233954451345756,0.002070393374741201,0.0010351966873706005
2462637-B2,0,10,2048.0,0.016544107818227696,0.06170588341729164,1.0,0.0421466982360223,0.05822981366459627,0.007763975155279503,0.004140786749482402
2462637-B2,0,10,4096.0,0.061948271129156976,0.12616241333997866,1.0,0.2002453030085964,0.19591097308488614,0.056677018633540376,0.019668737060041408
2462637-B2,0,10,8192.0,0.2092451153015223,0.23617328485217146,1.0,0.6036054899326599,0.5217391304347826,0.2727743271221532,0.1327639751552795
2463127-B3,0,3,1024.0,0.003953715225698751,0.04064600972655553,1.0,1.2501528663867426e-09,0.009232392508572936,0.006067000791347929,0.0029016090741229225
2463127-B3,0,3,2048.0,0.01576799900650431,0.08011498959795776,1.0,0.0052070871638217504,0.04299657082563967,0.01767343708783962,0.009232392508572936
2463127-B3,0,3,4096.0,0.06120654336384765,0.1503083931595624,1.0,0.20961138720230005,0.16117119493537324,0.07385914006858349,0.034291743603270905
2463127-B3,0,3,8192.0,0.2095654047222573,0.23354533048497975,1.0,0.5690715416073968,0.5552624637298865,0.2740701661830652,0.13189132155104194
2463127-B3,0,5,1024.0,0.005213894679350397,0.04369141728911081,1.0,3.536133553104959e-08,0.015035610656818781,0.006594566077552097,0.0029016090741229225
2463127-B3,0,5,2048.0,0.018750885258024878,0.08641038111910831,1.0,0.010461005073696869,0.04774465840147718,0.021102611448166712,0.009232392508572936
2463127-B3,0,5,4096.0,0.05440540838191671,0.13744997202260528,1.0,0.1838207348774803,0.15009232392508573,0.06172513848588763,0.02505935109469797
2463127-B3,0,5,8192.0,0.16278585083963987,0.20446357208270283,1.0,0.441986349038842,0.47850171458718016,0.17963597995251912,0.07491427064099182
2463127-B3,0,10,1024.0,0.007349802688658993,0.046687161655714016,1.0,9.965451869233212e-05,0.024004220522289635,0.006594566077552097,0.0029016090741229225
2463127-B3,0,10,2048.0,0.025727080142695268,0.0947991925026867,1.0,0.048522679882667646,0.07148509628066473,0.02585069902400422,0.010551305724083356
2463127-B3,0,10,4096.0,0.07056527846316664,0.1491953909410552,1.0,0.23217170276995322,0.19097863360590872,0.07544183592719599,0.03323661303086257
2463127-B3,0,10,8192.0,0.20572796405677524,0.20762931601094003,1.0,0.5235097036453499,0.5824320759694012,0.23634924821946715,0.10762331838565023
2463647-B2,0,3,1024.0,0.004986241266409839,0.05047557065457114,1.0,3.254214871576063e-09,0.011247443762781187,0.006816632583503749,0.004430811179277437
2463647-B2,0,3,2048.0,0.015786734591841715,0.0767361926937991,1.0,0.006737946999085468,0.041922290388548056,0.02044989775051125,0.007498295841854124
2463647-B2,0,3,4096.0,0.0609445211608682,0.1395917531722149,1.0,0.21355585973866997,0.17007498295841855,0.07191547375596455,0.025903203817314247
2463647-B2,0,3,8192.0,0.22584438732834722,0.23660980434933487,1.0,0.6047850233703711,0.5664621676891616,0.31390593047034765,0.1659850034083163
2463647-B2,0,5,1024.0,0.006585245146372671,0.05332800323493455,1.0,1.3877378310088487e-06,0.018064076346284937,0.007498295841854124,0.004430811179277437
2463647-B2,0,5,2048.0,0.01991843107210367,0.08379620185642632,1.0,0.020462985418101917,0.05555555555555555,0.023858214042263123,0.008861622358554875
2463647-B2,0,5,4096.0,0.06797625494505243,0.14894972269035522,1.0,0.237541781408302,0.18473074301295161,0.07975460122699386,0.032719836400818
2463647-B2,0,5,8192.0,0.23004621179764462,0.24053551765086734,1.0,0.6105622521974601,0.5739604635310157,0.3149284253578732,0.1656441717791411
2463647-B2,0,10,1024.0,0.009618758233799464,0.05703175275837814,1.0,0.0012681083490221896,0.03067484662576687,0.0081799591002045,0.004430811179277437
2463647-B2,0,10,2048.0,0.028331960181187804,0.0925325125766222,1.0,0.0812034373751636,0.08963871847307431,0.02828902522154056,0.009884117246080437
2463647-B2,0,10,4096.0,0.092085914946625,0.17100031714459554,1.0,0.32209895025953766,0.25119291070211314,0.11042944785276074,0.04396728016359918
2463647-B2,0,10,8192.0,0.2680338470641451,0.2625146568891285,1.0,0.6883987077792865,0.6267893660531697,0.3660531697341513,0.20279481935923654
2463656-B2,0,3,1024.0,0.007280030008495162,0.05748754051177373,1.0,2.2495335574496363e-06,0.015414258188824663,0.010115606936416185,0.004816955684007707
2463656-B2,0,3,2048.0,0.027714384158436765,0.10981988965451663,1.0,0.038403818885616774,0.0708092485549133,0.03420038535645472,0.0197495183044316
2463656-B2,0,3,4096.0,0.09909975594077937,0.1980924750710129,1.0,0.3993693895852519,0.23699421965317918,0.1329479768786127,0.06695568400770713
2463656-B2,0,3,8192.0,0.284926066153227,0.2838532655820907,1.0,0.7522876738920667,0.6223506743737958,0.37235067437379576,0.24566473988439305
2463656-B2,0,5,1024.0,0.009752850744550396,0.061691419219927504,1.0,0.0002015247370963349,0.023603082851637765,0.011078998073217727,0.004816955684007707
2463656-B2,0,5,2048.0,0.03681595443601809,0.12003093408083162,1.0,0.08890154733489677,0.0968208092485549,0.04865125240847784,0.02167630057803468
2463656-B2,0,5,4096.0,0.11412042815260807,0.2054292893644096,1.0,0.44574479656236776,0.2779383429672447,0.1531791907514451,0.08092485549132948
2463656-B2,0,5,8192.0,0.3174853195034109,0.30498193436680565,1.0,0.8184869802345491,0.6546242774566474,0.4060693641618497,0.2842003853564547
2463656-B2,0,10,1024.0,0.012654053223702973,0.06373420013646695,1.0,0.009443509954654249,0.03468208092485549,0.011078998073217727,0.004816955684007707
2463656-B2,0,10,2048.0,0.04935226031450578,0.12692776719443455,1.0,0.17383937403998972,0.14691714836223507,0.05346820809248555,0.022639691714836225
2463656-B2,0,10,4096.0,0.1402130002139637,0.21754522115932767,1.0,0.49750201356629564,0.34826589595375723,0.18689788053949905,0.098747591522158
2463656-B2,0,10,8192.0,0.34055138915972805,0.2992243255839199,1.0,0.8212915655592745,0.7153179190751445,0.44026974951830444,0.302504816955684
2464548-B,0,3,1024.0,0.0028572755588053755,0.034321138299324795,1.0,1.1382924377527688e-16,0.007401480296059212,0.0030006001200240046,0.001200240048009602
2464548-B,0,3,2048.0,0.010730587709174094,0.06933046617734799,1.0,8.922170774255277e-05,0.025805161032206442,0.01280256051210242,0.0072014402880576115
2464548-B,0,3,4096.0,0.03351248382373078,0.11711040143594847,1.0,0.06462432837026873,0.08641728345669134,0.04060812162432487,0.01920384076815363
2464548-B,0,3,8192.0,0.1080806499088528,0.1942978478118406,1.0,0.38421256693536515,0.273254650930186,0.133626725345069,0.0630126025205041
2464548-B,0,5,1024.0,0.0037234714990960534,0.03635353333847207,1.0,2.1258482551732917e-09,0.011002200440088018,0.0034006801360272052,0.001200240048009602
2464548-B,0,5,2048.0,0.01393301460703968,0.07252274239786251,1.0,0.0045272749079030864,0.03740748149629926,0.013202640528105622,0.0072014402880576115
2464548-B,0,5,4096.0,0.043314487730289467,0.12402528964729075,1.0,0.1432581648104099,0.1222244448889778,0.046609321864372874,0.02020404080816163
2464548-B,0,5,8192.0,0.12801270466804077,0.2068015018179249,1.0,0.4417050912531926,0.3280656131226245,0.16383276655331067,0.07981596319263853
2464548-B,0,10,1024.0,0.005130380328247666,0.03839863578477162,1.0,4.960194833780256e-05,0.015803160632126424,0.0034006801360272052,0.001200240048009602
2464548-B,0,10,2048.0,0.01900194522096631,0.07528933340551354,1.0,0.03830412903569703,0.05761152230446089,0.013202640528105622,0.0072014402880576115
2464548-B,0,10,4096.0,0.0588148231699354,0.1265076539117326,1.0,0.16880662813020558,0.17563512702540507,0.05001000200040008,0.021004200840168033
2464548-B,0,10,8192.0,0.17764925121000394,0.20657359347304555,1.0,0.5011003785113031,0.510502100420084,0.19583916783356672,0.10082016403280657
2465243-B2,0,3,1024.0,0.002020516169788923,0.028913077286953626,1.0,2.8625185805493937e-20,0.0048039969254419675,0.0023059185242121443,0.0011529592621060721
2465243-B2,0,3,2048.0,0.007481633707190728,0.05540757176903648,1.0,1.1237117642101431e-05,0.019408147578785548,0.008070714834742506,0.004419677171406611
2465243-B2,0,3,4096.0,0.026738532052725496,0.1035845462451672,1.0,0.03760715052150661,0.07013835511145274,0.03228285933897002,0.012682551883166795
2465243-B2,0,3,8192.0,0.08177289594669991,0.17648182944400334,1.0,0.3072717757665962,0.21598770176787088,0.1020368946963874,0.04400461183704842
2465243-B2,0,5,1024.0,0.002982115013068077,0.03242353588911887,1.0,1.432946669264409e-12,0.008262874711760184,0.002690238278247502,0.0011529592621060721
2465243-B2,0,5,2048.0,0.010676301882960582,0.06381727593046775,1.0,0.000613525834963546,0.029208301306687164,0.01210607225211376,0.005764796310530361
2465243-B2,0,5,4096.0,0.03654647414877826,0.11785930261660311,1.0,0.09692772471440679,0.09742505764796311,0.04016141429669485,0.016525749423520367
2465243-B2,0,5,8192.0,0.11214746162301607,0.1982213618040733,1.0,0.37893986008431824,0.3047655649500384,0.14239046887009993,0.05668716372021522
2465243-B2,0,10,1024.0,0.0048531788756463416,0.03651349357714846,1.0,1.5003648205716388e-06,0.016910069177555727,0.0032667179093005382,0.0011529592621060721
2465243-B2,0,10,2048.0,0.018146268975785695,0.07415956448559945,1.0,0.020318357048379265,0.0568793235972329,0.017678708685626442,0.005764796310530361
2465243-B2,0,10,4096.0,0.065475925110182,0.15105060806419007,1.0,0.2627610603727641,0.18351268255188316,0.08339738662567256,0.0334358186010761
2465243-B2,0,10,8192.0,0.18508192689795244,0.2779803954078922,1.0,0.6788895226090008,0.36222136817832434,0.2619139123750961,0.1823597232897771
2465396-B2,0,3,1024.0,0.005868802435544413,0.04820792554140615,1.0,1.5555918674469312e-06,0.012586276898091758,0.007714169711733658,0.0028420625253755584
2465396-B2,0,3,2048.0,0.02340407212153014,0.0943951317704333,1.0,0.02690569979741816,0.06293138449045879,0.02882663418595209,0.014210312626877792
2465396-B2,0,3,4096.0,0.08831661925583772,0.1861095268101933,1.0,0.3634152637685613,0.21843280552172148,0.12017864393016646,0.06536743808363785
2465396-B2,0,3,8192.0,0.24323307866210972,0.318897334213983,1.0,0.8100610043784042,0.4470158343483557,0.31790499390986604,0.24116930572472595
2465396-B2,0,5,1024.0,0.00865278346399646,0.055582994646496846,1.0,0.0001247543589546015,0.01989443767762891,0.011774259033698742,0.0036540803897685747
