metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9693234291587872,0.9137970196921854,0.9225041397361252,0.9629743570867033,0.9135964966461536,0.8853007688828585,0.9418922244094489,0.9418766319791022
std,0.013030549007538203,0.014878077339487416,0.013545410774994512,0.015488035422617443,0.01597028946742415,0.04093792666695727,0.025727224369918898,0.02183104857055308
