metric,test_auc,test_f1,test_acc,val_auc
mean,0.9646042642683149,0.9238035597190384,0.9307782703915389,0.9663975693517024
std,0.014811180536927468,0.018673542669621207,0.017776186130665183,0.008920263958820254
