,folds,test_auc,test_acc,test_f1
0,0,0.9820075757575758,0.9329896907216495,0.9256376234704408
1,1,0.9506392045454546,0.9072164948453608,0.8994239631336405
2,2,0.975437771771066,0.9587628865979382,0.9533653846153847
3,3,0.9436888570746838,0.917098445595855,0.9091764705882353
4,4,0.971247912192794,0.9378238341968912,0.9314143567874911
