fold,visual_ratio_mean,visual_ratio_median,visual_ratio_gt_0_5_percent,concept_ratio_mean,concept_ratio_median,csg_ratio_mean,csg_ratio_median,full_margin_mean,concept_margin_mean,visual_margin_mean,csg_margin_mean,delta_visual_ratio_vs_step58C,delta_concept_ratio_vs_step58C,delta_csg_ratio_vs_step58C
1,0.3399659772595563,0.3310799747705459,0.13402061855670103,0.6600340228412569,0.6689200699329376,0.0028075830639291,0.0018801307305693,8.303211008227363,4.323933923674613,3.977808138067575,0.0089099078220747,0.07157871178615371,-0.07157871503498137,0.0024174029293084
2,0.2401152754204885,0.2618137001991272,0.0,0.7598847224540317,0.7381862998008728,0.0025117636332769,0.0027346310671418,9.06987244382347,4.681987930204451,4.390052213804009,0.0277284262245809,-0.06666238811083103,0.06666238133593927,-0.005633568645503699
3,0.2828702070587074,0.2823710888624191,0.015463917525773196,0.7171297930565077,0.7176289260387421,0.0003073791045612,0.0001792372131603,8.474873218954224,4.943082230607259,3.5331249197887398,0.0025193513018203,-0.056642010248630414,0.05664201179219519,-0.0006092953826843
4,0.3343548867730858,0.3000746369361877,0.20207253886010362,0.6656451095571172,0.6999253034591675,0.0010658283740458,0.001118937623687,8.459654138495885,4.194849231082541,4.265884973842246,0.0100543925606819,-0.03465544615047039,0.034655439221044415,-0.00015429585265670006
5,0.266512685805231,0.2680063545703888,0.031088082901554404,0.7334873159005852,0.7319936752319336,0.0061916110729999,0.0072434791363775,7.687163348642656,4.0472407847488485,3.640361936907694,0.0588359861798135,,,
