fold,learned_alpha_final,ccra_enabled,ccra_scale,ccra_norm,ccra_dropout,ccra_clip,ccra_query_source,detach_prompt,low_ccra_delta_abs_mean,high_ccra_delta_abs_mean,low_original_region_norm,high_original_region_norm,low_fused_region_norm,high_fused_region_norm,low_ccra_region_norm,high_ccra_region_norm,low_ccra_delta_vs_original_ratio,high_ccra_delta_vs_original_ratio,status,anomaly_count
1,0.07902898639440536,1.0,1.0,,0.0,5.0,,False,0.3711886154775767,0.8804680100190885,22.780644328323834,22.55726346281386,22.091532530243864,22.442325218436643,131.0645307560557,300.7551563695534,0.01629403497670464,0.03903257199041715,completed,0
2,0.07932858914136887,1.0,1.0,,0.0,5.0,,False,0.8065044864359283,0.5820152874383115,22.628851231840468,22.601444509840505,22.11074452547683,22.49523979855567,266.59801998335064,199.20706650645462,0.03564054039566608,0.025751242898873403,completed,0
3,0.0711386650800705,1.0,1.0,,0.0,5.0,,False,0.3293112570554325,0.7207878373908935,22.84595726445778,22.583897305518082,22.185499555056857,22.426635624207172,130.36793730430998,277.6474916910388,0.014414421477000356,0.03191600757123432,completed,0
4,0.07392071932554245,1.0,1.0,,0.0,5.0,,False,0.38358858328100315,0.5989615189905612,22.701435286764035,22.64923028501204,22.079825910261874,22.471548959998888,139.7752157418839,220.92031109271272,0.016897107096336444,0.026445115858392744,completed,0
5,0.07996787130832672,1.0,1.0,,0.0,5.0,,False,0.5696290426072061,0.6470670486978917,22.788525319470025,22.53935637004635,22.002983231618614,22.466233139828695,194.3147517881245,225.50206692354666,0.024996309968356195,0.028708319708623566,completed,0
