metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9718276515151515,0.9202021389117405,0.9278350515463918,0.9503432765151514,0.9232954545454546,0.9090909090909091,0.9375,0.9503591691789146
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
