metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9797585227272727,0.919625946969697,0.9278350515463918,0.941110321969697,0.919625946969697,0.8939393939393939,0.9453125,0.9578585847104837
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
