exp_id,experiment,train_dir,status,test_auc_mean,test_auc_std,test_acc_mean,test_acc_std,test_f1_mean,test_f1_std,val_auc_mean,val_auc_std,balanced_acc_mean,balanced_acc_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,pr_auc_mean,pr_auc_std
baseline_peps,Baseline PEPS topk=5 tau=0.07,/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_peps_topk5_tau0.07_s1,partial_3folds,0.9669181977252843,0.007971363261048504,0.9346010718800635,0.00227883708838135,0.9279005994981739,0.0018173895107538318,0.9712871698682678,0.003951615149785542,0.9321220323311858,0.004547191922402854,0.9242424242424243,0.024742320634173542,0.9400016404199475,0.015920210091938312,0.9406514640865171,0.009610259382519241
l2h_lambda005,Stage 8.1-A L2H-SDA-PEPS lambda=0.05,/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_peps_topk5_tau0.07_k5_s8192_l0.05_s1,partial_3folds,0.9456856334009386,0.026621058320993027,0.9036020155618467,0.02576463160288433,0.892118154225683,0.030465223553550132,0.9662048867820882,0.015057766940409882,0.8927320697128768,0.03752729807290928,0.8585858585858586,0.07456981343552226,0.9268782808398951,0.003972835835898762,0.9029367288645368,0.04763886276836173
l2h_attn_bias_b005,Stage 8.2 Attention-Bias beta=0.05,/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.05_fold1_s1;/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.05_fold2_s1;/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.05_fold4_s1,partial_3folds,0.9565296481050664,0.010596933815200604,0.9105015757705252,0.006391972290496224,0.9003269904995616,0.007738007482797494,0.9632225600997636,0.011523457756888357,0.9004174993040643,0.011095203129914695,0.8686868686868688,0.028569970957032252,0.9321481299212598,0.009552321492974941,0.9184514772465375,0.0018317722722740936
l2h_attn_bias_b001,Stage 8.2-A Attention-Bias beta=0.01,/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.01_fold1_s1;/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.01_fold2_s1;/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.01_fold4_s1,partial_3folds,0.9585991248608128,0.014077345512809996,0.9121930808539429,0.021996265485702386,0.9016493378132872,0.025365666093087443,0.9625982327572649,0.00597337054774091,0.9004759081961345,0.02964410559375875,0.8636363636363638,0.05392463763652178,0.9373154527559056,0.006606191809677396,0.9294858023204103,0.016360388504812376
l2h_attn_bias_b002,Stage 8.2-A Attention-Bias beta=0.02,/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.02_fold1_s1;/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.02_fold2_s1;/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.02_fold4_s1,partial_3folds,0.9526704669728785,0.020600300529586384,0.9087566547371044,0.010795008293745119,0.8985381436522708,0.012348217624460776,0.9494111640816141,0.01898396258599396,0.8990949107213871,0.014106016348379522,0.8686868686868686,0.025752623806024142,0.9295029527559056,0.006384216438786549,0.9215579685636818,0.02924088051005323
l2h_attn_bias_b003,Stage 8.2-A Attention-Bias beta=0.03,/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.03_fold1_s1;/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.03_fold2_s1;/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_l2h_sda_attnbias_topk5_tau0.07_k5_s8192_b0.03_fold4_s1,partial_3folds,0.9472421682374931,0.023913286750743352,0.9002012000783434,0.03179185038011351,0.8842540876997398,0.04279823523706168,0.9661484370641126,0.010428565429613736,0.8791501381929531,0.055219665472227696,0.8131313131313131,0.12876311903012086,0.9451689632545932,0.019137715200476885,0.9145960249679382,0.029287690144006943
