fold,test_auc_delta_b001_minus_base,test_auc_delta_b001_minus_l005,test_auc_delta_b001_minus_b005,test_acc_delta_b001_minus_base,test_acc_delta_b001_minus_l005,test_acc_delta_b001_minus_b005,test_f1_delta_b001_minus_base,test_f1_delta_b001_minus_l005,test_f1_delta_b001_minus_b005,val_auc_delta_b001_minus_base,val_auc_delta_b001_minus_l005,val_auc_delta_b001_minus_b005,balanced_acc_delta_b001_minus_base,balanced_acc_delta_b001_minus_l005,balanced_acc_delta_b001_minus_b005,sensitivity_delta_b001_minus_base,sensitivity_delta_b001_minus_l005,sensitivity_delta_b001_minus_b005,specificity_delta_b001_minus_base,specificity_delta_b001_minus_l005,specificity_delta_b001_minus_b005,pr_auc_delta_b001_minus_base,pr_auc_delta_b001_minus_l005,pr_auc_delta_b001_minus_b005,test_auc_delta_b002_minus_base,test_auc_delta_b002_minus_l005,test_auc_delta_b002_minus_b005,test_acc_delta_b002_minus_base,test_acc_delta_b002_minus_l005,test_acc_delta_b002_minus_b005,test_f1_delta_b002_minus_base,test_f1_delta_b002_minus_l005,test_f1_delta_b002_minus_b005,val_auc_delta_b002_minus_base,val_auc_delta_b002_minus_l005,val_auc_delta_b002_minus_b005,balanced_acc_delta_b002_minus_base,balanced_acc_delta_b002_minus_l005,balanced_acc_delta_b002_minus_b005,sensitivity_delta_b002_minus_base,sensitivity_delta_b002_minus_l005,sensitivity_delta_b002_minus_b005,specificity_delta_b002_minus_base,specificity_delta_b002_minus_l005,specificity_delta_b002_minus_b005,pr_auc_delta_b002_minus_base,pr_auc_delta_b002_minus_l005,pr_auc_delta_b002_minus_b005,test_auc_delta_b003_minus_base,test_auc_delta_b003_minus_l005,test_auc_delta_b003_minus_b005,test_acc_delta_b003_minus_base,test_acc_delta_b003_minus_l005,test_acc_delta_b003_minus_b005,test_f1_delta_b003_minus_base,test_f1_delta_b003_minus_l005,test_f1_delta_b003_minus_b005,val_auc_delta_b003_minus_base,val_auc_delta_b003_minus_l005,val_auc_delta_b003_minus_b005,balanced_acc_delta_b003_minus_base,balanced_acc_delta_b003_minus_l005,balanced_acc_delta_b003_minus_b005,sensitivity_delta_b003_minus_base,sensitivity_delta_b003_minus_l005,sensitivity_delta_b003_minus_b005,specificity_delta_b003_minus_base,specificity_delta_b003_minus_l005,specificity_delta_b003_minus_b005,pr_auc_delta_b003_minus_base,pr_auc_delta_b003_minus_l005,pr_auc_delta_b003_minus_b005
1,-0.0008877840909091717,-0.0034919507575758013,0.007398200757575801,0.010309278350515205,0.005154639175257603,0.025773195876288568,0.01135997657736798,0.0049983896940419825,0.028089689982273125,-0.01154119318181801,0.008463541666666852,0.008108428030303205,0.011482007575757458,0.00023674242424243097,0.026870265151515027,0.015151515151515249,-0.015151515151515138,0.030303030303030276,0.0078125,0.015625,0.0234375,-0.003950852943124028,-0.0136932881558538,0.033915547920550626,-0.006747159090909172,-0.009351325757575801,0.0015388257575758013,-0.01030927835051565,-0.015463917525773252,0.005154639175257714,-0.011962894396600143,-0.01832448127992614,0.004766819008305001,-0.03509706439393945,-0.015092329545454586,-0.015447443181818232,-0.015151515151515138,-0.026396780303030165,0.00023674242424243097,-0.030303030303030276,-0.06060606060606066,-0.015151515151515249,0.0,0.0078125,0.015625,-0.017296062863672246,-0.027038498076402018,0.02057033800000241,0.0030776515151516026,0.00047348484848497296,0.011363636363636576,-0.005154639175257825,-0.010309278350515427,0.010309278350515538,-0.0048847899282682405,-0.011246376811594239,0.011844923476636904,-0.015684185606060663,0.004320549242424199,0.003965435606060552,-0.000236742424242542,-0.011482007575757569,0.015151515151515027,0.015151515151515249,-0.015151515151515138,0.030303030303030276,-0.015625,-0.0078125,0.0,0.001449663828645753,-0.008292771384084019,0.03931606469232041
2,-0.0037878787878787845,0.015269886363636243,-0.0004142992424241987,-0.03608247422680422,0.020618556701030966,-0.005154639175257825,-0.043719530862798006,0.024453083494114014,-0.00710247394732566,-0.005876131155247211,-0.014690327888118415,-0.006581266893876836,-0.06036931818181801,0.026633522727272818,-0.011245265151515138,-0.13636363636363635,0.045454545454545525,-0.030303030303030276,0.015625,0.0078125,0.0078125,-0.005293298499487342,0.030755318511311525,0.007082598564300047,0.0033143939393940336,0.02237215909090906,0.006687973484848619,-0.02577319587628879,0.030927835051546393,0.005154639175257603,-0.029730242371878934,0.038442371985033086,0.006886814543593411,-0.0007051357386296253,-0.00951933247150083,-0.0014102714772592506,-0.037878787878787734,0.049124053030303094,0.011245265151515138,-0.0757575757575758,0.10606060606060608,0.030303030303030276,0.0,-0.0078125,-0.0078125,0.013930834428132588,0.049979451438931455,0.026306731491919977,-0.029237689393939448,-0.01017992424242442,-0.025864109848484862,-0.07731958762886615,-0.020618556701030966,-0.046391752577319756,-0.102857630082419,-0.034685015725506974,-0.06624057316694665,0.0019978845927841604,-0.006816312140087044,0.0012927488541545351,-0.13565340909090906,-0.04865056818181823,-0.08652935606060619,-0.31818181818181823,-0.13636363636363635,-0.21212121212121215,0.046875,0.0390625,0.0390625,-0.04375563253609693,-0.0077070155252980665,-0.031379735472309545
4,-0.020281555714626642,0.02696253877356236,-0.0007754712479122183,-0.041450777202072575,0.0,-0.015544041450777368,-0.04639423076923066,-0.0008579224253436601,-0.017020174093770435,-0.00864948699594359,-0.0045931758530182165,-0.0034001431639226753,-0.04605106179909324,-0.003638749701741828,-0.015449773323789051,-0.06060606060606055,-0.015151515151515138,-0.015151515151515138,-0.03149606299212582,0.007874015748031371,-0.015748031496063075,-0.024252833855708977,0.062585190012163,-0.007895171263232359,-0.03931042710570265,0.007933667382486354,-0.019804342638988226,-0.041450777202072575,0.0,-0.015544041450777368,-0.04639423076923066,-0.0008579224253436601,-0.017020174093770435,-0.02982581722739197,-0.025769506084466598,-0.024576473395371057,-0.04605106179909324,-0.003638749701741828,-0.015449773323789051,-0.06060606060606055,-0.015151515151515138,-0.015151515151515138,-0.03149606299212582,0.007874015748031371,-0.015748031496063075,-0.053915258132966604,0.03292276573490538,-0.037557595540489985,-0.032868050584586084,0.01437604390360292,-0.01336196611787166,-0.020725388601036232,0.020725388601036343,0.005181347150258975,-0.02319711538461544,0.02233919295927156,0.006176941290844784,-0.00172989739918894,0.002326413743736433,0.003519446432831974,-0.02302553089954662,0.019386781197804792,0.007575757575757569,-0.030303030303030276,0.015151515151515138,0.015151515151515138,-0.015748031496062742,0.023622047244094446,0.0,-0.03586034864828591,0.05097767521958607,-0.019502686055809293
