metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9591807538007885,0.8903255559014646,0.9018642166550933,0.9671252622557398,0.8891071469112918,0.8488466757123474,0.9293676181102363,0.9077836807363866
std,0.022062786474761804,0.044518892694122576,0.03898142396927363,0.013575764893080157,0.04471545835367619,0.07375816637751072,0.03944510260659414,0.04946660480391473
