metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.6333333333333333,0.17391304347826086,0.21052631578947367,0.4428571428571429,0.5,1.0,0.0,0.475
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
