,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,0,0.9718276515151515,0.9278350515463918,0.9202021389117405,0.9503432765151514,0.9232954545454546,0.9090909090909091,0.9375,0.9503591691789146
1,1,0.9500473484848485,0.9020618556701031,0.8887983829607506,0.979903631449054,0.8817471590909092,0.8181818181818182,0.9453125,0.908740847429537
2,2,0.9917734163826537,0.9484536082474226,0.9430015277941004,0.9670722977809592,0.9430015277941004,0.9253731343283582,0.9606299212598425,0.9869578429855754
3,3,0.9512049630159867,0.9067357512953368,0.8963851109520401,0.953591028394178,0.8963851109520401,0.8636363636363636,0.9291338582677166,0.9051423835798336
4,4,0.9627773801002146,0.9222797927461139,0.915134992524844,0.9769176136363636,0.9227511333810546,0.9242424242424242,0.9212598425196851,0.8875988145264623
