slide_id,fold_ids,num_folds,status,scale_ratio,n_low,n_high,n_low_sampled,n_high_sampled,nearest_dist_mean,nearest_dist_median,nearest_dist_p10,nearest_dist_p90,nearest_dist_min,nearest_dist_max,coverage_256,coverage_512,coverage_1024
2474124-B2,1,1,ok,8.0,209,3104,209,2000,136047.85210498245,128338.04439561206,97725.63741073043,176668.24191919708,60541.83487473765,188246.61582349893,0.0,0.0,0.0
2474140-B3,4,1,ok,1.0,227,3068,227,2000,1850.4902311069993,2048.0,1024.0,2896.309375740099,0.0,8825.691644284883,0.0555,0.0555,0.2705
2474140-B3,4,1,ok,2.0,227,3068,227,2000,6317.537909682465,4711.511434773347,1940.5666636161925,13822.594980682896,102.61578825892242,23239.78381999282,0.0025,0.007,0.026
2474140-B3,4,1,ok,4.0,227,3068,227,2000,29673.10602856478,29895.857269168846,6869.077695936973,53963.18820902767,1148.8781484561364,63881.997213612536,0.0,0.0,0.0
2474140-B3,4,1,ok,8.0,227,3068,227,2000,108563.45777597549,110441.1609649158,76413.8784807123,139106.03222018736,55914.9855494929,150876.11871996179,0.0,0.0,0.0
2474150-B3,0,1,ok,1.0,220,3180,220,2000,1778.4711451672981,1448.1546878700494,1024.0,2896.309375740099,0.0,5514.408762505732,0.0585,0.0585,0.275
2474150-B3,0,1,ok,2.0,220,3180,220,2000,11213.377312581562,8122.108100733454,2416.4767741486776,25211.06324492307,439.11843504913344,34961.26028906853,0.0,0.0055,0.0185
2474150-B3,0,1,ok,4.0,220,3180,220,2000,32055.951783575372,26365.794570370937,5281.18896921001,65696.9832317948,485.8240422210494,78123.80738289705,0.0,0.001,0.002
2474150-B3,0,1,ok,8.0,220,3180,220,2000,130113.62649837995,123874.80686174752,92695.89119059143,168864.9481117948,79639.15334180795,181282.61392643256,0.0,0.0,0.0
2474188-B2,2,1,ok,1.0,317,4656,317,2000,1795.1190393843715,1448.1546878700494,1024.0,2896.309375740099,0.0,8275.032326220848,0.056,0.056,0.2715
2474188-B2,2,1,ok,2.0,317,4656,317,2000,9274.027085683298,7321.445832052941,2576.4471661573034,19753.610621364936,472.4743379274688,27747.38618320652,0.0,0.003,0.0115
2474188-B2,2,1,ok,4.0,317,4656,317,2000,33029.15610910926,16458.2162288091,5109.154987968881,70511.24997462568,244.75293665245368,84129.33281561194,0.0005,0.001,0.0025
2474188-B2,2,1,ok,8.0,317,4656,317,2000,129000.01671544413,115775.81339661083,81214.9566430644,178737.7648556169,57977.10776677291,194231.70328244564,0.0,0.0,0.0
2474189-B7,4,1,ok,1.0,61,844,61,844,1829.821049561917,1448.1546878700494,1024.0,2896.309375740099,0.0,6476.344648024841,0.05924170616113744,0.05924170616113744,0.28791469194312796
2474189-B7,4,1,ok,2.0,61,844,61,844,28097.952038428255,31042.366018072786,5579.154429996827,42471.61165669997,1001.2836760878507,78899.54411148393,0.0,0.0,0.001184834123222749
2474189-B7,4,1,ok,4.0,61,844,61,844,56746.03552178988,55765.90120368876,38204.26165220707,72288.17506062727,31774.613325735372,100038.62354610843,0.0,0.0,0.0
2474189-B7,4,1,ok,8.0,61,844,61,844,156914.7725758206,156320.58134667447,136395.12285725275,175429.00893997305,123994.59398296363,195988.04153570186,0.0,0.0,0.0
2474291-B2,0,1,ok,1.0,316,4662,316,2000,1753.164952191256,1448.1546878700494,1024.0,2896.309375740099,0.0,5120.0,0.0615,0.0615,0.2815
2474291-B2,0,1,ok,2.0,316,4662,316,2000,9601.184267511215,5468.996343023096,2153.6947323146796,22653.158822078276,230.0630348404541,42640.5021077379,0.0035,0.0075,0.02
2474291-B2,0,1,ok,4.0,316,4662,316,2000,28114.207170353307,21451.291831043633,4995.265858790701,61285.24551687618,335.393798392278,75566.99010149868,0.0,0.001,0.004
2474291-B2,0,1,ok,8.0,316,4662,316,2000,114967.20741497207,112680.37744488928,69954.79061262587,160393.28404081106,35627.807566562384,177042.04892906093,0.0,0.0,0.0
2474337-B3,0,1,ok,1.0,301,4367,301,2000,1739.2422001781927,1448.1546878700494,1024.0,2896.309375740099,0.0,5120.0,0.059,0.059,0.289
2474337-B3,0,1,ok,2.0,301,4367,301,2000,9154.727024624928,6417.5503893619725,2259.1476268716924,19803.41784741394,88.68483523128404,33316.375553172045,0.0015,0.0035,0.0225
2474337-B3,0,1,ok,4.0,301,4367,301,2000,42910.9377047848,42566.22086794602,17074.050245917093,70832.33908321819,1078.295414067963,84927.16298099213,0.0,0.0,0.0
2474337-B3,0,1,ok,8.0,301,4367,301,2000,152803.04801255785,153436.00584443938,122955.98846580822,183415.42104537855,94844.97498549936,196633.11901101502,0.0,0.0,0.0
2474500-B2,3,1,ok,1.0,257,3784,257,2000,1785.2367172104953,1448.1546878700494,1024.0,2896.309375740099,0.0,5792.618751480198,0.055,0.055,0.274
2474500-B2,3,1,ok,2.0,257,3784,257,2000,13693.808095515415,10232.809975759346,2626.389156237133,31600.938283375264,461.78783006917797,46096.73463489578,0.0,0.0025,0.0115
2474500-B2,3,1,ok,4.0,257,3784,257,2000,32596.728325151576,32029.667419360114,7601.2893643118205,58182.40530116556,480.41648597857255,74712.88188793148,0.0,0.0005,0.001
2474500-B2,3,1,ok,8.0,257,3784,257,2000,121464.41577459982,122004.10067887077,84791.5759146772,157297.60398698077,67147.29659487416,175411.55519520372,0.0,0.0,0.0
2474612-B2,3,1,ok,1.0,268,3923,268,2000,1704.8347951060914,1448.1546878700494,1024.0,2896.309375740099,0.0,4579.4672179195695,0.0615,0.0615,0.293
2474612-B2,3,1,ok,2.0,268,3923,268,2000,14447.65884903721,11607.510370445507,2596.243440049488,31847.082168499302,415.3372123949406,42562.21903284649,0.0,0.006,0.01
2474612-B2,3,1,ok,4.0,268,3923,268,2000,31429.70570096007,29972.452812719683,8472.00145236096,58327.095315985,950.2973218945742,73080.33935334455,0.0,0.0,0.0005
2474612-B2,3,1,ok,8.0,268,3923,268,2000,115472.4306910731,114103.8371661669,77869.78503651079,155623.01407275046,58726.17100577902,170419.3416252979,0.0,0.0,0.0
2474626-B2,2,1,ok,1.0,212,3019,212,2000,1823.8694780297712,2048.0,1024.0,2896.309375740099,0.0,5120.0,0.053,0.054,0.268
2474626-B2,2,1,ok,2.0,212,3019,212,2000,6836.171661654994,5387.262106116613,2213.255746632097,13830.208955445962,231.5879962346926,19562.773653038057,0.0025,0.007,0.0205
2474626-B2,2,1,ok,4.0,212,3019,212,2000,23392.313918999425,23156.351980840256,7495.197166637103,39178.706224482885,305.17699782257506,54592.66122841054,0.0,0.001,0.0035
2474626-B2,2,1,ok,8.0,212,3019,212,2000,89383.82766007881,88873.04188682165,72281.55346985796,106939.03129892239,60006.11479674384,128434.28894574844,0.0,0.0,0.0
2474631-B3,3,1,ok,1.0,293,4105,293,2000,1698.3504871001905,1448.1546878700494,1024.0,2289.7336089597848,0.0,4579.4672179195695,0.0545,0.0555,0.295
2474631-B3,3,1,ok,2.0,293,4105,293,2000,8652.65939464506,4208.616399720934,1930.9862764918864,25862.01310964258,195.96938536414305,40528.089271516365,0.006,0.008,0.0255
2474631-B3,3,1,ok,4.0,293,4105,293,2000,63257.261390214844,65212.73136606904,22202.56826214918,106849.92632562992,6978.9079374928,122577.12610434297,0.0,0.0,0.0
2474631-B3,3,1,ok,8.0,293,4105,293,2000,225635.81527678424,226848.35836129752,183467.60430855365,268733.91792755725,170707.51886194118,286210.97047457844,0.0,0.0,0.0
2474638-B3,0,1,ok,1.0,155,2249,155,2000,1793.5561438001037,2048.0,1024.0,2896.309375740099,0.0,5514.408762505732,0.059,0.059,0.28
2474638-B3,0,1,ok,2.0,155,2249,155,2000,6667.507860920867,4726.426239771441,2060.3458447551957,14405.820005125719,278.21214926742505,21730.227449338858,0.0,0.0035,0.027
2474638-B3,0,1,ok,4.0,155,2249,155,2000,30388.321929560687,30512.309829936483,5130.6399211014605,60688.277167050815,524.3605629717017,69434.35029580099,0.0,0.0,0.005
2474638-B3,0,1,ok,8.0,155,2249,155,2000,122560.6867221069,125381.34936942506,88487.63822606365,155932.5638104238,75511.73600176333,165278.25309156676,0.0,0.0,0.0
2474704-B2,2,1,ok,1.0,144,2111,144,2000,1760.2274597868397,1448.1546878700494,1024.0,2896.309375740099,0.0,5792.618751480198,0.057,0.057,0.2855
2474704-B2,2,1,ok,2.0,144,2111,144,2000,9705.924796280508,8692.172225629218,2593.987278303423,19167.947736059108,338.54098717880527,26565.725926463972,0.0,0.0035,0.0155
2474704-B2,2,1,ok,4.0,144,2111,144,2000,47467.53999824712,46993.76963707515,26152.469290680758,68249.24406913624,14948.88256693456,77637.84037439476,0.0,0.0,0.0
2474704-B2,2,1,ok,8.0,144,2111,144,2000,149109.5782912042,150243.92645984312,125954.72474119873,169682.7664667063,113049.78323729771,177824.8383156864,0.0,0.0,0.0
2474718-B4,1,1,ok,1.0,154,2123,154,2000,1811.3968613983434,2048.0,1024.0,2896.309375740099,0.0,4579.4672179195695,0.0575,0.058,0.275
2474718-B4,1,1,ok,2.0,154,2123,154,2000,16990.851616690747,14678.086665580882,2537.8998634057543,37088.09657904803,325.35826407208407,45604.458839021434,0.0,0.005,0.018
2474718-B4,1,1,ok,4.0,154,2123,154,2000,13028.421382195658,10091.105429608797,4391.31818105026,27149.040866429903,145.79780519610026,42477.18570009082,0.0005,0.0015,0.005
2474718-B4,1,1,ok,8.0,154,2123,154,2000,49608.97932867346,48420.12448864734,16764.974283190906,83151.72236059024,6939.066940158454,98701.34694622966,0.0,0.0,0.0
2474721-B,3,1,ok,1.0,309,4548,309,2000,1742.7704549948153,1448.1546878700494,1024.0,2896.309375740099,0.0,8444.120321264969,0.057,0.057,0.28
2474721-B,3,1,ok,2.0,309,4548,309,2000,8624.998797780774,4767.060310086291,2006.5532636837727,21678.95891915544,222.27910383119686,32644.45288253427,0.006,0.009,0.027
2474721-B,3,1,ok,4.0,309,4548,309,2000,20737.971385167344,14711.700701087331,4629.928390708049,48269.73831474004,434.234959440163,65294.94926868387,0.0,0.0015,0.005
2474721-B,3,1,ok,8.0,309,4548,309,2000,98315.5161433768,96680.66018229644,62877.79769233031,135027.88863385987,44910.93630731829,152587.79904042132,0.0,0.0,0.0
2474739-B2,0,1,ok,1.0,315,4727,315,2000,1718.9069024213236,1448.1546878700494,1024.0,2896.309375740099,0.0,4579.4672179195695,0.0555,0.0555,0.299
2474739-B2,0,1,ok,2.0,315,4727,315,2000,8266.795366664473,4965.519509578026,1962.3376365957006,18997.93673007677,422.715034035933,28127.66325168161,0.0,0.0015,0.024
2474739-B2,0,1,ok,4.0,315,4727,315,2000,34866.16762633595,28172.523772684755,5590.353208876877,70500.13591098168,511.5789284167205,83436.77385901255,0.0,0.002,0.003
2474739-B2,0,1,ok,8.0,315,4727,315,2000,140458.8809622293,136680.3814144752,102238.08898544672,179460.95768037665,77739.10964887623,192602.20891775878,0.0,0.0,0.0
2474901-B,3,1,ok,1.0,250,3626,250,2000,1749.5429068571193,1448.1546878700494,1024.0,2896.309375740099,0.0,8405.739051386261,0.0585,0.0585,0.2925
2474901-B,3,1,ok,2.0,250,3626,250,2000,6766.605417965275,4525.05911563595,1911.096282242211,15325.963599570825,379.5589545775465,25248.358699131317,0.0,0.0095,0.027
2474901-B,3,1,ok,4.0,250,3626,250,2000,19518.690984876514,16417.367332369693,4751.6970652599475,42116.25746053848,410.96228537421774,53752.05893730956,0.0,0.0015,0.006
2474901-B,3,1,ok,8.0,250,3626,250,2000,86835.53382932377,87083.09240304484,67087.89813128127,107246.56147082293,39696.884575492826,116666.26096691366,0.0,0.0,0.0
2475011-B2,0,1,ok,1.0,183,2646,183,2000,1747.7778537680406,1448.1546878700494,1024.0,2896.309375740099,0.0,5520.133694033144,0.06,0.06,0.288
2475011-B2,0,1,ok,2.0,183,2646,183,2000,7573.434477254858,5085.408144878836,2194.184145587568,16646.975479325894,302.7358584641073,23944.543950553747,0.0,0.008,0.026
2475011-B2,0,1,ok,4.0,183,2646,183,2000,28040.61385340468,28133.828144881918,4725.16338341861,55141.72225114184,202.07176942858692,64514.29559407744,0.0005,0.0005,0.003
2475011-B2,0,1,ok,8.0,183,2646,183,2000,107141.13148158975,113192.9846581114,70489.1322022497,141240.68860497716,56396.55366243579,152113.34973630685,0.0,0.0,0.0
2475022-B,0,1,ok,1.0,224,3274,224,2000,1794.6751718974397,1448.1546878700494,1024.0,2896.309375740099,0.0,12737.387487236148,0.0545,0.0545,0.284
2475022-B,0,1,ok,2.0,224,3274,224,2000,11072.17374507282,9078.259518540333,2585.4612741249866,22896.40630465018,408.8618348537804,30524.230375228137,0.0,0.0035,0.01
2475022-B,0,1,ok,4.0,224,3274,224,2000,47494.91288401464,54652.972175568444,13524.926037716628,81838.24034858317,3398.7482990065623,92340.96261140014,0.0,0.0,0.0
2475022-B,0,1,ok,8.0,224,3274,224,2000,168738.32220109904,176765.02826207512,133144.5445672447,204446.04243708545,113918.39715340099,215558.30691485773,0.0,0.0,0.0
2475126-B2,0,1,ok,1.0,231,3334,231,2000,1864.0761224931866,2048.0,1024.0,2896.309375740099,0.0,6757.246850604172,0.052,0.052,0.265
2475126-B2,0,1,ok,2.0,231,3334,231,2000,9488.103165410126,7220.355946904557,2300.0521733212922,20663.172360506505,394.0812099047606,29839.576689356705,0.0,0.0075,0.0225
2475126-B2,0,1,ok,4.0,231,3334,231,2000,29067.40230582189,27563.039092233645,6737.645628246154,56041.20312083585,305.52904935537634,69582.57253077095,0.0,0.001,0.0035
2475126-B2,0,1,ok,8.0,231,3334,231,2000,123409.39582396358,123349.56259138767,101395.79441691704,146998.85103519412,80595.1535143398,159862.09176662238,0.0,0.0,0.0
2475159-B,1,1,ok,1.0,178,2588,178,2000,1722.046935382525,1448.1546878700494,1024.0,2896.309375740099,0.0,5221.395981919011,0.062,0.062,0.3025
2475159-B,1,1,ok,2.0,178,2588,178,2000,7056.821418528751,4744.344001018476,1957.3042686307103,15565.875375286021,401.2779585275025,24371.3279285311,0.0,0.005,0.0245
2475159-B,1,1,ok,4.0,178,2588,178,2000,24048.13511241839,21973.538980160167,6308.2594271320195,46179.41834913409,355.5629339512205,57454.24447331981,0.0,0.0005,0.002
2475159-B,1,1,ok,8.0,178,2588,178,2000,93123.40870914469,90471.81017715795,63629.46603559931,123685.55790664844,49825.62450185647,135203.8484659368,0.0,0.0,0.0
2475184-B2,3,1,ok,1.0,243,3242,243,2000,1796.4279894410342,2048.0,1024.0,2896.309375740099,0.0,4633.944540022032,0.0535,0.0535,0.28
2475184-B2,3,1,ok,2.0,243,3242,243,2000,6506.16008734191,4692.693895834247,1898.8838827058382,13727.043591047355,325.3459696999488,28418.677590626907,0.0,0.0005,0.037
2475184-B2,3,1,ok,4.0,243,3242,243,2000,21300.257135645934,18825.520766788042,4904.790098150644,42662.210395484464,468.6704599182671,56837.578555036984,0.0,0.002,0.0065
2475184-B2,3,1,ok,8.0,243,3242,243,2000,88107.87496099273,86966.66332393052,56939.513258521096,118986.99803663729,33648.13486658659,133752.9462254944,0.0,0.0,0.0
2475349-B2,0,1,ok,1.0,132,1861,132,1861,2088.0126557177177,2048.0,1024.0,3072.0,0.0,35959.768909157356,0.05212251477700161,0.05212251477700161,0.2584631918323482
2475349-B2,0,1,ok,2.0,132,1861,132,1861,15869.32092436751,10069.010080439884,3007.447422649314,37964.27257303899,420.5948168962618,52309.64136753377,0.0,0.0021493820526598604,0.008597528210639442
2475349-B2,0,1,ok,4.0,132,1861,132,1861,39298.98471230251,38879.8976336101,17938.6404167094,61191.70852329586,9042.633465976602,94532.71875916825,0.0,0.0,0.0
2475349-B2,0,1,ok,8.0,132,1861,132,1861,110991.5295768102,109975.00170493293,96446.8787468003,128047.85019671357,85847.33542749012,145740.40411979103,0.0,0.0,0.0
2476242-B2,2,1,ok,1.0,240,3500,240,2000,1747.3316914797472,1448.1546878700494,1024.0,2896.309375740099,0.0,7230.776721763714,0.058,0.058,0.293
2476242-B2,2,1,ok,2.0,240,3500,240,2000,15965.97889189132,14911.555921499272,3318.1910702978307,30816.164938822105,346.30766667805665,44480.88768223944,0.0,0.0045,0.008
2476242-B2,2,1,ok,4.0,240,3500,240,2000,63187.24979232155,53875.07067195965,27880.837674511506,100395.7596706821,5100.865514792563,113444.25423969254,0.0,0.0,0.0
2476242-B2,2,1,ok,8.0,240,3500,240,2000,204048.31205444652,189943.06107779485,164125.38912278973,246972.0478666425,133066.10410243474,262001.66888781454,0.0,0.0,0.0
2476250-B2,1,1,ok,1.0,79,1047,79,1047,2024.5863518388057,2048.0,1024.0,2896.309375740099,0.0,24725.4001383193,0.05826170009551098,0.05826170009551098,0.276981852913085
2476250-B2,1,1,ok,2.0,79,1047,79,1047,27665.12078791573,26524.902111035208,10102.852976040947,46834.85469055117,2662.0653635851995,73686.63868029264,0.0,0.0,0.0
2476250-B2,1,1,ok,4.0,79,1047,79,1047,75378.3843325849,75659.02119377437,63191.31728506066,88062.43434712995,47297.265586923735,107305.63303014432,0.0,0.0,0.0
2476250-B2,1,1,ok,8.0,79,1047,79,1047,198261.63470415052,198689.77734146264,179059.4381991859,217265.17996533608,165934.16690965125,226106.7749184,0.0,0.0,0.0
2476252-B2,0,1,ok,1.0,120,1594,120,1594,1763.6970695426844,1448.1546878700494,1024.0,2896.309375740099,0.0,5120.0,0.05834378920953576,0.05834378920953576,0.2860727728983689
2476252-B2,0,1,ok,2.0,120,1594,120,1594,14896.85960047372,14768.669676040561,4546.625023501168,24378.19785936044,499.78495375511255,32817.35653583329,0.0,0.0012547051442910915,0.005018820577164366
2476252-B2,0,1,ok,4.0,120,1594,120,1594,45102.555548886696,57652.7410707269,12944.617820969559,74137.66241355034,806.7322976055935,80890.08900971738,0.0,0.0,0.0006273525721455458
2476252-B2,0,1,ok,8.0,120,1594,120,1594,150787.0831963494,166411.14655172586,114480.74756055984,183509.27913192022,102555.15308847235,190557.17278549238,0.0,0.0,0.0
2476286-B2,2,1,ok,1.0,302,4315,302,2000,1729.981288664956,1448.1546878700494,1024.0,2896.309375740099,0.0,4579.4672179195695,0.0565,0.0565,0.2965
2476286-B2,2,1,ok,2.0,302,4315,302,2000,9487.807356774088,6099.2488062055645,2264.7640053656805,21419.092884620488,385.25316351718647,36090.24959736355,0.0,0.0055,0.022
2476286-B2,2,1,ok,4.0,302,4315,302,2000,44090.967795295386,46446.06646303984,11164.64534103482,75259.54283894254,951.9075585370672,88651.09123411849,0.0,0.0,0.0005
2476286-B2,2,1,ok,8.0,302,4315,302,2000,155669.97397949203,153301.7767181027,118210.41014547354,193051.47975440274,83254.68510540413,206398.73383574813,0.0,0.0,0.0
2476295-B3,1,1,ok,1.0,249,3732,249,2000,1797.0700674642446,1448.1546878700494,1024.0,2896.309375740099,0.0,22267.258138351925,0.0625,0.0625,0.294
2476295-B3,1,1,ok,2.0,249,3732,249,2000,8719.335772952074,4612.026019007265,1967.479605993414,23301.17438352153,364.24716882907956,34103.67727973041,0.0,0.008,0.018
2476295-B3,1,1,ok,4.0,249,3732,249,2000,14224.714742346308,12125.744018409758,4417.8321362669485,27304.225019206326,80.0,53870.37576442177,0.0005,0.0015,0.004
2476295-B3,1,1,ok,8.0,249,3732,249,2000,51497.07723105016,51936.79995059426,32075.13855334232,70327.98550325273,11221.445361449656,87065.12725540577,0.0,0.0,0.0
2476299-B2,1,1,ok,1.0,227,3089,227,2000,1692.2069856469502,1448.1546878700494,1024.0,2289.7336089597848,0.0,5514.408762505732,0.0635,0.0635,0.3
2476299-B2,1,1,ok,2.0,227,3089,227,2000,6178.070240586061,3922.868465804073,1644.880846748481,14264.264961111596,468.7344664092881,27100.800357185024,0.0,0.0005,0.0435
2476299-B2,1,1,ok,4.0,227,3089,227,2000,10685.014240167186,8111.813900232784,3667.1263954218975,22345.747840103133,391.7397095010921,39249.6140235799,0.0,0.0005,0.0145
2476299-B2,1,1,ok,8.0,227,3089,227,2000,41621.50360649817,41297.66249228488,9984.22121616016,75353.94317856092,565.1548460377917,92237.62712147359,0.0,0.0,0.001
2476358-B2,2,1,ok,1.0,212,3078,212,2000,1735.5253996597914,1448.1546878700494,1024.0,2896.309375740099,0.0,6228.748831025377,0.0655,0.066,0.2925
2476358-B2,2,1,ok,2.0,212,3078,212,2000,8175.539677988309,5360.147575414756,2106.790581497859,18170.57062930901,329.84845004941286,31011.142787714227,0.0,0.007,0.027
2476358-B2,2,1,ok,4.0,212,3078,212,2000,34462.597819206414,34255.02312092585,13672.82849744281,55964.95550454157,1008.5558983021218,68434.07294615745,0.0,0.0,0.0005
2476358-B2,2,1,ok,8.0,212,3078,212,2000,124702.94881648017,124789.61500941403,106441.35238864181,142582.64618596665,94106.38414581658,153712.77382182653,0.0,0.0,0.0
2476376-B2,2,1,ok,1.0,262,3675,262,2000,1773.696081179786,1448.1546878700494,1024.0,2896.309375740099,0.0,9865.54413096409,0.058,0.058,0.2905
2476376-B2,2,1,ok,2.0,262,3675,262,2000,14792.022154706416,13329.469306765368,2739.3840548561275,30114.66358964975,323.9753077010654,41682.508945599715,0.0,0.0015,0.012
2476376-B2,2,1,ok,4.0,262,3675,262,2000,70851.20251346451,70901.58848326466,35584.077403414376,106333.2645665838,2260.252198317701,120600.02520729421,0.0,0.0,0.0
2476376-B2,2,1,ok,8.0,262,3675,262,2000,227496.46882339145,226404.14674852218,200776.99588424544,256211.6852456974,161813.85534001715,269140.1400311741,0.0,0.0,0.0
2476391-B2,4,1,ok,1.0,154,2214,154,2000,1782.5537258632628,1448.1546878700494,1024.0,2896.309375740099,0.0,6556.799219131237,0.0565,0.0565,0.282
2476391-B2,4,1,ok,2.0,154,2214,154,2000,19061.731099472956,18281.68902397454,4256.96147818792,35434.6758623239,352.4599268001967,44229.49225347268,0.0,0.002,0.005
2476391-B2,4,1,ok,4.0,154,2214,154,2000,48971.83701948223,49662.93781984568,25859.826071658692,72347.27728433227,12119.34127747874,88418.63389580276,0.0,0.0,0.0
2476391-B2,4,1,ok,8.0,154,2214,154,2000,152137.59918708657,149043.45004703436,123187.44774871849,181942.59660816574,113398.35018641144,197761.62718788497,0.0,0.0,0.0
2476681-B2,1,1,ok,1.0,172,2291,172,2000,1763.996808794074,1448.1546878700494,1024.0,2896.309375740099,0.0,7920.349550367079,0.0585,0.0585,0.2885
2476681-B2,1,1,ok,2.0,172,2291,172,2000,13525.79095315757,11945.762470432768,2514.7566482663883,28940.805732504323,445.4581910797017,40786.83023967418,0.0,0.0055,0.0185
2476681-B2,1,1,ok,4.0,172,2291,172,2000,33028.41448727062,35745.23941871305,6240.227426341104,60997.73128059766,234.6955474652214,72067.73275884292,0.0005,0.0005,0.002
2476681-B2,1,1,ok,8.0,172,2291,172,2000,122086.27699577043,129037.58640206081,85546.50694516923,157055.28050905734,73591.18948624218,170233.7001213332,0.0,0.0,0.0
2476693-B3,4,1,ok,1.0,220,3003,220,2000,1921.0215869052029,1804.5009576704938,1024.0,2896.309375740099,0.0,18492.340495459193,0.056,0.0565,0.272
2476693-B3,4,1,ok,2.0,220,3003,220,2000,10241.289423088208,8092.238157466623,2384.5242712121844,22487.599373882185,145.5609837834301,38594.29228525897,0.0065,0.007,0.017
2476693-B3,4,1,ok,4.0,220,3003,220,2000,37864.27403438671,27400.11257970117,8512.4151015878,74988.7746480437,433.0288673980062,88598.0114054486,0.0,0.0005,0.0015
2476693-B3,4,1,ok,8.0,220,3003,220,2000,149441.03395853023,143786.67573414493,109257.35200696989,192410.7489973323,93571.15723341248,208180.10168361434,0.0,0.0,0.0
2476750-B,3,1,ok,1.0,320,4596,320,2000,1718.4372392568594,1448.1546878700494,1024.0,2289.7336089597848,0.0,7168.0,0.0575,0.0575,0.2875
2476750-B,3,1,ok,2.0,320,4596,320,2000,8695.899941772073,4548.2903381380565,2094.891405300046,23084.83195780601,221.92115717073935,36960.098281795734,0.003,0.007,0.0245
2476750-B,3,1,ok,4.0,320,4596,320,2000,57447.44470862908,55540.4074398822,26889.803112832513,89760.48970946443,3365.412901859146,106206.37951177885,0.0,0.0,0.0
2476750-B,3,1,ok,8.0,320,4596,320,2000,193549.8719539033,192854.38397110184,165116.66974894478,223332.4995077149,133289.47254753468,240533.02439581972,0.0,0.0,0.0
2476834-B3,2,1,ok,1.0,303,4328,303,2000,1753.3824006280172,1448.1546878700494,1024.0,2896.309375740099,0.0,13750.400175994879,0.059,0.059,0.288
2476834-B3,2,1,ok,2.0,303,4328,303,2000,10596.876835019999,6515.105294621108,2256.795294217001,25100.400436592012,239.0188277102873,37493.66497156553,0.0005,0.005,0.0205
2476834-B3,2,1,ok,4.0,303,4328,303,2000,55053.77387482478,67668.50799584523,11531.756121956614,97206.50344888555,411.92353659386833,113561.54648911752,0.0,0.0005,0.001
2476834-B3,2,1,ok,8.0,303,4328,303,2000,193211.40604871506,206191.63192614552,148927.4087344254,236176.92166935487,126070.33949347484,250874.08178805557,0.0,0.0,0.0
2476856-B2,1,1,ok,1.0,260,3535,260,2000,1722.066698480182,1448.1546878700494,1024.0,2506.7147834898615,0.0,6476.344648024841,0.0605,0.0605,0.295
2476856-B2,1,1,ok,2.0,260,3535,260,2000,12761.413060714445,11120.073718903714,2593.384004563001,26500.21620151168,243.24884377936928,37334.028258413266,0.003,0.005,0.016
2476856-B2,1,1,ok,4.0,260,3535,260,2000,60588.80457599206,58524.722260677794,32976.823762468026,89885.20000139989,13084.661287171326,102057.17637677421,0.0,0.0,0.0
2476856-B2,1,1,ok,8.0,260,3535,260,2000,191473.05497388655,192995.49754967095,157936.07560407676,222367.37596765102,133908.7565209983,235161.74355961898,0.0,0.0,0.0
2476983-B,2,1,ok,1.0,178,2273,178,2000,1808.9205175246248,2048.0,1024.0,2896.309375740099,0.0,6231.371036938821,0.053,0.055,0.2675
2476983-B,2,1,ok,2.0,178,2273,178,2000,15008.521719594553,14376.086704444198,2827.5998942065285,29101.75369286188,231.81458107720488,38648.086162189196,0.0005,0.001,0.0175
2476983-B,2,1,ok,4.0,178,2273,178,2000,42107.568034533804,43997.52248941877,7717.536802940461,77987.35206524041,661.7083949898173,90637.03601177612,0.0,0.0,0.0015
2476983-B,2,1,ok,8.0,178,2273,178,2000,157021.16992967058,164349.7518743346,115439.8186915245,197139.28894433758,102548.94862454709,207886.20352731444,0.0,0.0,0.0
2476984-B2,3,1,ok,1.0,79,1070,79,1070,1713.8814992073476,1448.1546878700494,1024.0,2896.309375740099,0.0,5120.0,0.058878504672897194,0.058878504672897194,0.297196261682243
2476984-B2,3,1,ok,2.0,79,1070,79,1070,19413.83696204347,19060.622420291835,3016.891280772312,37181.78031805658,624.0520811598981,42646.63533035168,0.0,0.0,0.014953271028037384
2476984-B2,3,1,ok,4.0,79,1070,79,1070,25729.99589419873,28676.53996515228,4971.253865977878,48902.13351198152,332.77770358003255,58099.583001945895,0.0,0.001869158878504673,0.003738317757009346
2476984-B2,3,1,ok,8.0,79,1070,79,1070,82250.57597679629,98325.92966377802,42358.25556916488,120728.04475526063,31458.232706240826,130033.5242350987,0.0,0.0,0.0
2477039-B,4,1,ok,1.0,247,3531,247,2000,1694.7242982370944,1448.1546878700494,1024.0,2289.7336089597848,0.0,5514.408762505732,0.06,0.06,0.3
2477039-B,4,1,ok,2.0,247,3531,247,2000,17493.46689729706,14263.173640173687,2309.9251070110477,40765.15767876581,69.35416353759881,54924.01446544125,0.007,0.007,0.0205
2477039-B,4,1,ok,4.0,247,3531,247,2000,113034.54228888446,115829.3334735649,77970.72124163568,147597.70424298433,62005.757361716016,161057.00848146906,0.0,0.0,0.0
2477039-B,4,1,ok,8.0,247,3531,247,2000,326737.2498958546,330636.3738153657,290277.13739931636,363252.9743980427,274315.2020322607,376508.1351856823,0.0,0.0,0.0
2477053-B3,4,1,ok,1.0,396,5849,396,2000,1702.7363217742409,1448.1546878700494,1024.0,2289.7336089597848,0.0,4579.4672179195695,0.06,0.06,0.289
