proposal_radius,nms_radius,slide_count,mean_selected_anchors,median_selected_anchors,min_selected_anchors,full_anchor_slide_ratio,unique_classes,unique_concepts,class_distribution,top_concepts,anchor_pair_distance_mean_median,anchor_pair_distance_min_median,rankwise_anchor_drift_mean_vs_min_radius,rankwise_anchor_drift_median_vs_min_radius
512.0,512.0,194,16.0,16.0,16,1.0,2,23,"{""NonAdenocarcinoma"": 1592, ""Adenocarcinoma"": 1512}","{""benign reactive lung tissue"": 992, ""alveolar replacement by atypical glands"": 386, ""infiltrative glandular adenocarcinoma"": 339, ""papillary architecture"": 262, ""lepidic growth pattern"": 255, ""metastatic tumor in lung"": 238, ""inflammatory or granulomatous lesion"": 143, ""solid growth pattern"": 132, ""diffuse small blue cell growth pattern"": 67, ""fibroinflammatory scar-like lesion"": 54}",45716.948402912814,4096.0,0.0,0.0
512.0,1024.0,194,16.0,16.0,16,1.0,2,23,"{""NonAdenocarcinoma"": 1591, ""Adenocarcinoma"": 1513}","{""benign reactive lung tissue"": 991, ""alveolar replacement by atypical glands"": 386, ""infiltrative glandular adenocarcinoma"": 339, ""papillary architecture"": 262, ""lepidic growth pattern"": 255, ""metastatic tumor in lung"": 238, ""inflammatory or granulomatous lesion"": 143, ""solid growth pattern"": 133, ""diffuse small blue cell growth pattern"": 67, ""fibroinflammatory scar-like lesion"": 54}",45716.948402912814,4096.0,0.0,0.0
1024.0,512.0,194,16.0,16.0,16,1.0,2,23,"{""NonAdenocarcinoma"": 1591, ""Adenocarcinoma"": 1513}","{""benign reactive lung tissue"": 992, ""alveolar replacement by atypical glands"": 386, ""infiltrative glandular adenocarcinoma"": 339, ""papillary architecture"": 262, ""lepidic growth pattern"": 255, ""metastatic tumor in lung"": 237, ""inflammatory or granulomatous lesion"": 143, ""solid growth pattern"": 133, ""diffuse small blue cell growth pattern"": 67, ""fibroinflammatory scar-like lesion"": 54}",45716.948402912814,4096.0,131.58521065469697,0.0
1024.0,1024.0,194,16.0,16.0,16,1.0,2,23,"{""NonAdenocarcinoma"": 1591, ""Adenocarcinoma"": 1513}","{""benign reactive lung tissue"": 992, ""alveolar replacement by atypical glands"": 386, ""infiltrative glandular adenocarcinoma"": 339, ""papillary architecture"": 262, ""lepidic growth pattern"": 255, ""metastatic tumor in lung"": 237, ""inflammatory or granulomatous lesion"": 143, ""solid growth pattern"": 133, ""diffuse small blue cell growth pattern"": 67, ""fibroinflammatory scar-like lesion"": 54}",45716.948402912814,4096.0,27.730463409856046,0.0
2048.0,512.0,194,16.0,16.0,16,1.0,2,23,"{""NonAdenocarcinoma"": 1590, ""Adenocarcinoma"": 1514}","{""benign reactive lung tissue"": 992, ""alveolar replacement by atypical glands"": 387, ""infiltrative glandular adenocarcinoma"": 339, ""papillary architecture"": 262, ""lepidic growth pattern"": 255, ""metastatic tumor in lung"": 237, ""inflammatory or granulomatous lesion"": 143, ""solid growth pattern"": 133, ""diffuse small blue cell growth pattern"": 67, ""fibroinflammatory scar-like lesion"": 53}",45873.63956013159,4096.0,874.4572828977291,0.0
2048.0,1024.0,194,16.0,16.0,16,1.0,2,23,"{""NonAdenocarcinoma"": 1590, ""Adenocarcinoma"": 1514}","{""benign reactive lung tissue"": 992, ""alveolar replacement by atypical glands"": 387, ""infiltrative glandular adenocarcinoma"": 339, ""papillary architecture"": 262, ""lepidic growth pattern"": 255, ""metastatic tumor in lung"": 237, ""inflammatory or granulomatous lesion"": 143, ""solid growth pattern"": 133, ""diffuse small blue cell growth pattern"": 67, ""fibroinflammatory scar-like lesion"": 53}",45873.63956013159,4096.0,770.6025356528882,0.0
4096.0,512.0,194,16.0,16.0,16,1.0,2,23,"{""NonAdenocarcinoma"": 1748, ""Adenocarcinoma"": 1356}","{""benign reactive lung tissue"": 1112, ""alveolar replacement by atypical glands"": 314, ""infiltrative glandular adenocarcinoma"": 292, ""metastatic tumor in lung"": 258, ""lepidic growth pattern"": 247, ""papillary architecture"": 226, ""inflammatory or granulomatous lesion"": 131, ""solid growth pattern"": 125, ""diffuse small blue cell growth pattern"": 72, ""sarcomatoid spindle cell morphology"": 70}",41381.513045048945,2287.658303191825,41075.21084981494,35224.86409605376
4096.0,1024.0,194,16.0,16.0,16,1.0,2,23,"{""NonAdenocarcinoma"": 1747, ""Adenocarcinoma"": 1357}","{""benign reactive lung tissue"": 1109, ""alveolar replacement by atypical glands"": 314, ""infiltrative glandular adenocarcinoma"": 292, ""metastatic tumor in lung"": 260, ""lepidic growth pattern"": 248, ""papillary architecture"": 226, ""inflammatory or granulomatous lesion"": 131, ""solid growth pattern"": 125, ""diffuse small blue cell growth pattern"": 73, ""sarcomatoid spindle cell morphology"": 70}",41381.513045048945,2306.7299660643744,41131.38249322271,35279.57171770595
