metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9562685632325133,0.8973019967856812,0.908039100475402,0.9485696753904955,0.8961030956082151,0.8580280416101311,0.9341781496062993,0.9308431520215459
std,0.019942372499625195,0.02370429390404282,0.02109675371171291,0.024205554104384238,0.024982533938106496,0.06393821514906638,0.03997109456163199,0.02883792671536727
