metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9741950757575757,0.919625946969697,0.9278350515463918,0.9493371212121211,0.919625946969697,0.8939393939393939,0.9453125,0.9524494491812945
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
