metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9792850378787878,0.937077989090373,0.9432989690721649,0.9495146780303031,0.9386837121212122,0.9242424242424242,0.953125,0.9575692578645157
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
