metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9657314158448985,0.9144597931617492,0.9225308477111265,0.9708852391585381,0.9173604452237738,0.9005427408412483,0.9341781496062993,0.9476470644925129
std,0.015548148096195546,0.016042916449525955,0.015586483147881774,0.0073340563004800395,0.017501913938183882,0.0580092668465874,0.040028992563592145,0.03223813064377766
