metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9614373606644657,0.8855517113915636,0.9008493136050426,0.9611815848059274,0.8845762435807718,0.8335594753505202,0.9355930118110237,0.9180740940907267
std,0.020258534514944828,0.060072820413952184,0.045292484882818354,0.0069297638973175755,0.06890702833491909,0.14578560458209364,0.02203054063543247,0.047736131150382624
