metric,test_auc,test_f1,test_acc,val_auc
mean,0.9584753398362518,0.9054071872876019,0.9142246674857113,0.9566477239340164
std,0.019029879540933565,0.03231230723973357,0.029739277275673295,0.01121896504623604
