fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.9842566287878788,0.9432989690721649,0.937077989090373,0.9603456439393939,0.9226804123711341
2,0.9324100378787878,0.8762886597938144,0.8632036667058409,0.957456810436009,0.9432989690721649
3,0.9747913973439889,0.9536082474226804,0.94774176169525,0.9355762347888332,0.9222797927461139
4,0.944464328322596,0.9067357512953368,0.8978235294117647,0.9690408017179671,0.9222797927461139
5,0.9564543068480076,0.8911917098445596,0.8811889895347814,0.9608191287878788,0.9278350515463918
