,folds,test_auc,test_acc,test_f1
0,0,0.9842566287878788,0.9432989690721649,0.937077989090373
1,1,0.9324100378787878,0.8762886597938144,0.8632036667058409
2,2,0.9747913973439889,0.9536082474226804,0.94774176169525
3,3,0.944464328322596,0.9067357512953368,0.8978235294117647
4,4,0.9564543068480076,0.8911917098445596,0.8811889895347814
