metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.970999053030303,0.9164441381686622,0.9226804123711341,0.9593986742424242,0.9303977272727273,0.9545454545454546,0.90625,0.9372102134155631
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
