variant,run_dir,status,checkpoint_count,fold_summary_path,log_exists,has_traceback,has_nan_or_inf,missing_folds,hcrc_alpha_init,hcrc_bbox_expand,test_auc_mean,test_auc_std,test_acc_mean,test_acc_std,test_f1_mean,test_f1_std,balanced_acc_mean,balanced_acc_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,pr_auc_mean,pr_auc_std,val_auc_mean,val_auc_std
hcrc_a002_b8,/home/ljh/ViLMIL/ViLa-MIL-main/results_stage44/stage44_hcrc_a002_b8_s1,ok,5,/home/ljh/ViLMIL/ViLa-MIL-main/results_stage44/stage44_hcrc_a002_b8_s1/fold_summary.csv,True,False,False,,0.02,8.0,0.9612999727116032,0.015872249526417147,0.9245766785962288,0.01778194431315708,0.9167202546593656,0.019701621122962254,0.9194328721015538,0.01905473844309792,0.9032112166440525,0.026667887866965296,0.9356545275590552,0.018155005471262496,0.9209453224802541,0.04007953127075946,0.9560423850459585,0.017056490140921813
hcrc_a005_b8,/home/ljh/ViLMIL/ViLa-MIL-main/results_stage44/stage44_hcrc_a005_b8_s1,ok,5,/home/ljh/ViLMIL/ViLa-MIL-main/results_stage44/stage44_hcrc_a005_b8_s1/fold_summary.csv,True,False,False,,0.05,8.0,0.9614373606644657,0.02025853451494483,0.9008493136050426,0.045292484882818354,0.8855517113915639,0.0600728204139522,0.8845762435807718,0.06890702833491909,0.8335594753505202,0.14578560458209366,0.9355930118110237,0.022030540635432444,0.9180740940907267,0.0477361311503826,0.9611815848059274,0.0069297638973175495
hcrc_a01_b8,/home/ljh/ViLMIL/ViLa-MIL-main/results_stage44/stage44_hcrc_a01_b8_s1,ok,5,/home/ljh/ViLMIL/ViLa-MIL-main/results_stage44/stage44_hcrc_a01_b8_s1/fold_summary.csv,True,False,False,,0.1,8.0,0.968305798428224,0.0163918509588572,0.9194166978259709,0.016517524629200794,0.9109518803833693,0.01775588516867877,0.912665010220907,0.014346010733080955,0.8912256897331524,0.017735071454585197,0.9341043307086615,0.024544410358697966,0.9350723049787171,0.0313203795363363,0.9647907340534264,0.015458771456012313
