fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.9286258572517145,0.8734177215189873,0.7993395986791973,0.9197358394716789,0.8987341772151899
2,0.8862077724155448,0.8417721518987342,0.7729232538085657,0.95250190500381,0.8987341772151899
3,0.8961137922275845,0.8670886075949367,0.7688610240334378,0.8526797053594106,0.8987341772151899
4,0.9494538989077979,0.8860759493670887,0.8276363636363637,0.952247904495809,0.930379746835443
5,0.9563119126238251,0.9113924050632911,0.8688330170777989,0.954279908559817,0.9113924050632911
