config_id,status,visual_ratio_mean,visual_ratio_median,visual_ratio_gt_0_5_percent,concept_ratio_mean,concept_ratio_median,csg_ratio_mean,csg_ratio_median,full_margin_mean,concept_margin_mean,visual_margin_mean,csg_margin_mean,delta_visual_ratio_vs_step58C_fold0,delta_concept_ratio_vs_step58C_fold0,delta_csg_ratio_vs_step58C_fold0
A,completed,0.3145767334901449,0.2970646768808365,0.12886597938144329,0.685423264222354,0.7029353380203247,0.0026288816155373,0.0025542508810758,8.25800490010645,3.8640787269651273,4.391943156258347,0.0233136763983434,-0.004608658639253194,0.004608653293749709,0.0018718157299007
B,completed,0.4842594218219525,0.3950648456811905,0.30412371134020616,0.5157405825826272,0.6049351990222931,0.0007488804304984,0.0005556946853175,8.199145471926817,3.845203160701953,4.352823631665141,0.0006862722442859,0.16507402969255436,-0.16507402834597706,-8.185455138199987e-06
C,completed,0.4502186107919695,0.3177564591169357,0.32989690721649484,0.5497813904753972,0.6822435259819031,0.000426672155157,0.0002462930133333,6.395168973613031,3.4331713246623266,2.959670071058052,-0.0028225792111041,0.1310332186625714,-0.1310332204532071,-0.0003303937304796
D,completed,0.3499093654267874,0.3441394716501236,0.0979381443298969,0.6500906376648194,0.6558605432510376,0.0004647885841261,0.0003828077024081,7.326424913615296,3.688650456900449,3.636805479520375,0.0020033821266158,0.030723973297389295,-0.030723973263784843,-0.00029227730151049996
E,completed,0.4842594218219525,0.3950648456811905,0.30412371134020616,0.5157405825826272,0.6049351990222931,0.0007488804304984,0.0005556946853175,8.199145471926817,3.845203160701953,4.352823631665141,0.0006862722442859,0.16507402969255436,-0.16507402834597706,-8.185455138199987e-06
F,skipped,,,,,,,,,,,,,,
G,skipped,,,,,,,,,,,,,,
