fold,test_auc,test_acc,test_f1,val_auc,val_acc,balanced_acc,sensitivity,specificity,pr_auc
1,0.9700520833333334,0.9123711340206185,0.8988188372449762,0.9482717803030303,0.8917525773195877,0.8858901515151515,0.803030303030303,0.96875,0.9439513264189157
2,0.9506392045454546,0.8969072164948454,0.8867880485527544,0.9913033258902338,0.9536082474226805,0.8925189393939394,0.8787878787878788,0.90625,0.9231004427455375
3,0.9914208485133388,0.9175257731958762,0.9043510415382718,0.9593175853018373,0.9067357512953368,0.8876483723116699,0.7910447761194029,0.984251968503937,0.9853177333984765
4,0.929849677881174,0.8860103626943006,0.8714268410852712,0.9282987353853496,0.8860103626943006,0.8660820806490097,0.803030303030303,0.9291338582677166,0.9116643297353129
5,0.9429730374612264,0.8704663212435233,0.8576066105946584,0.9495738636363638,0.9072164948453608,0.8615485564304461,0.8333333333333334,0.889763779527559,0.8875843082246461
