branch,available,num_samples,logit_space,acc,balanced_acc,macro_f1,auc,pr_auc
full,True,193,post_calibration,0.917098445595855,0.9188141255070389,0.9097709209911173,0.9500119303268909,0.9305670091306786
concept_only,True,193,post_calibration,0.9119170984455959,0.9075996182295395,0.9031724952043677,0.9507277499403484,0.9389804754084573
full_without_visual,True,193,post_calibration,0.9119170984455959,0.9075996182295395,0.9031724952043677,0.9507277499403484,0.9389804754084573
visual_only,True,193,post_calibration,0.9015544041450777,0.9070031018849916,0.8938486032710957,0.9433309472679551,0.9127836553583777
low_only,True,193,post_calibration,0.8186528497409327,0.8112622285850632,0.8032505169953106,0.8583870198043426,0.7621861604541915
high_only,True,193,post_calibration,0.9222797927461139,0.915473633977571,0.9139647537816874,0.9533524218563588,0.9404474527839118
csg_only,True,193,post_calibration,0.7253886010362695,0.6239560963970413,0.6246100774340343,0.8608923884514436,0.7371694771775412
