metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9723011363636364,0.9261601522471088,0.9329896907216495,0.939453125,0.9308712121212122,0.9242424242424242,0.9375,0.9410570211702118
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
