variant,baseline_available,test_auc_baseline,test_auc_stage47,test_auc_delta,test_acc_baseline,test_acc_stage47,test_acc_delta,test_f1_baseline,test_f1_stage47,test_f1_delta,balanced_acc_baseline,balanced_acc_stage47,balanced_acc_delta,sensitivity_baseline,sensitivity_stage47,sensitivity_delta,specificity_baseline,specificity_stage47,specificity_delta,pr_auc_baseline,pr_auc_stage47,pr_auc_delta
prarc_v1_g05,True,0.9702127532300916,0.96000751877691,-0.010205234453181555,0.9225094813311256,0.9132151060306608,-0.009294375300464841,0.9144563517525356,0.9035291601668943,-0.01092719158564126,0.9171426221612052,0.9028421917123403,-0.014300430448864976,0.9001809136137495,0.8699683401175939,-0.03021257349615558,0.9341043307086616,0.9357160433070867,0.0016117125984250746,0.9443991016694444,0.9329697362697352,-0.01142936539970918
prarc_v1_g08,True,0.9702127532300916,0.958775481597916,-0.01143727163217556,0.9225094813311256,0.8987714331499387,-0.023738048181186966,0.9144563517525356,0.8879666188056291,-0.026489732946906486,0.9171426221612052,0.8876492709813496,-0.02949335117985563,0.9001809136137495,0.8520578923564,-0.048123021257349574,0.9341043307086616,0.9232406496062993,-0.010863681102362355,0.9443991016694444,0.9209607991515641,-0.02343830251788026
prarc_v1_g10,True,0.9702127532300916,0.9569869703469054,-0.01322578288318621,0.9225094813311256,0.8966561615298329,-0.025853319801292796,0.9144563517525356,0.8837982758031864,-0.030658075949349217,0.9171426221612052,0.8787376200600434,-0.03840500210116182,0.9001809136137495,0.821845318860244,-0.07833559475350549,0.9341043307086616,0.9356299212598426,0.0015255905511809553,0.9443991016694444,0.9303236281045777,-0.014075473564866714
