fold,epoch,train_loss,train_acc,train_auc,train_f1,val_loss,val_acc,val_auc,val_f1,duration_seconds
1,1,0.4871735545646014,0.8206896551724138,0.8861762882654743,0.7936366746493329,0.42951665312224596,0.865979381443299,0.9621212121212122,0.8593889384478144,16.9
1,2,0.2904104157238556,0.9189655172413793,0.9590999617510123,0.909564709668216,0.3992495264080305,0.8556701030927836,0.95703125,0.8223675604970568,16.75
1,3,0.2158559109718571,0.9344827586206896,0.9769714715308827,0.9271510920725581,0.40220675630538155,0.8865979381443299,0.9615293560606061,0.8660389202762084,16.25
1,4,0.22959315260462784,0.9275862068965517,0.9751645365937298,0.9196771257864124,0.37816719392304954,0.8969072164948454,0.9598721590909092,0.88043880192284,14.47
1,5,0.15795314560648344,0.9568965517241379,0.9881428138065657,0.952358891966395,0.45104334738103136,0.8814432989690721,0.9582149621212122,0.8592739773551582,14.05
1,6,0.12424440373313324,0.9620689655172414,0.9931415608224852,0.9579261135071684,0.5019981976251655,0.8865979381443299,0.9282670454545454,0.8754668534080299,17.81
1,7,0.09736036958026395,0.9724137931034482,0.9955420145346153,0.9694736842105263,0.4842030936651071,0.8814432989690721,0.9543087121212122,0.8618875166372613,14.28
1,8,0.1017754095591954,0.9706896551724138,0.9950408209024124,0.9674491847440337,0.394314251113719,0.9123711340206185,0.9545454545454546,0.9020405738557045,17.39
1,9,0.06827142279798863,0.9793103448275862,0.9979424682467455,0.9770506073675465,0.4556785589042024,0.9278350515463918,0.9481534090909092,0.9190220632081098,16.97
1,10,0.06275573150615574,0.9810344827586207,0.9984568511850591,0.9789377077755512,0.5537996848894537,0.865979381443299,0.9468513257575758,0.8445704424996918,16.56
1,11,0.03817629016956399,0.9913793103448276,0.9996438887350136,0.9904491847226475,0.5293965193796822,0.8969072164948454,0.9508759469696969,0.8875362318840581,17.07
1,12,0.0521477533083114,0.9844827586206897,0.9987733945317137,0.9828085325007656,0.7797391427549283,0.8195876288659794,0.9301609848484849,0.7814963797264682,16.46
1,13,0.03951365260075771,0.9879310344827587,0.999498806367797,0.9866288586117067,0.7109356067158683,0.8505154639175257,0.9457859848484849,0.8189541432019308,16.4
1,14,0.06804006545175197,0.9741379310344828,0.9980875506139621,0.9713475541679428,0.644220232952048,0.8865979381443299,0.9359611742424243,0.8717548076923076,16.55
1,15,0.052575190580181036,0.9844827586206897,0.9987206373072713,0.9827672154527237,0.5625598490082244,0.9072164948453608,0.9427083333333335,0.8950721153846154,15.78
1,16,0.014308205276901045,0.9982758620689656,0.9999868106938894,0.9980852461614138,0.6199139584607354,0.8865979381443299,0.9426491477272727,0.8696236559139785,16.45
1,17,0.008254132479976698,1.0,1.0,1.0,0.6725321534944406,0.8917525773195876,0.9373224431818181,0.8780641106222502,15.48
1,18,0.005216238333033006,1.0,1.0,1.0,0.6767181223012813,0.8917525773195876,0.9416429924242424,0.8770929495881981,15.42
1,19,0.0044622973370694345,1.0,1.0,1.0,0.6786699365635079,0.9020618556701031,0.9448982007575757,0.8887983829607506,17.32
1,20,0.004412928155515429,1.0,1.0,1.0,0.6971412639242593,0.9020618556701031,0.942471590909091,0.8896770524677502,16.66
