,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,0,0.9695785984848485,0.9329896907216495,0.9250898505955386,0.942471590909091,0.923532196969697,0.8939393939393939,0.953125,0.9564706988034547
