metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9783972537878788,0.9135652122256215,0.9226804123711341,0.9471472537878788,0.9120501893939394,0.8787878787878788,0.9453125,0.9535241124364915
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
