metric,test_auc,test_f1,test_acc,val_auc
mean,0.9223817439734041,0.8330098724242324,0.8419635703220981,0.9154149199644227
std,0.0401042093204326,0.0630121720034602,0.06305182038500341,0.04305229019922572
