fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.8525094696969696,0.7268041237113403,0.7205598586764506,0.8333333333333333,0.768041237113402
2,0.9289772727272727,0.8608247422680413,0.852146667795749,0.9422963920554707,0.8505154639175257
3,0.9638030320836761,0.9175257731958762,0.9105990783410138,0.9347411119064662,0.844559585492228
4,0.9574087329992842,0.8652849740932642,0.859549932825795,0.9532331185874493,0.8549222797927462
5,0.9092102123598187,0.8393782383419689,0.8221938244821541,0.913470643939394,0.865979381443299
