config_id,visual_ratio_mean,visual_ratio_median,visual_ratio_gt_0_5_percent,concept_ratio_mean,concept_ratio_median,csg_ratio_mean,full_margin_mean,concept_margin_mean,visual_margin_mean,csg_margin_mean,residual_constraint_loss_mean,concept_aux_loss_mean
baseline,0.7195798650806405,0.6984580159187317,0.9381443298969072,0.2804201354438285,0.3015419989824295,4.035802053656765e-05,8.350100369029438,0.9875465041967396,7.362834599368351,3.318583335338602e-05,,
A,0.4857906420359906,0.4223299473524093,0.32989690721649484,0.5142093604027304,0.5776700377464294,0.0010411764219738,7.915288316834833,3.4841072762135377,4.429252201364827,-0.0061669326579371,2.323477000919814e-05,0.21909065818571313
B,0.460092654202095,0.4075625389814377,0.30927835051546393,0.5399073453562468,0.5924374461174011,0.000492951158376,7.494969685897999,3.412209142882799,4.080300574296529,-0.0019436584240708,0.00012812236343155201,0.19600541579186648
C,0.4440716305364253,0.3827715367078781,0.27835051546391754,0.5559283702528661,0.6172284781932831,0.0012992777192061,8.431987623578495,3.899399315880746,4.531655136841474,0.0015766246513746,3.563809495409663e-05,0.2272908437641406
D,0.3191853921293981,0.3220272809267044,0.08762886597938144,0.6808146109286043,0.6779727339744568,0.0007570658856366,7.544038308649948,3.632551431041403,3.91033381492514,0.0036154686960574,0.00016133114909327147,0.2523986936286428
E,0.4573524460945393,0.3825747519731521,0.29381443298969073,0.542647554561947,0.6174252331256866,0.0006693994577097,7.875254577736265,3.8301541998828808,4.043427526259546,0.0018566192167369,0.0004996314574904336,0.21748009924332792
