fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.9647253787878788,0.9123711340206185,0.903440199092373,0.9617660984848484,0.9175257731958762
2,0.9266690340909091,0.8350515463917526,0.8298245614035088,0.9726172288165471,0.9432989690721649
3,0.9772006111176401,0.9278350515463918,0.9222489407992671,0.9560963970412789,0.917098445595855
4,0.9685635886423288,0.8756476683937824,0.8663126298776265,0.9594965402052016,0.9430051813471503
5,0.9657599618229539,0.927461139896373,0.9188100961538461,0.9695785984848484,0.9381443298969072
