metric,test_auc,test_f1,test_acc,val_auc
mean,0.9605837148923421,0.8881272854653244,0.8956733080497837,0.9639109726065449
std,0.017515433829633803,0.03525704011871555,0.03577620891194616,0.00621411570506734
