,folds,test_auc,test_acc,test_f1
0,0,0.9647253787878788,0.9123711340206185,0.903440199092373
1,1,0.9266690340909091,0.8350515463917526,0.8298245614035088
2,2,0.9772006111176401,0.9278350515463918,0.9222489407992671
3,3,0.9685635886423288,0.8756476683937824,0.8663126298776265
4,4,0.9657599618229539,0.927461139896373,0.9188100961538461
